pc,S
5.574399999999955,48.25887460310887
11.094416613774687,88.4999013058515
16.64,108.97979246219789
22.167804315267674,116.40412680481734
27.855510346069785,129.7122476188134
33.28,161.57798162510693
38.71190143405515,172.40231374981335
44.378153904821275,184.2901332439517
50.09719617862862,185.36603531543525
55.72692275731724,183.2212851164214
61.11974441831379,174.14289436129724
66.71219898759148,160.20262217294157
72.1867888190076,144.34779133894983
77.97864240931615,128.6005059874298
83.59477302702608,109.69370268543179
89.03803403400147,94.3416869957596
94.70663711145069,80.03496234034506
100.33316333416386,66.23923920520065
105.91056083620747,53.554346323767525
111.41498982524749,48.50082695533971
116.84894255678999,56.56661393737529
120.90448690168618,44.488339490852084
128.11992286229338,29.956591297256868
