Pos	Slit	X	Y	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
41	9	146.17	2	604R9_794-161164.xlsx	6556.721	0.051	0.936	0.11	76.66	8.005	76.35	8.206	6542.854	1.214	6.194	3.819	3.126	1.102	20.61	10.78	6578.354	1.214	6.194	3.819	9.378	3.305	61.83	32.33	6711.391	0.199	1.418	0.558	2.635	2.985	3.978	4.948	6725.791	0.199	1.418	0.558	11.77	3.675	17.76	5.5
42	9	144.83	2	604R9_794-165168.xlsx	6556.736	0.053	0.99	0.114	82.3	8.284	86.71	8.881	6541.748	0.085	-0.713	0.206	12.76	3.133	-9.686	-2.428	6577.248	0.085	-0.713	0.206	38.29	9.4	-29.06	-7.284	6710.47	0.064	0.449	0.205	28.14	12.02	13.44	3.556	6724.87	0.064	0.449	0.205	17.4	6.174	8.312	4.073
43	9	143.49	2	604R9_794-169172.xlsx	6556.707	0.041	1.05	0.088	103.8	8.074	116.1	9.181	6541.739	0.089	0.741	0.194	13.04	3.054	10.28	2.479	6577.239	0.089	0.741	0.194	39.12	9.161	30.84	7.436	6716.138	1.629	6.652	3.282	-2.383	1.927	-16.87	-17.04	6730.538	1.629	6.652	3.282	-5.112	1.943	-36.19	-17.47
44	9	142.15	2	604R9_794-173176.xlsx	6556.699	0.041	1.144	0.088	112	7.761	136.4	9.704	6542.072	0.476	3.381	1.721	6.03	1.796	21.7	7.966	6577.572	0.476	3.381	1.721	18.09	5.387	65.1	23.9	6713.82	0.095	-0.484	0.294	-25.03	13.08	12.89	3.8	6728.22	0.095	-0.484	0.294	-3.392	5.472	1.748	3.077
45	9	140.81	2	604R9_794-177180.xlsx	6556.767	0.036	1.083	0.085	121.1	8.403	139.6	9.875	6541.863	0.078	0.754	0.181	15.32	3.202	12.29	2.617	6577.363	0.078	0.754	0.181	45.95	9.605	36.87	7.852	6710.89	0.086	0.82	0.25	25.58	6.574	22.32	5.483	6725.29	0.086	0.82	0.25	17.2	5.515	15.01	5.297
46	9	139.46	2	604R9_794-181184.xlsx	6556.873	0.054	1.06	0.123	90.35	8.721	101.9	10.03	6541.852	0.106	0.654	0.317	10.99	3.989	7.644	2.663	6577.352	0.106	0.654	0.317	32.96	11.97	22.93	7.99	6712.876	0.007	0.141	0	15.96	12.7	2.394	2.118	6727.276	0.007	0.141	0	-1343	0	-201.4	-193.3
47	9	138.12	2	604R9_794-185188.xlsx	6556.938	0.038	0.973	0.092	134.5	10.01	139.4	10.6	6542.113	0.143	1.15	0.379	11.45	2.898	14.02	3.749	6577.613	0.143	1.15	0.379	34.36	8.693	42.05	11.25	6711.016	0.111	1.339	0.271	19.19	4.077	27.35	5.91	6725.416	0.111	1.339	0.271	16.79	3.925	23.92	5.837
48	9	136.78	2	604R9_794-189192.xlsx	6556.83	0.037	1.345	0.09	136.2	7.947	195	11.65	6541.99	0.135	0.995	0.284	11.47	2.903	12.15	3.161	6577.49	0.135	0.995	0.284	34.4	8.71	36.45	9.484	6710.937	0.044	0.755	0.125	43.91	5.997	35.29	4.578	6725.336	0.044	0.755	0.125	18.94	4.67	15.22	4.166
49	9	135.44	2	604R9_794-193196.xlsx	6556.625	0.043	1.409	0.093	124.6	7.66	187	11.75	6541.854	0.153	0.922	0.358	9.283	3.048	9.106	3.143	6577.354	0.153	0.922	0.358	27.85	9.144	27.32	9.429	6710.924	0.096	1.521	0.229	20.77	3.407	33.63	5.781	6725.324	0.096	1.521	0.229	19.85	3.418	32.14	5.672
50	9	134.10	2	604R9_794-197200.xlsx	6556.592	0.058	1.638	0.124	104.3	7.268	181.8	13.05	6541.249	0.391	2.36	1.039	6.551	2.112	16.46	5.818	6576.749	0.391	2.36	1.039	19.65	6.336	49.37	17.46	6710.835	0.146	1.443	0.323	19.46	4.08	29.89	5.739	6725.235	0.146	1.443	0.323	8.663	3.302	13.31	6.07
51	9	132.76	2	604R9_794-201204.xlsx	6556.348	0.047	1.889	0.102	136.8	7.045	275.1	14.57	6541.758	0.151	1.143	0.383	11.1	3.016	13.51	3.866	6577.258	0.151	1.143	0.383	33.3	9.049	40.52	11.6	6710.789	0.128	1.41	0.326	23.65	4.319	35.5	7.299	6725.189	0.128	1.41	0.326	17.41	4.247	26.13	6.231
52	9	131.42	2	604R9_794-205208.xlsx	6556.591	0.045	1.812	0.1	172.3	8.074	332.4	16.14	6541.762	0.188	1.525	0.419	12.16	2.775	19.74	4.758	6577.262	0.188	1.525	0.419	36.48	8.325	59.22	14.27	6710.896	0.067	1.147	0.233	35.57	5.123	43.44	6.657	6725.296	0.067	1.147	0.233	23.76	4.472	29.02	5.666
53	9	130.08	2	604R9_794-209212.xlsx	6556.472	0.028	1.842	0.059	304	8.952	596	18.1	6541.764	0.111	1.483	0.239	22.03	3.176	34.78	5.237	6577.264	0.111	1.483	0.239	66.1	9.529	104.3	15.71	6710.833	0.059	1.366	0.179	53.31	4.984	77.49	7.601	6725.233	0.059	1.366	0.179	34.82	4.223	50.61	6.608
54	9	128.74	2	604R9_794-213216.xlsx	6556.665	0.017	1.225	0.045	615.4	16.87	802.2	22.64	6541.914	0.061	0.919	0.154	43.11	5.866	42.15	5.901	6577.414	0.061	0.919	0.154	129.3	17.6	126.4	17.7	6710.796	0.022	0.881	0.052	114.4	6.144	107.3	5.936	6725.196	0.022	0.881	0.052	72.66	5.64	68.12	5.354
55	9	127.40	2	604R9_794-217220.xlsx	6556.67	0.009	1.045	0.019	1314	19.21	1462	21.83	6541.913	0.029	0.726	0.077	85.77	7.308	66.25	5.739	6577.413	0.029	0.726	0.077	257.3	21.92	198.8	17.22	6710.758	0.014	0.867	0.037	146	5.653	134.7	5.366	6725.158	0.014	0.867	0.037	99.82	5.219	92.11	4.901
56	9	126.05	2	604R9_794-221224.xlsx	6556.606	0.008	1.13	0.024	1575	26.6	1896	32.76	6541.837	0.044	0.738	0.122	81.86	10.67	64.27	8.432	6577.337	0.044	0.738	0.122	245.6	32.02	192.8	25.3	6710.718	0.012	0.808	0.033	166.1	6.34	142.9	5.651	6725.118	0.012	0.808	0.033	109.3	5.916	94.04	5.115
57	9	124.71	2	604R9_794-225228.xlsx	6556.657	0.009	1.182	0.026	1297	22.92	1632	29.58	6541.846	0.05	0.949	0.124	72.16	7.861	72.91	8.182	6577.346	0.05	0.949	0.124	216.5	23.58	218.7	24.55	6710.748	0.012	0.884	0.031	168	5.829	158.1	5.485	6725.147	0.012	0.884	0.031	117.2	5.316	110.3	5.233
58	9	123.37	2	604R9_794-229232.xlsx	6556.59	0.004	1.212	0.011	1320	10.6	1703	13.98	6541.796	0.02	0.925	0.05	84.25	3.868	82.94	3.911	6577.296	0.02	0.925	0.05	252.7	11.6	248.8	11.73	6710.702	0.01	0.918	0.027	203.5	5.787	198.8	5.802	6725.102	0.01	0.918	0.027	149	5.434	145.6	5.412
59	9	122.03	2	604R9_794-233236.xlsx	6556.518	0.005	1.186	0.01	1545	10.7	1951	13.81	6541.751	0.016	0.833	0.039	103	4.052	91.27	3.682	6577.251	0.016	0.833	0.039	309	12.16	273.8	11.04	6710.665	0.01	0.865	0.02	235.8	5.461	217	5.167	6725.065	0.01	0.865	0.02	175.3	5.19	161.3	4.835
60	9	120.69	2	604R9_794-237240.xlsx	6556.588	0.004	1.222	0.011	1744	13.32	2268	17.71	6541.781	0.019	0.904	0.044	116.3	4.906	111.9	4.846	6577.281	0.019	0.904	0.044	348.9	14.72	335.7	14.54	6710.701	0.007	0.886	0.02	245	5.462	231.1	5.243	6725.101	0.007	0.886	0.02	172.4	5.087	162.7	4.915
61	9	119.35	2	604R9_794-241244.xlsx	6556.582	0.004	1.273	0.011	4078	30.08	5527	41.68	6541.817	0.022	0.958	0.05	238.3	11	243	11.53	6577.317	0.022	0.958	0.05	715	32.99	729.1	34.58	6710.723	0.007	0.934	0.014	463	6.563	460.4	6.699	6725.123	0.007	0.934	0.014	328.4	6.169	326.6	6.233
62	9	118.01	2	604R9_794-245248.xlsx	6556.734	0.011	1.115	0.024	5128	86.84	6084	105.6	6541.936	0.03	0.758	0.072	390.7	31.58	315.4	26.06	6577.436	0.03	0.758	0.072	1172	94.75	946.1	78.19	6710.807	0.004	0.836	0.01	688.3	7.856	612.7	7.128	6725.207	0.004	0.836	0.01	523.7	7.424	466.1	6.754
63	9	116.67	2	604R9_794-249252.xlsx	6556.737	0.009	1.115	0.02	3590	52.2	4260	63.39	6541.926	0.031	0.882	0.074	247.4	17.86	232.3	17.2	6577.426	0.031	0.882	0.074	742.1	53.59	697	51.59	6710.785	0.006	0.89	0.013	575.3	8.198	544.8	7.854	6725.185	0.006	0.89	0.013	412.7	7.598	390.9	7.431
64	9	115.33	2	604R9_794-253256.xlsx	6556.594	0.004	0.965	0.01	5504	49.68	5652	51.94	6541.752	0.02	0.772	0.048	332.3	17.52	273	14.73	6577.252	0.02	0.772	0.048	997	52.56	818.9	44.19	6710.662	0.003	0.798	0.009	687	7.729	583.5	6.689	6725.062	0.003	0.798	0.009	489.6	7.244	415.9	6.262
65	9	113.99	2	604R9_794-257260.xlsx	6556.643	0.002	0.923	0.006	7647	39.53	7511	39.55	6541.81	0.014	0.787	0.033	376.8	13.49	315.7	11.53	6577.31	0.014	0.787	0.033	1131	40.46	947.1	34.58	6710.701	0.004	0.811	0.01	709.2	8.763	612.6	7.684	6725.101	0.004	0.811	0.01	505	8.152	436.2	7.227
66	9	112.64	2	604R9_794-261264.xlsx	6556.752	0.002	0.939	0.005	13460	62.74	13450	63.86	6541.956	0.018	0.854	0.045	468.6	20.68	426.1	19.29	6577.456	0.018	0.854	0.045	1406	62.03	1278	57.87	6710.84	0.005	0.898	0.012	926.1	11.84	885.3	11.54	6725.24	0.005	0.898	0.012	672.8	11.01	643.1	10.81
67	9	111.30	2	604R9_794-265268.xlsx	6556.778	0.002	1.05	0.006	11830	52.66	13220	60.04	6542.097	0.022	0.94	0.055	364.6	17.73	364.7	18.26	6577.597	0.022	0.94	0.055	1094	53.18	1094	54.78	6710.979	0.008	0.956	0.019	736.8	13.4	750.1	13.9	6725.379	0.008	0.956	0.019	521.4	12.28	530.8	12.94
68	9	109.96	2	604R9_794-269272.xlsx	6556.833	0.004	1.186	0.007	7506	38	9476	49.1	6542.111	0.027	1.073	0.069	249.5	12.92	284.9	15.29	6577.611	0.027	1.073	0.069	748.5	38.77	854.6	45.86	6710.988	0.014	1.208	0.037	468	12.32	601.9	16.61	6725.388	0.014	1.208	0.037	375.5	11.72	483	15.51
69	9	108.62	2	604R9_794-273276.xlsx	6556.81	0.005	1.423	0.012	4273	29.83	6470	46.46	6542.137	0.048	1.268	0.134	137.1	10.73	185	15.22	6577.637	0.048	1.268	0.134	411.3	32.2	555.1	45.65	6710.954	0.025	1.435	0.071	286.2	11.78	437.1	18.87	6725.354	0.025	1.435	0.071	209.4	10.81	319.9	17.31
70	9	107.28	2	604R9_794-277280.xlsx	6556.703	0.017	1.954	0.041	2147	39.62	4466	85.41	6541.974	0.14	1.65	0.339	84.63	14.14	148.7	26.18	6577.474	0.14	1.65	0.339	253.9	42.41	446	78.54	6710.823	0.034	1.724	0.073	191.9	8.176	352.2	15.73	6725.223	0.034	1.724	0.073	142	7.801	260.7	14.74
71	9	105.94	2	604R9_794-281284.xlsx	6556.54	0.025	2.298	0.05	1205	23.78	2947	60.52	6541.617	0.132	1.745	0.299	57.08	8.704	106	16.99	6577.117	0.132	1.745	0.299	171.2	26.11	318	50.98	6710.45	0.029	1.694	0.061	138.4	5.545	249.6	10.23	6724.85	0.029	1.694	0.061	102.2	5.238	184.3	9.868
72	9	104.60	2	604R9_794-285288.xlsx	6556.822	0.02	1.966	0.048	1380	28.56	2888	62.17	6541.777	0.147	1.84	0.327	56.33	9.123	110.3	18.67	6577.277	0.147	1.84	0.327	169	27.37	331	56	6710.568	0.028	1.805	0.066	150.4	5.784	288.9	11.48	6724.968	0.028	1.805	0.066	102.7	5.428	197.4	10.85
73	9	103.26	2	604R9_794-289292.xlsx	6556.539	0.008	1.714	0.021	2298	24.56	4192	46.19	6541.559	0.075	1.615	0.172	87.08	8.072	149.7	14.54	6577.059	0.075	1.615	0.172	261.2	24.22	449.1	43.61	6710.467	0.025	1.854	0.055	164.8	5.056	325.1	10.38	6724.867	0.025	1.854	0.055	121.1	4.789	238.9	9.843
74	9	101.92	2	604R9_794-293296.xlsx	6556.564	0.002	1.269	0.004	5049	14.9	6822	20.62	6541.598	0.016	1.303	0.036	189.1	4.591	262.3	6.606	6577.098	0.016	1.303	0.036	567.3	13.77	787	19.82	6710.429	0.008	1.334	0.022	375.8	6.123	533.6	8.974	6724.829	0.008	1.334	0.022	273	5.748	387.7	8.423
75	9	100.58	2	604R9_794-297300.xlsx	6556.73	0.002	0.993	0.004	13940	49.74	14730	53.6	6541.869	0.015	0.97	0.036	503.1	15.82	519.7	16.8	6577.369	0.015	0.97	0.036	1509	47.46	1559	50.41	6710.728	0.007	1.009	0.014	874.9	11.81	940	13.05	6725.128	0.007	1.009	0.014	692.6	11.27	744.1	12.38
76	9	99.23	2	604R9_794-301304.xlsx	6556.853	0.002	1.015	0.004	14850	54.96	16050	60.51	6541.926	0.014	0.885	0.034	577.4	18.58	543.8	17.96	6577.426	0.014	0.885	0.034	1732	55.74	1632	53.88	6710.777	0.005	0.989	0.01	900.8	9.198	948.5	9.943	6725.177	0.005	0.989	0.01	687.5	8.707	724	9.376
77	9	97.89	2	604R9_794-305308.xlsx	6556.851	0.003	1.024	0.009	4919	34.24	5362	38.09	6541.931	0.02	0.951	0.049	260.3	11.21	263.6	11.69	6577.431	0.02	0.951	0.049	781	33.63	790.8	35.07	6710.775	0.008	0.981	0.017	509.7	8.356	532	8.99	6725.175	0.008	0.981	0.017	387.6	7.908	404.6	8.419
78	9	96.55	2	604R9_794-309312.xlsx	6556.779	0.004	1.047	0.008	2586	16.93	2884	19.27	6541.856	0.014	0.905	0.035	178.9	5.731	172.3	5.666	6577.356	0.014	0.905	0.035	536.8	17.19	516.9	17	6710.74	0.007	0.929	0.016	393.2	6.268	388.8	6.419	6725.14	0.007	0.929	0.016	291.5	5.949	288.3	5.943
79	9	95.21	2	604R9_794-313316.xlsx	6556.811	0.004	1.063	0.008	2949	19.13	3336	22.09	6541.903	0.017	0.921	0.044	169	6.545	165.7	6.606	6577.403	0.017	0.921	0.044	506.9	19.63	497.1	19.82	6710.729	0.006	0.945	0.019	366.3	7.124	368.3	7.314	6725.129	0.006	0.945	0.019	288.1	6.729	289.8	6.965
80	9	93.87	2	604R9_794-317320.xlsx	6556.827	0.003	1.082	0.007	1919	10.66	2210	12.53	6541.901	0.014	0.962	0.034	118.2	3.576	121	3.766	6577.401	0.014	0.962	0.034	354.7	10.73	363.1	11.3	6710.762	0.008	0.993	0.022	272.8	5.736	288.4	6.235	6725.162	0.008	0.993	0.022	204.5	5.409	216.2	5.843
81	9	92.53	2	604R9_794-321324.xlsx	6556.807	0.003	1.076	0.007	1817	10.1	2081	11.81	6541.929	0.013	0.915	0.032	116.2	3.458	113.1	3.46	6577.429	0.013	0.915	0.032	348.5	10.37	339.4	10.38	6710.822	0.008	0.952	0.016	323.8	5.306	328.2	5.453	6725.222	0.008	0.952	0.016	230.6	4.916	233.7	5.145
82	9	91.19	2	604R9_794-325328.xlsx	6556.853	0.002	0.93	0.007	2632	15.44	2605	15.55	6541.998	0.016	0.921	0.037	141.2	4.837	138.4	4.87	6577.498	0.016	0.921	0.037	423.5	14.51	415.1	14.61	6710.887	0.007	0.882	0.017	376.3	6.959	353.3	6.62	6725.287	0.007	0.882	0.017	264	6.433	247.8	6.217
83	9	89.85	2	604R9_794-329332.xlsx	6556.924	0.003	0.911	0.007	2091	13.82	2028	13.62	6542.014	0.014	0.815	0.031	133.6	4.512	115.9	4.013	6577.514	0.014	0.815	0.031	400.8	13.54	347.6	12.04	6710.894	0.007	0.821	0.016	315	6.053	275.5	5.314	6725.293	0.007	0.821	0.016	215.9	5.529	188.8	5.002
84	9	88.51	2	604R9_794-333336.xlsx	6556.99	0.003	0.916	0.007	1501	9.528	1464	9.455	6542.096	0.013	0.824	0.033	97.29	3.225	85.36	2.908	6577.596	0.013	0.824	0.033	291.9	9.675	256.1	8.724	6710.982	0.011	0.838	0.023	241.3	6.505	215.3	6.057	6725.382	0.011	0.838	0.023	184.2	6.321	164.4	5.593
85	9	87.17	2	604R9_794-337340.xlsx	6557.048	0.003	0.903	0.007	1741	11.22	1673	10.97	6542.178	0.015	0.872	0.036	101.3	3.594	94.05	3.42	6577.678	0.015	0.872	0.036	303.8	10.78	282.1	10.26	6711.036	0.009	0.862	0.018	260.9	5.572	239.4	5.209	6725.436	0.009	0.862	0.018	194.6	5.264	178.6	4.929
86	9	85.82	2	604R9_794-341344.xlsx	6557.052	0.004	0.924	0.01	1302	11.29	1281	11.31	6542.204	0.016	0.857	0.041	92.66	3.691	84.53	3.45	6577.704	0.016	0.857	0.041	278	11.07	253.6	10.35	6711.064	0.011	0.965	0.03	226.9	6.454	233.1	6.924	6725.464	0.011	0.965	0.03	162.8	6.124	167.3	6.312
87	9	84.48	2	604R9_794-345348.xlsx	6556.988	0.009	1.019	0.019	564.5	8.76	612	9.686	6542.103	0.034	0.956	0.084	39.01	2.863	39.68	2.999	6577.603	0.034	0.956	0.084	117	8.589	119	8.997	6710.956	0.019	0.91	0.046	120.1	5.518	116.3	5.408	6725.355	0.019	0.91	0.046	71.67	4.916	69.43	4.929
88	9	83.14	2	604R9_794-349352.xlsx	6556.988	0.003	0.864	0.008	1234	9.524	1135	8.899	6542.136	0.015	0.829	0.037	81.35	3.094	71.74	2.794	6577.636	0.015	0.829	0.037	244	9.281	215.2	8.382	6711.034	0.007	0.748	0.017	278	5.916	221.5	4.831	6725.434	0.007	0.748	0.017	189.2	5.516	150.7	4.44
89	9	81.80	2	604R9_794-353356.xlsx	6557.034	0.002	0.819	0.005	2001	10.46	1745	9.29	6542.173	0.01	0.768	0.025	128.1	3.489	104.6	2.898	6577.673	0.01	0.768	0.025	384.2	10.47	313.9	8.693	6711.044	0.006	0.756	0.014	305.6	5.807	245.8	4.773	6725.444	0.006	0.756	0.014	231.3	5.526	186	4.505
90	9	80.46	2	604R9_794-357360.xlsx	6557.039	0.007	0.903	0.016	714.2	10.58	686.1	10.35	6542.173	0.028	0.883	0.071	52.5	3.436	49.37	3.319	6577.673	0.028	0.883	0.071	157.5	10.31	148.1	9.956	6711.067	0.014	0.85	0.037	141.4	5.79	127.9	5.339	6725.467	0.014	0.85	0.037	107.9	5.431	97.59	5.047
91	9	79.12	2	604R9_794-361364.xlsx	6557.052	0.005	0.894	0.012	777.6	8.917	740.4	8.638	6542.166	0.022	0.841	0.058	55.18	3.025	49.38	2.776	6577.666	0.022	0.841	0.058	165.5	9.075	148.1	8.327	6711.056	0.013	0.816	0.035	137.9	5.508	119.8	5.006	6725.456	0.013	0.816	0.035	98.39	5.272	85.45	4.541
92	9	77.78	2	604R9_794-365368.xlsx	6557.152	0.005	0.853	0.012	908.1	10.67	824.4	9.844	6542.249	0.026	0.905	0.067	54.06	3.325	52.1	3.293	6577.749	0.026	0.905	0.067	162.2	9.976	156.3	9.878	6711.155	0.019	0.93	0.043	116.9	5.115	115.8	5.34	6725.555	0.019	0.93	0.043	91.45	4.99	90.58	4.901
93	9	76.44	2	604R9_794-369372.xlsx	6557.168	0.008	0.925	0.018	613.9	9.765	604.5	9.785	6542.307	0.032	0.88	0.083	41.81	3.217	39.16	3.099	6577.807	0.032	0.88	0.083	125.4	9.65	117.5	9.297	6711.113	0.02	0.976	0.054	112.1	5.74	116.5	6.233	6725.513	0.02	0.976	0.054	75.36	5.399	78.31	5.61
94	9	75.10	2	604R9_794-373376.xlsx	6557.148	0.01	0.872	0.023	489	10.42	453.8	9.847	6542.266	0.046	0.918	0.132	32.01	3.424	31.29	3.461	6577.766	0.046	0.918	0.132	96.03	10.27	93.88	10.38	6711.124	0.019	0.95	0.054	101.6	5.137	102.8	5.561	6725.524	0.019	0.95	0.054	69.64	4.945	70.45	4.873
95	9	73.76	2	604R9_794-377380.xlsx	6557.117	0.015	0.946	0.028	325.6	8.46	327.9	8.667	6542.221	0.048	0.877	0.136	25.29	2.99	23.6	2.871	6577.721	0.048	0.877	0.136	75.86	8.97	70.8	8.613	6711.115	0.027	1.012	0.067	69.51	4.423	74.91	5.058	6725.515	0.027	1.012	0.067	47.55	4.274	51.24	4.513
96	9	72.41	2	604R9_794-381384.xlsx	6557.113	0.017	0.922	0.033	297.2	9.212	291.6	9.189	6542.309	0.04	0.708	0.098	28.78	3.357	21.69	2.591	6577.809	0.04	0.708	0.098	86.35	10.07	65.06	7.774	6711.152	0.028	0.911	0.077	63.23	4.708	61.31	4.761	6725.552	0.028	0.911	0.077	40.08	4.352	38.87	4.226
97	9	71.07	2	604R9_794-385388.xlsx	6557.178	0.016	0.896	0.033	302.1	9.553	288.3	9.26	6542.313	0.052	0.855	0.121	26.29	3.131	23.94	2.928	6577.813	0.052	0.855	0.121	78.87	9.393	71.81	8.783	6711.182	0.03	0.957	0.079	65.53	5.067	66.77	5.334	6725.582	0.03	0.957	0.079	43.76	4.709	44.59	4.854
98	9	69.73	2	604R9_794-389392.xlsx	6557.223	0.01	-0.815	0.026	385.3	10.51	-334.3	-9.222	6542.368	0.056	0.99	0.133	25.68	2.976	27.05	3.224	6577.868	0.056	0.99	0.133	77.05	8.929	81.16	9.673	6711.175	0.028	0.746	0.067	61.65	5.778	48.97	4.588	6725.575	0.028	0.746	0.067	43.95	5.336	34.91	4.415
99	9	68.39	2	604R9_794-393396.xlsx	6557.222	0.011	-0.818	0.027	335.8	9.407	-292.5	-8.286	6542.417	0.038	0.741	0.092	31.2	3.155	24.6	2.58	6577.917	0.038	0.741	0.092	93.59	9.465	73.81	7.741	6711.29	0.018	0.607	0.06	73.85	7.043	47.73	3.892	6725.69	0.018	0.607	0.06	43.36	5.49	28.02	3.933
100	9	67.05	2	604R9_794-397400.xlsx	6557.164	0.024	0.9	0.06	165.6	9.489	158.7	9.245	6542.213	0.109	1.055	0.277	13.12	2.814	14.74	3.295	6577.713	0.109	1.055	0.277	39.36	8.442	44.22	9.886	6711.22	0.051	0.759	0.113	34.9	5.268	28.19	4.343	6725.62	0.051	0.759	0.113	15.65	4.78	12.64	3.856
101	9	65.71	2	604R9_794-401404.xlsx	6557.165	0.049	0.84	0.117	76.02	9.598	67.97	8.688	6542.256	0.24	1.296	0.641	6.869	2.56	9.478	3.85	6577.756	0.24	1.296	0.641	20.61	7.68	28.43	11.55	6711.219	0.08	0.811	0.188	29.25	5.814	25.27	5.434	6725.619	0.08	0.811	0.188	7.616	5.518	6.578	4.384
102	9	64.37	2	604R9_794-405408.xlsx	6557.149	0.045	0.871	0.118	86.52	9.731	80.25	9.201	6542.256	0.189	1.065	0.406	7.671	2.613	8.694	3.139	6577.756	0.189	1.065	0.406	23.01	7.838	26.08	9.417	6713.226	0.249	1.11	0.409	-6.905	4.74	-8.155	-5.208	6727.626	0.249	1.11	0.409	-9.929	4.495	-11.73	-5.822
103	9	63.03	2	604R9_794-409412.xlsx	6557.202	0.05	0.9	0.115	81.53	9.501	78.15	9.251	6541.897	0.155	0.731	0.314	8.974	3.274	6.984	2.718	6577.397	0.155	0.731	0.314	26.92	9.823	20.95	8.155	6711.236	18.53	-185.957	138.77	16.72	0	-3310	0	6725.636	18.53	-185.957	138.77	3.456	0	-684.1	-644
104	9	61.69	2	604R9_794-413416.xlsx	6557.251	0.029	0.793	0.082	125.9	10.86	106.2	9.342	6545.198	1.371	9.479	2.957	3.987	1.051	40.23	14.07	6580.698	1.371	9.479	2.957	11.96	3.153	120.7	42.2	6711.226	0.09	0.745	0.243	21.53	5.592	17.06	4.863	6725.625	0.09	0.745	0.243	14.14	5.484	11.21	4.022
105	9	60.35	2	604R9_794-417420.xlsx	6557.248	0.044	-0.814	0.1	95.52	10.27	-82.78	-8.987	6542.304	0.162	1.172	0.483	9.72	2.935	12.13	3.874	6577.804	0.162	1.172	0.483	29.16	8.806	36.39	11.62	6711.347	0.088	1.023	0.3	22.77	5.628	24.79	5.49	6725.747	0.088	1.023	0.3	17.97	4.462	19.57	5.971
106	9	59.00	2	604R9_794-421424.xlsx	6557.198	0.043	-0.78	0.096	92.1	9.843	-76.47	-8.279	6543.214	0.636	4.341	1.343	4.945	1.281	22.85	7.084	6578.714	0.636	4.341	1.343	14.83	3.843	68.55	21.25	6715.059	0.107	0.542	0.356	-15.48	8.359	-8.938	-4.115	6729.458	0.107	0.542	0.356	3.939	5.296	2.274	2.971
107	9	57.66	2	604R9_794-425428.xlsx	6557.23	0.038	-0.741	0.098	87.86	9.95	-69.26	-7.837	6542.874	0.718	3.468	1.727	4.161	1.52	15.36	6.428	6578.374	0.718	3.468	1.727	12.48	4.561	46.07	19.28	6716.124	0.331	0.895	0.488	-6.602	5.345	-6.293	-5.461	6730.524	0.331	0.895	0.488	-6.883	5.894	-6.561	-5.176
108	9	56.32	2	604R9_794-429432.xlsx	6557.236	0.037	0.856	0.082	109.7	8.931	99.94	8.253	6542.383	0.166	1.126	0.375	8.293	2.411	9.939	2.992	6577.883	0.166	1.126	0.375	24.88	7.233	29.82	8.976	6711.217	0.091	1.051	0.29	25.75	5.08	28.8	5.921	6725.617	0.091	1.051	0.29	2.985	4.046	3.338	4.432
109	9	54.98	2	604R9_794-433436.xlsx	6557.214	0.041	0.836	0.091	103	9.71	91.68	8.796	6543.141	0.756	4.129	1.998	4.864	1.533	21.38	8.355	6578.641	0.756	4.129	1.998	14.59	4.598	64.14	25.07	6714.606	0.168	0.548	0.387	-6.196	7.983	-3.618	-3.842	6729.006	0.168	0.548	0.387	-10.62	6.721	-6.2	-4.56
110	9	53.64	2	604R9_794-437440.xlsx	6557.205	0.032	0.818	0.08	117	9.545	101.8	8.413	6542.093	0.287	1.59	0.646	5.796	2.139	9.811	3.682	6577.593	0.287	1.59	0.646	17.39	6.418	29.43	11.05	6711.261	0.454	2.749	0.818	3.67	2.837	10.74	7.703	6725.661	0.454	2.749	0.818	8.985	2.751	26.29	9.19
111	9	52.30	2	604R9_794-441444.xlsx	6557.201	0.025	0.756	0.07	128.9	10.26	103.7	8.308	6542.022	0.74	1.757	1.685	3.989	2.624	7.462	4.952	6577.522	0.74	1.757	1.685	11.97	7.871	22.39	14.86	6711.194	0.124	0.808	0.287	21.71	6.079	18.66	5.107	6725.594	0.124	0.808	0.287	4.899	4.783	4.211	4.497
112	9	50.96	2	604R9_794-445448.xlsx	6557.207	0.041	-0.708	0.08	120.4	12.04	-90.72	-9.003	6542.245	0.292	1.556	0.686	6.868	2.586	11.37	4.448	6577.745	0.292	1.556	0.686	20.6	7.759	34.12	13.34	6714.542	0.155	0.861	0.336	-13.25	5.609	-12.14	-5.289	6728.941	0.155	0.861	0.336	-11.19	5.434	-10.25	-5.049
113	9	49.62	2	604R9_794-449452.xlsx	6557.162	0.04	0.924	0.104	96.91	9.299	95.33	9.406	6545.608	1.022	9.031	2.242	4.139	0.9817	39.79	11.89	6581.108	1.022	9.031	2.242	12.42	2.945	119.4	35.67	6711.068	0.075	0.88	0.172	21.35	5.047	19.99	4.638	6725.468	0.075	0.88	0.172	22.64	4.922	21.2	4.874
