Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL			
9	203.1168	0	9	595a9_896-029032.xlsx	4857.962	0.282	-0.482	3.025	8.464	47.63	-4.34	-4.502	5001.453	82.753	118.023	203.056	-1.545	0.1817	-194.1	-333.7	5050.083	82.753	118.023	203.056	-4.636	0.5452	-582.4	-1001			
10	201.6864	0	9	595a9_896-033036.xlsx	4852.09	1.372	3.318	2.98	3.718	3.432	13.13	10.17	5159.844	49.436	274.12	57.611	-3.936	1.28	-1148	-510.8	5208.474	49.436	274.12	57.611	-11.81	3.839	-3445	-1532			
11	200.256	0	9	595a9_896-037040.xlsx	4858.559	0.77	3.107	1.044	6.009	2.664	19.87	9.077	4956.663	2.809	3.503	4.758	0.5598	0.7649	2.088	2.165	5005.293	2.809	3.503	4.758	1.679	2.295	6.263	6.494			
12	198.8256	0	9	595a9_896-041044.xlsx	4663.896-1155.973	87.126	46.81	0	-57590	19.41		-25660	4949.015	0.171	0.609	0.423	4.657	2.508	3.018	1.411	4997.645	0.171	0.609	0.423	13.97	7.523	9.054	4.234			
13	197.3952	0	9	595a9_896-045048.xlsx	4855.767	1.411	5.758	2.503	4.517	2.024	27.69	12.78	4953.386	0.137	0.57	0.323	-4.777	2.445	-2.9	-1.311	5002.016	0.137	0.57	0.323	-14.33	7.335	-8.699	-3.932			
14	195.9648	0	9	595a9_896-049052.xlsx	4853.488	0.974	4.907	2.156	5.829	2.482	30.44	12.07	4952.667	0	-0.162	0	-190.7	0	32.84	38.77	5001.297	0	-0.162	0	-572.1	0	98.53	116.3			
15	194.5344	0	9	595a9_896-053056.xlsx	4718.026	0	374.22	0	10.05	0	4003	0	4956.62	0.115	0.453	0.657	-5.819	9.279	-2.804	-1.013	5005.25	0.115	0.453	0.657	-17.46	27.84	-8.411	-3.038			
16	193.104	0	9	595a9_896-057060.xlsx	4868.682	7.866	-51.825	22.134	-2.837	0.9109	156.5	92.45	5276.215	297.686	670.64	343.642	-5.044	3.303	-3601	-3998	5324.845	297.686	670.64	343.642	-15.13	9.909	-10800	-11990			
17	191.6736	0	9	595a9_896-061064.xlsx	4284.574	23.298	2084.953	0	54.28	0	120500	0	4955.423	0.074	-0.384	0.174	-4.815	3.443	1.97	1.021	5004.053	0.074	-0.384	0.174	-14.45	10.33	5.909	3.063			
18	190.2432	0	9	595a9_896-065068.xlsx	4857.69	0.273	-0.622	0.459	7.145	5.521	-4.732	-3.671	5289.434	190.497	523.622	197.799	-4.292	2.995	-2392	-2295	5338.063	190.497	523.622	197.799	-12.87	8.985	-7176	-6884			
19	188.8128	0	9	595a9_896-069072.xlsx	4696.658	58.453	1250.617	239.011	46.81	7.582	62310	21070	4946.065	2.429	7.66	0	0.8836	0.4126	7.205	4.128	4994.695	2.429	7.66	0	2.651	1.238	21.62	12.38			
20	187.3824	0	9	595a9_896-073076.xlsx	4837.549	19.413	236.68	52.195	8.036	1.226	2025	717.6	4955.067	0	0.093	0	-156600	0	-15560	-23580	5003.697	0	0.093	0	-469700	0	-46690	-70740			
21	185.952	0	9	595a9_896-077080.xlsx	4735.442	40.361	499.161	148.683	15.45	4.799	8207	4949	4952.835	0	0.011	0	-2697000	0	-32300	-12380	5001.465	0	0.011	0	-8092000	0	-96910	-37130			
22	184.5216	0	9	595a9_896-081084.xlsx	4561.474	102.842	1162.182	0	39.32	5.836	48650	1567	4946.428	1.375	3.11	2.071	-0.9906	0.6869	-3.28	-3.213	4995.058	1.375	3.11	2.071	-2.972	2.061	-9.839	-9.64			
23	183.0912	0	9	595a9_896-085088.xlsx	4213.014	114.693	1541.225	353.156	44.58	10	73140	32500	4970.274	1.514	3.903	3.884	-1.041	0.9917	-4.327	-3.78	5018.904	1.514	3.903	3.884	-3.124	2.975	-12.98	-11.34			
24	181.6608	0	9	595a9_896-089092.xlsx	4852.002	0.836	2.439	1.467	5.155	2.937	13.38	7.797	4957.555	0.549	4.033	1.333	-2.777	0.7549	-11.92	-3.374	5006.185	0.549	4.033	1.333	-8.33	2.265	-35.76	-10.12			
25	180.2304	0	9	595a9_896-093096.xlsx	4854.844	0.623	2.182	1.134	6.066	3.114	14.09	7.672	4952.513	0.398	1.974	0.699	-2.841	1.135	-5.971	-2.257	5001.143	0.398	1.974	0.699	-8.524	3.406	-17.91	-6.772			
26	178.8	0	9	595a9_896-097100.xlsx	4747.831	0	503.358	0	19.36	0	10370	0	4964.169	0	-64.699	18.265	1.394	0.2432	-96.03	-13.5	5012.799	0	-64.699	18.265	4.183	0.7296	-288.1	-40.5			
27	177.3696	0	9	595a9_896-101104.xlsx	4174.154	699.665	2130.952	1070.41	46.95	46.05	106500	157500	4954.11	0.813	2.456	2.095	-1.401	2.75	-3.662	-9.455	5002.74	0.813	2.456	2.095	-4.202	8.251	-10.99	-28.36			
28	175.9392	0	9	595a9_896-105108.xlsx	4816.121	24.239	273.093	63.39	8.231	1.517	2393	965.1	4952.572	0.167	-0.591	0.27	-5.633	2.493	3.546	1.105	5001.202	0.167	-0.591	0.27	-16.9	7.48	10.64	3.315			
29	174.5088	0	9	595a9_896-109112.xlsx	4835.743	64.908	-306.963	376.626	8.031	8.777	-2624	-6076	4955.88	1.249	2.67	1.925	-0.9696	0.8699	-2.755	-3.451	5004.51	1.249	2.67	1.925	-2.909	2.61	-8.266	-10.35			
30	173.0784	0	9	595a9_896-113116.xlsx	4630.132	0	1401.863	249.582	45.71	22.4	68220	46590	4956.766	0.297	0.452	0.548	2.672	2.66	1.285	1.018	5005.396	0.297	0.452	0.548	8.016	7.981	3.856	3.055			
31	171.648	0	9	595a9_896-117120.xlsx	4740.082	102.703	338.474	176.626	11.97	5.416	4311	4160	4954.891	8.175	28.527	11.506	0.5412	0.3935	16.43	13.18	5003.521	8.175	28.527	11.506	1.624	1.18	49.3	39.55			
32	170.2176	0	9	595a9_896-121124.xlsx	4566.323	0	1181.607	0	38.8	0	48800	0	4955.647	0.16	1.007	0.406	4.481	1.349	4.806	1.713	5004.277	0.16	1.007	0.406	13.44	4.048	14.42	5.14			
33	168.7872	0	9	595a9_896-125128.xlsx	4857.739	0.159	0.6	0.31	11.23	5.833	7.17	3.995	4952.159	0.994	3.306	1.541	-1.483	0.6737	-5.218	-2.892	5000.789	0.994	3.306	1.541	-4.449	2.021	-15.66	-8.677			
34	167.3568	0	9	595a9_896-129132.xlsx	4582.884	0	1277.728	0	39.91	5.192	54280	0	4954.716	0.044	-0.245	0	7.03	0	-1.835	-2.107	5003.346	0.044	-0.245	0	21.09	0	-5.504	-6.321			
35	165.9264	0	9	595a9_896-133136.xlsx	3545.537	5.123	1098.921	0	374.3	0	437900	105700	4954.877	0.85	3.539	1.721	1.719	0.6128	6.475	3.066	5003.507	0.85	3.539	1.721	5.156	1.838	19.42	9.198			
36	164.496	0	9	595a9_896-137140.xlsx	4851.478	0.157	0.726	0.22	-14.58	4.837	-11.26	-3.712	6158.271	0	1717.598	788.858	-13.53	1.189	-24740	0	6206.901	0	1717.598	788.858	-40.6	3.568	-74230	0			
37	163.0656	0	9	595a9_896-141144.xlsx	4854.711	0.705	3.869	1.543	6.562	2.352	27.02	9.967	4953.599	0.141	0.647	0.324	-4.515	1.768	-3.111	-1.388	5002.229	0.141	0.647	0.324	-13.54	5.305	-9.332	-4.163			
38	161.6352	0	9	595a9_896-145148.xlsx	4857.805	0.308	1.536	0.729	8.437	3.563	13.79	5.81	4991.416	11.37	85.346	26.521	-1.786	0.2058	-162.3	-41.3	5040.046	11.37	85.346	26.521	-5.359	0.6173	-486.8	-123.9			
39	160.2048	0	9	595a9_896-149152.xlsx	4625.728	126.43	1037.847	153.603	34.44	7.805	38050	12570	4955.021	0.542	2.558	0.926	2.49	0.9204	6.782	2.515	5003.65	0.542	2.558	0.926	7.471	2.761	20.34	7.546			
40	158.7744	0	9	595a9_896-153156.xlsx	4855.481	1.059	2.764	1.511	4.291	2.7	12.62	8.657	4953.392	0.158	0.156	0.171	18.59	61.79	3.087	13.06	5002.021	0.158	0.156	0.171	55.77	185.4	9.26	39.18			
41	157.344	0	9	595a9_896-157160.xlsx	4836.396	0.044	0.204	0	-88.68	0	-19.23	-20.88	5027.342	26.209	264.222	52.159	-2.598	0.3505	-730.7	-234.3	5075.972	26.209	264.222	52.159	-7.794	1.052	-2192	-702.8			
42	155.9136	0	9	595a9_896-161164.xlsx	4857.531	0.002	-0.149	0.036	1067	2287	-169.7	-323.2	5112.223	0	407.13	0	-2.937	0	-1273	0	5160.853	0	407.13	0	-8.811	0	-3818	0			
43	154.4832	0	9	595a9_896-165168.xlsx	4876.508	0.905	2.506	1.073	-3.77	2.569	-10.06	-6.706	5860.634	191.342	1854.49	0	-13.55	1.472	-26760	0	5909.264	191.342	1854.49	0	-40.66	4.417	-80270	0			
44	153.0528	0	9	595a9_896-169172.xlsx	4857.593	0.3	1.86	0.708	10.48	3.507	20.75	7.164	4957.021	0.025	-0.153	0.034	-92.5	108.6	15.1	14.67	5005.65	0.025	-0.153	0.034	-277.5	325.7	45.31	44.02			
45	151.6224	0	9	595a9_896-173176.xlsx	4852.863	0.802	4.364	1.669	5.845	2.098	27.15	9.958	4957.829	0.478	2.37	0.89	-2.607	0.8975	-6.578	-2.375	5006.458	0.478	2.37	0.89	-7.821	2.692	-19.73	-7.126			
46	150.192	0	9	595a9_896-177180.xlsx	4857.309	0.519	1.856	0.773	6.54	3.271	12.92	6.412	4954.361	1.377	2.38	1.86	-1.588	0.9116	-4.023	-2.759	5002.991	1.377	2.38	1.86	-4.764	2.735	-12.07	-8.277			
47	148.7616	0	9	595a9_896-181184.xlsx	4853.074	0.397	1.338	0.81	8.207	3.902	11.69	6.557	4954.226	0.112	0.518	0.306	-4.506	2.749	-2.486	-1.102	5002.855	0.112	0.518	0.306	-13.52	8.248	-7.458	-3.306			
48	147.3312	0	9	595a9_896-185188.xlsx	4858.498	0.337	1.131	0.517	6.265	3.396	7.54	4.335	5168.778	168.527	381.224	182.274	-3.274	2.259	-1329	-1514	5217.408	168.527	381.224	182.274	-9.822	6.776	-3986	-4542			
49	145.9008	0	9	595a9_896-189192.xlsx	4857.979	0.545	2.465	1.113	7.966	3.094	20.9	8.289	4958.544	0.634	3.322	1.55	-2.169	0.8129	-7.669	-3.129	5007.174	0.634	3.322	1.55	-6.507	2.439	-23.01	-9.388			
50	144.4704	0	9	595a9_896-193196.xlsx	4392.838	133.893	1456.021	233.519	39.07	8.744	60550	22680	4946.445	0.415	1.137	0.692	-1.803	1.386	-2.182	-1.59	4995.075	0.415	1.137	0.692	-5.41	4.158	-6.546	-4.77			
51	143.04	0	9	595a9_896-197200.xlsx	3862.744	0	1731.997	24.625	58.88	0	108500	0	4951.873	0.035	0.337	0.147	10.01	8.158	3.584	1.553	5000.502	0.035	0.337	0.147	30.02	24.47	10.75	4.658			
52	141.6096	0	9	595a9_896-201204.xlsx	4857.047	0.256	-0.853	0.519	13.96	6.126	-12.68	-5.115	5183.659	389.272	-497.196	565.382	-2.947	3.513	1560	3611	5232.289	389.272	-497.196	565.382	-8.842	10.54	4679	10830			
53	140.1792	0	9	595a9_896-205208.xlsx	4859.35	0.679	1.421	1.892	6.343	6.094	9.592	7.942	4956.86	0.374	2.003	0.816	-3.354	1.4	-7.151	-2.495	5005.49	0.374	2.003	0.816	-10.06	4.2	-21.45	-7.486			
54	138.7488	0	9	595a9_896-209212.xlsx	4858.085	0.145	0.762	0.308	16.92	5.721	13.72	4.739	4957.58	0.2	1.058	0.469	-4.048	1.527	-4.558	-1.733	5006.209	0.2	1.058	0.469	-12.14	4.58	-13.67	-5.198			
55	137.3184	0	9	595a9_896-213216.xlsx	4519.034	20.824	2663.348	244.239	120.2	0	340700	29630	4947.505	7.446	-38.437	8.716	0.7207	0.2146	-29.49	-10.01	4996.135	7.446	-38.437	8.716	2.162	0.6439	-88.46	-30.03			
56	135.888	0	9	595a9_896-217220.xlsx	4860.235	0.892	0.21	1.661	-0.856	6.632	-0.1914	-0.8005	5075.321	219.384	-160.802	220.383	-2.875	5.034	492.2	1526	5123.951	219.384	-160.802	220.383	-8.626	15.1	1476	4578			
57	134.4576	0	9	595a9_896-221224.xlsx	4857.918	0.535	2.383	1.264	7.716	3.61	19.57	9.141	4947.785	0.392	1.452	0.796	-3.269	1.374	-5.053	-2.382	4996.415	0.392	1.452	0.796	-9.808	4.121	-15.16	-7.147			
58	133.0272	0	9	595a9_896-225228.xlsx	4823.449	0	651.485	54.14	34.16	0	23690	0	4948.252	3.033	4.225	1.277	-0.5377	0.2943	-2.418	-1.138	4996.882	3.033	4.225	1.277	-1.613	0.8829	-7.254	-3.413			
59	131.5968	0	9	595a9_896-229232.xlsx	4724.808	0	761.704	0	27.9	0	22620	0	4945.33	3.82	-10.187	6.054	0.6489	0	-7.037	-3.363	4993.96	3.82	-10.187	6.054	1.947	0	-21.11	-10.09			
60	130.1664	0	9	595a9_896-233236.xlsx	4638.185	0	598.449	0	20.54	0	13090	0	4949.011	0.102	-0.349	0.204	-6.399	6.163	2.377	1.307	4997.641	0.102	-0.349	0.204	-19.2	18.49	7.13	3.922			
61	128.736	0	9	595a9_896-237240.xlsx	4858.331	0.419	-1.22	1.029	6.842	4.647	-8.885	-6.318	5036.218	87.173	-455.286	454.168	-3.856	3.939	1869	3764	5084.848	87.173	-455.286	454.168	-11.57	11.82	5606	11290			
62	127.3056	0	9	595a9_896-241244.xlsx	4857.728	0.109	-0.594	0.194	18.9	5.89	-11.95	-4.318	4954.762	0.433	1.406	0.637	2.297	1.459	3.437	1.947	5003.392	0.433	1.406	0.637	6.891	4.378	10.31	5.84			
63	125.8752	0	9	595a9_896-245248.xlsx	4858.35	0.219	1.97	0.788	15.85	4.364	33.24	9.498	4954.729	0.092	-0.66	0.211	7.002	2.052	-4.918	-1.404	5003.359	0.092	-0.66	0.211	21.01	6.156	-14.75	-4.213			
64	124.4448	0	9	595a9_896-249252.xlsx	4857.892	0.307	2.071	0.808	13.88	4.119	30.59	9.375	4954.623	0.145	0.219	0.485	26.46	267.7	6.169	48.77	5003.252	0.145	0.219	0.485	79.39	803	18.51	146.3			
65	123.0144	0	9	595a9_896-253256.xlsx	4857.545	0.027	-0.28	0.032	246.7	69.19	-73.46	-12.63	4954.508	0.097	0.833	0.158	7.791	1.624	6.91	1.514	5003.138	0.097	0.833	0.158	23.37	4.873	20.73	4.543			
66	121.584	0	9	595a9_896-257260.xlsx	4857.623	0.053	0.988	0.159	45.97	5.844	48.33	6.162	4954.625	0.057	1.008	0.135	14.48	1.71	15.54	1.854	5003.254	0.057	1.008	0.135	43.43	5.129	46.61	5.563			
67	120.1536	0	9	595a9_896-261264.xlsx	4857.682	0.059	-0.852	0.115	46.31	5.58	-42	-5.111	4954.593	0.049	0.826	0.117	15.47	1.839	13.61	1.638	5003.223	0.049	0.826	0.117	46.42	5.517	40.83	4.914			
68	118.7232	0	9	595a9_896-265268.xlsx	4857.712	0.059	1.026	0.181	52.82	6.34	57.68	6.997	4954.567	0.049	0.773	0.111	15.59	1.952	12.83	1.598	5003.197	0.049	0.773	0.111	46.77	5.857	38.49	4.793			
69	117.2928	0	9	595a9_896-269272.xlsx	4857.743	0.031	1.001	0.089	72.52	5.417	77.26	5.807	4954.558	0.069	1.172	0.138	13.41	1.503	16.74	1.886	5003.188	0.069	1.172	0.138	40.24	4.509	50.22	5.657			
70	115.8624	0	9	595a9_896-273276.xlsx	4857.8	0.026	0.901	0.063	117	6.507	112.3	6.266	4954.6	0.039	0.748	0.101	20.57	2.277	16.39	1.777	5003.23	0.039	0.748	0.101	61.72	6.83	49.16	5.331			
71	114.432	0	9	595a9_896-277280.xlsx	4857.766	0.021	0.83	0.051	114.4	6.01	101.1	5.369	4954.623	0.043	0.95	0.107	19.78	1.82	19.99	1.857	5003.253	0.043	0.95	0.107	59.34	5.459	59.98	5.571			
72	113.0016	0	9	595a9_896-281284.xlsx	4857.756	0.032	0.95	0.064	87.86	5.347	88.82	5.441	4954.58	0.046	0.837	0.131	17.05	2.004	15.18	1.803	5003.21	0.046	0.837	0.131	51.14	6.011	45.54	5.41			
73	111.5712	0	9	595a9_896-285288.xlsx	4857.696	0.054	1.111	0.121	59.35	5.235	70.18	6.247	4954.473	0.045	1.078	0.094	20.25	1.595	23.24	1.843	5003.103	0.045	1.078	0.094	60.76	4.785	69.73	5.529			
74	110.1408	0	9	595a9_896-289292.xlsx	4857.652	0.038	1.105	0.102	69.08	5.284	81.25	6.239	4954.464	0.03	1.099	0.067	28.97	1.601	33.89	1.88	5003.094	0.03	1.099	0.067	86.92	4.804	101.7	5.64			
75	108.7104	0	9	595a9_896-293296.xlsx	4857.655	0.045	1.029	0.11	60	5.41	65.69	5.938	4954.502	0.045	1.136	0.105	19.81	1.601	23.96	1.95	5003.132	0.045	1.136	0.105	59.43	4.804	71.87	5.85			
76	107.28	0	9	595a9_896-297300.xlsx	4857.73	0.144	1.433	0.337	24.12	4.667	36.8	7.174	4954.483	0.086	0.864	0.203	9.385	1.822	8.631	1.753	5003.113	0.086	0.864	0.203	28.16	5.466	25.89	5.26			
77	105.8496	0	9	595a9_896-301304.xlsx	4858.054	0.107	1.184	0.455	24.79	6.149	31.23	7.797	4954.775	0.122	0.946	0.275	7.241	1.691	7.294	1.778	5003.405	0.122	0.946	0.275	21.72	5.072	21.88	5.333			
78	104.4192	0	9	595a9_896-305308.xlsx	4857.939	0.063	0.762	0.202	42.12	7.732	34.16	6.143	4954.79	0.107	0.989	0.213	8.21	1.71	8.64	1.787	5003.42	0.107	0.989	0.213	24.63	5.13	25.92	5.36			
79	102.9888	0	9	595a9_896-309312.xlsx	4857.793	0.092	1.216	0.232	29.76	4.758	38.53	6.18	4954.511	0.111	1.024	0.212	7.408	1.563	8.073	1.66	5003.141	0.111	1.024	0.212	22.22	4.689	24.22	4.98			
80	101.5584	0	9	595a9_896-313316.xlsx	4857.567	0.234	1.938	0.796	17.06	4.776	35.19	9.806	4954.41	0.119	-0.696	0.219	7.055	2.034	-5.225	-1.515	5003.04	0.119	-0.696	0.219	21.16	6.102	-15.67	-4.544			
81	100.128	0	9	595a9_896-317320.xlsx	4857.758	0.111	0.659	0.134	23.4	5.752	16.42	4.19	4954.573	0.231	-0.509	0.475	4.405	3.157	-2.389	-1.349	5003.203	0.231	-0.509	0.475	13.21	9.472	-7.166	-4.046			
82	98.6976	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
83	97.2672	0	9	595a9_896-321324.xlsx	4413.257	0	-868.597	253.162	21	0	-19410	-4811	4954.764	0.302	2.153	0.956	4.026	1.178	9.226	2.611	5003.394	0.302	2.153	0.956	12.08	3.533	27.68	7.833			
84	95.8368	0	9	595a9_896-329332.xlsx	4856.064	0.773	4.229	1.364	7.017	2.33	31.59	11.05	4956.463	0.478	1.662	0.548	-2.492	1.087	-4.408	-2.006	5005.093	0.478	1.662	0.548	-7.475	3.26	-13.22	-6.019			
85	94.4064	0	9	595a9_896-333336.xlsx	4855.598	0.643	3.892	1.396	7.632	2.463	31.62	10.74	5040.879	142.389	156.265	180.758	-1.752	1.471	-291.4	-576	5089.509	142.389	156.265	180.758	-5.256	4.414	-874.3	-1728			
86	92.976	0	9	595a9_896-337340.xlsx	4848.367	14.895	201.447	50.364	6.715	1.059	1440	549.5	4957.184	0.191	0.557	0.328	-3.485	1.843	-2.066	-1.229	5005.814	0.191	0.557	0.328	-10.46	5.528	-6.199	-3.688			
87	91.5456	0	9	595a9_896-341344.xlsx	4857.892	0.009	-0.174	0	307.1	0	-56.8	-236.2	5370.817	0	-567.692	0	-7.377	0	4458	0	5419.447	0	-567.692	0	-22.13	0	13370	0			
88	90.1152	0	9	595a9_896-345348.xlsx	4858.299	0.364	1.602	0.546	8.549	3.53	14.58	6.001	5199.499	0	1609.308	0	-14.48	5.824	-24800	-8837	5248.129	0	1609.308	0	-43.44	17.47	-74410	-26510			
89	88.6848	0	9	595a9_896-349352.xlsx	4845.765	18.124	428.232	64.508	16.79	2.045	7656	1922	4958.232	0.262	-0.686	0.568	-2.43	1.745	1.775	1.34	5006.862	0.262	-0.686	0.568	-7.291	5.236	5.325	4.021			
90	87.2544	0	9	595a9_896-353356.xlsx	4858.085	0.093	0.801	0.319	25.33	6.949	21.58	6.273	4954.739	0.236	0.641	0.449	3.799	2.452	2.594	1.418	5003.369	0.236	0.641	0.449	11.4	7.356	7.781	4.254			
91	85.824	0	9	595a9_896-357360.xlsx	4858.068	0.107	0.75	0.192	22.31	5.934	17.81	4.803	4954.56	0.337	1.133	0.442	3.17	1.649	3.823	1.831	5003.19	0.337	1.133	0.442	9.511	4.946	11.47	5.492			
92	84.3936	0	9	595a9_896-361364.xlsx	4857.948	0.331	0.95	0.524	8.026	4.801	8.12	5.169	5020.194	93.915	952.391	0	-9.813	0	-9948	0	5068.824	93.915	952.391	0	-29.44	0	-29840	0			
93	82.9632	0	9	595a9_896-365368.xlsx	4857.545	0	3.079	0	4.609	0.6042	15.11	15.5	4952.099	0.372	1.571	0.817	-2.757	1.268	-4.61	-2.156	5000.729	0.372	1.571	0.817	-8.27	3.805	-13.83	-6.469			
94	81.5328	0	9	595a9_896-369372.xlsx	4854.793	0	-0.366	0	14.2	0	-5.528	-8.753	4952.091	0.686	2.162	0	-1.082	0	-2.489	-8.454	5000.721	0.686	2.162	0	-3.245	0	-7.468	-25.36			
95	80.1024	0	9	595a9_896-373376.xlsx	4857.139	0.117	0.457	0.703	13.75	21.63	6.688	3.432	4952.065	0.641	3.325	1.065	-2.361	0.7553	-8.356	-3.169	5000.695	0.641	3.325	1.065	-7.084	2.266	-25.07	-9.506			
96	78.672	0	9	595a9_896-377380.xlsx	4855.26	1.066	4.128	1.445	4.597	2.004	20.2	9.429	5099.129	66.213	338.886	101.91	-2.522	0.6585	-909.8	-485.5	5147.759	66.213	338.886	101.91	-7.567	1.975	-2730	-1457			
97	77.2416	0	9	595a9_896-381384.xlsx	4743.688	0	304.129	34.012	9.01	0.8185	2917	250.6	4954.352	0	2.187	0	-1.646	0	-3.832	-17.01	5002.982	0	2.187	0	-4.937	0	-11.49	-51.04			
98	75.8112	0	9	595a9_896-385388.xlsx	4857.52	0	0.077	0	1015000000	0	82950000	16760000	5182.509	139.966	-615.238	259.28	-4.289	1.65	2809	2245	5231.139	139.966	-615.238	259.28	-12.87	4.949	8427	6736			
99	74.3808	0	9	595a9_896-389392.xlsx	4848.708	1.253	6.602	2.839	4.154	1.74	29.19	12.33	5198.656	0	325.396	0	-3.502	0	-1213	0	5247.286	0	325.396	0	-10.5	0	-3639	0			
100	72.9504	0	9	595a9_896-393396.xlsx	4857.09	0.07	0.369	0.413	26.06	45.1	10.24	6.996	4953.033	0.058	-0.438	0.182	-7.587	4.142	3.536	1.153	5001.663	0.058	-0.438	0.182	-22.76	12.43	10.61	3.46			
101	71.52	0	9	595a9_896-397400.xlsx	4861.111	0.005	0.247	0	-63.03	0	-16.54	-68.93	5011.264	28.064	187.061	54.389	-1.338	0.2335	-266.3	-112	5059.894	28.064	187.061	54.389	-4.013	0.7004	-799	-336			
102	70.0896	0	9	595a9_896-401404.xlsx	4853.299	0.491	2.375	0.755	9.118	3.119	23.05	8.016	4955.535	0	0.361	0	-6.659	0	-2.558	-9.258	5004.165	0	0.361	0	-19.98	0	-7.674	-27.78			
103	68.6592	0	9	595a9_896-405408.xlsx	4857.683	0	2.255	0	4.384	2.251	10.53	10.85	4948.561	0.28	0.88	0.662	-4.029	2.11	-3.772	-1.95	4997.191	0.28	0.88	0.662	-12.09	6.331	-11.32	-5.85			
104	67.2288	0	9	595a9_896-409412.xlsx	4855.769	1.096	5.673	2.415	5.864	2.21	35.41	13.42	4956.452	1.875	4.575	5.491	-1.49	1.46	-7.258	-3.969	5005.082	1.875	4.575	5.491	-4.471	4.379	-21.77	-11.91			
105	65.7984	0	9	595a9_896-413416.xlsx	4842.946	2.455	-10.755	3.558	-3.953	1.502	45.26	18.54	5145.553	121.531	1049.475	0	-7.442	0	-8313	0	5194.183	121.531	1049.475	0	-22.32	0	-24940	0			
106	64.368	0	9	595a9_896-417420.xlsx	4744.708	0	-379.38	0	-51.08	5.223	20630	0	5581.596	0	1750.265	0	-62.67	0	-116800	0	5630.226	0	1750.265	0	-188	0	-350300	0			
107	62.9376	0	9	595a9_896-421424.xlsx	4853.567	1.669	6.981	5.326	4.334	2.151	32.21	18.87	5423.52	385.804	1186.131	583.287	-6.634	2.928	-8377	-7734	5472.15	385.804	1186.131	583.287	-19.9	8.784	-25130	-23200			
108	61.5072	0	9	595a9_896-425428.xlsx	4859.946	0.094	0.481	0.41	-13.05	10.24	-6.677	-3.503	5254.833	0	1903.72	597.384	-15.23	3.902	-30860	-24320	5303.463	0	1903.72	597.384	-45.69	11.7	-92590	-72970			
109	60.0768	0	9	595a9_896-429432.xlsx	4586.657	0	989.013	0	22.85	0	24050	0	4959.685	0.166	0.851	0.305	4.503	1.626	4.082	1.466	5008.315	0.166	0.851	0.305	13.51	4.878	12.24	4.397			
110	58.6464	0	9	595a9_896-433436.xlsx	4866.993	0.926	2.483	1.731	4.409	3.091	11.65	8.309	5233.509	235.529	1095.893	0	-6.805	0	-7938	0	5282.139	235.529	1095.893	0	-20.41	0	-23810	0			
111	57.216	0	9	595a9_896-437440.xlsx	4856.886	0.185	0.57	0.312	13.55	6.648	8.222	4.536	5058.942	146.763	-259.028	187.259	-1.305	0.8659	359.8	490.7	5107.572	146.763	-259.028	187.259	-3.915	2.598	1079	1472			
112	55.7856	0	9	595a9_896-441444.xlsx	4855.196	0.449	1.487	1.086	9.51	5.339	15.05	8.065	4956.386	2.213	2.728	2.163	-0.7014	0.5477	-2.037	-2.408	5005.016	2.213	2.728	2.163	-2.104	1.643	-6.111	-7.223			
113	54.3552	0	9	595a9_896-445448.xlsx	4858.154	0.202	0.562	0.32	11.12	6.226	6.657	4.098	6454.331	0	604.516	0	-11730000	0	-7549000000	-538200000	6502.96	0	604.516	0	-35190000	0	-22650000000	-1614000000			
114	52.9248	0	9	595a9_896-449452.xlsx	4857.238	0.459	1.479	0.742	6.711	3.797	10.57	6.42	4960.755	0.784	3.003	1.195	-1.996	0.8662	-6.379	-3.061	5009.385	0.784	3.003	1.195	-5.987	2.599	-19.14	-9.182			
115	51.4944	0	9	595a9_896-453456.xlsx	4857.089	0.521	1.523	0.987	-10.45	5.114	-16.94	-7.811	5285.961	392.196	1578.112	511.578	-12.57	17.31	-21120	-36770	5334.591	392.196	1578.112	511.578	-37.72	51.92	-63360	-110300			
116	50.064	0	9	595a9_896-457460.xlsx	4855.953	0	3.01	0	6.324	0	20.27	35.19	4957.603	0.273	0.856	0.483	-3.205	1.879	-2.919	-1.684	5006.232	0.273	0.856	0.483	-9.616	5.638	-8.757	-5.051			
117	48.6336	0	9	595a9_896-461464.xlsx	4856.7	2.809	3.366	3.179	-2.295	2.666	-8.224	-9.767	4952.966	1.952	4.059	3.154	-0.8691	0.9438	-3.755	-3.708	5001.596	1.952	4.059	3.154	-2.607	2.831	-11.27	-11.12			
118	47.2032	0	9	595a9_896-465468.xlsx	4851.294	4.162	-3.72	0	-0.5119	0	2.027	5.814	4938.473	1.594	-16.683	0	-0.6875	1.425	12.21	28.98	4987.103	1.594	-16.683	0	-2.063	4.275	36.63	86.95			
119	45.7728	0	9	595a9_896-469472.xlsx	4856.908	0.743	3.138	1.483	-6.14	2.767	-20.51	-9.224	5093.362	0	593.904	0	-3.759	0	-2377	0	5141.992	0	593.904	0	-11.28	0	-7130	0			
