RA	DE	Halpha	RVHalpha	SigmHalpha	[NII]6548	RV[NII]6548	Sigm[NII]6548	[NII]6584	RV[NII]6584	Sigm[NII]6584	[SII]6717	RV[SII]6717	Sigm[SII]6717	[SII]6731	RV[SII]6731	Sigm[SII]6731
163.602	15	3.71E+01	-226.62 	18.75959958	3.60E+00	-212.07 	264.5612767	1.08E+01	-188.1726483	263.1516458	3.02E+00	-235.11 	 98.24 	3.46E+00	-261.3103052	98.0130697
162.261	15	4.58E+01	-223.10 	13.35697979	3.94E+00	-308.26 	130.281164	1.18E+01	-283.8528841	129.5823389	6.54E+00	-212.35 	 106.17 	3.02E+00	-238.5954158	105.9305985
160.92	15	5.90E+01	-228.54 	13.09011742	3.52E+00	-205.07 	265.5735904	1.06E+01	-181.2049777	264.1585888	1.55E+01	-181.54 	 22.41 	-4.55E+00	-207.8635068	22.33679579
159.579	15	4.47E+01	-229.36 	9.487781377	4.18E+00	-266.28 	74.07535827	1.25E+01	-242.0924004	73.67069254	6.78E+00	-196.94 	 51.77 	1.38E+00	-223.2294613	51.64244829
158.238	15	4.19E+01	-229.86 	0	2.45E+00	-116.79 	288.9714975	7.36E+00	-93.4032192	287.4323402	4.56E+00	-181.05 	 109.46 	3.79E+00	-207.3735778	109.2163833
156.897	15	5.17E+01	-227.21 	10.65182293	3.51E+00	-134.88 	295.7059973	1.05E+01	-111.39165	294.1310978	9.57E+00	-233.73 	 46.47 	-1.08E-01	-259.9295962	46.35651186
155.556	15	4.66E+01	-237.58 	11.95729055	5.44E+00	-255.93 	53.74988026	1.63E+01	-231.8002856	53.44918413	1.98E+01	-179.63 	 9.26 	4.90E+00	-205.9928688	9.186758253
154.215	15	5.53E+01	-234.93 	0	4.07E+00	-258.36 	127.9956526	1.22E+01	-234.2139231	127.308869	3.34E+00	-180.79 	 50.42 	5.87E+00	-207.1063438	50.30079745
152.874	15	4.50E+01	-231.60 	16.0463785	4.87E+00	-244.76 	52.47252556	1.46E+01	-220.6884448	52.1782574	-9.49E+00	 44.37 	 99.62 	-2.55E+00	17.54836547	99.39100397
151.533	15	5.28E+01	-228.72 	18.30693688	4.64E+00	-250.76 	45.21310025	1.39E+01	-226.6542282	44.9549732	4.28E+00	-172.08 	 100.21 	8.10E+00	-198.421239	99.98414758
150.192	15	1.07E+02	-224.52 	10.23921926	5.57E+00	-245.40 	64.12020656	1.67E+01	-221.3260094	63.76678827	2.57E+01	-185.79 	0	2.20E+01	-212.0947116	0
148.851	15	1.63E+02	-223.74 	12.11408011	4.86E+00	-300.02 	122.4463289	1.46E+01	-275.6556245	121.7887656	1.18E+01	-159.54 	 52.04 	1.55E+00	-185.9057804	51.91832351
147.51	15	2.00E+02	-222.28 	5.084891016	1.08E+01	-229.97 	24.02257361	3.24E+01	-205.9789178	23.86144411	3.32E+00	-171.14 	 65.23 	1.11E+01	-197.4859201	65.07209771
146.169	15	2.05E+02	-225.30 	7.960488049	9.66E+00	-231.44 	29.22904346	2.90E+01	-207.4362084	29.0461897	2.03E+01	-187.84 	 5.26 	1.52E+01	-214.1435056	5.150027809
144.828	15	1.09E+02	-226.90 	11.83093567	1.10E+01	-235.42 	22.7046642	3.29E+01	-211.3982172	22.54859951	1.42E+01	-181.32 	 25.88 	1.00E+01	-207.6408118	25.79980384
143.487	15	1.01E+02	-229.77 	13.59167583	8.41E+00	-235.47 	28.38358406	2.52E+01	-211.4437576	28.20440689	1.52E+01	-192.26 	0	7.36E+00	-218.5528664	0
142.146	15	9.71E+01	-229.86 	16.60450022	5.94E+00	-245.22 	62.81296943	1.78E+01	-221.1438481	62.46624099	1.73E+01	-196.14 	0	6.06E+00	-222.4277593	0
140.805	15	9.73E+01	-230.00 	19.79953143	1.02E+01	-229.74 	24.67582324	3.07E+01	-205.7512162	24.51210621	1.64E+01	-195.52 	0	6.69E+00	-221.8042133	0
139.464	15	1.05E+02	-230.73 	17.18011948	8.42E+00	-227.77 	14.48453115	2.53E+01	-203.7929819	14.35204556	1.41E+01	-187.88 	0	1.51E+01	-214.1880446	0
138.123	15	1.24E+02	-232.83 	15.36961167	1.13E+01	-232.95 	10.90635195	3.38E+01	-208.9390393	10.77458101	2.07E+01	-184.62 	 14.50 	1.12E+01	-210.9366977	14.43578893
136.782	15	1.45E+02	-234.25 	15.58773167	1.27E+01	-232.86 	24.13169712	3.80E+01	-208.8479587	23.97013872	2.34E+01	-192.57 	0	1.58E+01	-218.8646394	0
135.441	15	1.56E+02	-237.63 	17.25794354	4.83E+00	-145.96 	236.2906236	1.45E+01	-122.4124101	235.0309372	2.82E+01	-189.27 	0	1.97E+01	-215.5687535	0
134.1	15	1.94E+02	-237.54 	15.64202711	4.50E+00	-128.01 	246.7275278	1.35E+01	-104.5606003	245.4124949	2.46E+01	-202.57 	 5.70 	2.71E+00	-228.8413751	5.601155874
132.759	15	2.33E+02	-240.28 	15.23250386	9.34E+00	-235.65 	20.49009306	2.80E+01	-211.6259189	20.34197498	1.21E+01	-190.38 	 7.42 	1.50E+01	-216.6822285	7.332501083
131.418	15	2.87E+02	-240.83 	17.77293421	1.02E+01	-253.05 	48.71048753	3.07E+01	-228.9312447	48.43504011	1.83E+01	-177.97 	0	1.58E+00	-204.3003869	0
130.077	15	2.92E+02	-237.36 	18.43312779	1.58E+01	-232.40 	17.85708033	4.74E+01	-208.3925554	17.71717079	2.31E+01	-187.48 	0	1.45E+01	-213.7871936	0
128.736	15	2.67E+02	-232.42 	18.07888551	1.48E+01	-228.64 	17.12071403	4.44E+01	-204.6582482	16.98278022	4.37E+01	-185.83 	0	1.84E+01	-212.1392506	0
127.395	15	2.16E+02	-227.76 	19.79953143	1.31E+01	-230.66 	32.07803114	3.94E+01	-206.6620228	31.88247014	2.56E+01	-179.49 	 19.32 	1.90E+01	-205.8147128	19.24913416
126.054	15	1.95E+02	-227.85 	23.18254279	1.27E+01	-224.07 	24.45846576	3.80E+01	-200.1042151	24.29561495	2.44E+01	-173.24 	 18.64 	1.09E+01	-199.579253	18.57136144
124.713	15	1.68E+02	-232.92 	18.43312779	6.78E+00	-250.57 	57.99081563	2.03E+01	-226.4720668	57.66866321	1.87E+01	-187.53 	 8.97 	1.42E+01	-213.8317326	8.892192369
123.372	15	1.58E+02	-234.93 	19.00919396	3.74E+00	-140.14 	244.2547083	1.12E+01	-116.6287881	242.9527898	1.61E+02	-186.41 	0	2.11E+01	-212.7182576	0
122.031	15	2.01E+02	-235.44 	11.7674414	8.76E+00	-252.27 	23.62886924	2.63E+01	-228.1570591	23.46927551	3.15E+01	-184.18 	0	4.32E+00	-210.4913077	0
120.69	15	1.70E+02	-239.37 	12.85024638	9.73E+00	-246.77 	42.32498044	2.92E+01	-222.6922194	42.08099758	2.67E+01	-199.94 	 7.92 	6.89E+00	-226.2135742	7.838107336
119.349	15	1.35E+02	-251.97 	25.67775024	7.04E+00	-258.59 	53.72993342	2.11E+01	-234.4416248	53.4293378	-2.63E+00	-88.47 	 27.86 	-8.59E+00	-114.9996945	27.77605419
118.008	15	2.34E+02	-257.64 	21.70355294	7.61E+00	-266.46 	53.82966396	2.28E+01	-242.2745617	53.52856577	9.53E+00	-220.69 	 42.55 	8.25E+00	-246.9242086	42.43981153
116.667	15	3.62E+02	-258.28 	16.7623696	1.09E+01	-258.27 	35.65666841	3.28E+01	-234.1228425	35.44459265	1.33E+01	-188.78 	 2.62 	1.39E+01	-215.0788245	2.417015057
115.326	15	6.34E+02	-258.41 	10.9543268	1.38E+01	-257.99 	38.97315715	4.14E+01	-233.8496005	38.7453642	2.22E+01	-211.27 	 18.37 	1.03E+01	-237.5264799	18.30242113
113.985	15	6.46E+02	-259.51 	9.302553662	1.21E+01	-256.16 	32.43172222	3.62E+01	-232.0279872	32.23455372	1.99E+01	-200.52 	 23.36 	7.82E+00	-226.7925812	23.28955806
112.644	15	5.77E+02	-257.73 	10.48125016	1.22E+01	-256.76 	23.29971762	3.64E+01	-232.6200115	23.14139337	3.17E+01	-219.49 	 8.16 	1.31E+01	-245.7216556	8.081445184
111.303	15	5.33E+02	-254.62 	12.51606146	9.47E+00	-245.03 	43.21513097	2.84E+01	-220.9616868	42.96680598	2.21E+01	-226.99 	0	6.24E+00	-253.2042074	0
109.962	15	6.87E+02	-252.61 	13.03039028	1.03E+01	-244.99 	44.80998342	3.10E+01	-220.9161464	44.55383997	2.20E+01	-185.52 	0	1.46E+01	-211.8274776	0
108.621	15	8.39E+02	-253.53 	14.05445491	1.64E+01	-248.74 	29.12356706	4.91E+01	-224.6504536	28.94117458	2.84E+01	-195.61 	 17.05 	1.93E+01	-221.8932913	16.98268005
107.28	15	7.29E+02	-247.50 	26.17324714	1.37E+01	-241.56 	29.25013188	4.12E+01	-217.5006216	29.06718581	2.55E+01	-198.82 	 15.52 	2.21E+01	-225.1000992	15.45760074
105.939	15	6.25E+02	-241.01 	31.66375929	1.61E+01	-233.09 	32.55643847	4.82E+01	-209.0756603	32.35870172	4.33E+01	-189.36 	0	3.15E+01	-215.6578315	0
104.598	15	7.99E+02	-226.44 	28.17689445	2.29E+01	-223.84 	24.76265964	6.87E+01	-199.8765134	24.59859512	3.59E+01	-176.59 	 16.36 	2.46E+01	-202.9196779	16.29299107
103.257	15	1.95E+03	-222.88 	15.69623067	4.36E+01	-223.42 	13.78934072	1.31E+02	-199.4666505	13.65774283	6.08E+01	-174.71 	 12.89 	3.16E+01	-201.04904	12.82621777
101.916	15	2.94E+03	-227.44 	14.28275222	6.88E+01	-229.70 	13.99686941	2.07E+02	-205.7056758	13.86503591	8.28E+01	-184.09 	 11.22 	5.68E+01	-210.4022297	11.15239863
100.575	15	6.49E+03	-236.99 	10.68571644	1.60E+02	-236.84 	11.70978816	4.80E+02	-212.8099675	11.57883928	1.43E+02	-190.07 	 11.22 	9.63E+01	-216.3704555	11.15239863
99.234	15	5.79E+03	-237.72 	8.768823872	2.48E+02	-236.11 	9.443434561	7.44E+02	-212.0813222	9.307913639	2.18E+02	-189.80 	 2.27 	1.49E+02	-216.1477605	2.027342948
97.893	15	5.93E+03	-239.64 	7.618696675	4.96E+02	-239.77 	8.3845026	1.49E+03	-215.7245487	8.243718491	4.94E+02	-192.44 	0	3.35E+02	-218.7310224	0
96.552	15	2.84E+03	-242.34 	9.302553662	2.31E+02	-242.61 	8.245878954	6.93E+02	-218.5480492	8.104195163	2.58E+02	-195.16 	0	1.73E+02	-221.4479014	0
95.211	15	1.47E+03	-243.43 	11.92577999	1.08E+02	-242.24 	11.31192748	3.23E+02	-218.1837266	11.18066282	1.22E+02	-193.46 	 6.42 	9.48E+01	-219.7554194	6.322259031
93.87	15	8.86E+02	-248.73 	20.19025931	5.13E+01	-241.23 	17.52579123	1.54E+02	-217.1818393	17.38679081	8.94E+01	-192.79 	 9.76 	6.17E+01	-219.0873344	9.686396739
92.529	15	7.52E+02	-252.98 	26.2855242	4.18E+01	-248.74 	29.14466693	1.26E+02	-224.6504536	28.96218222	7.73E+01	-195.07 	 19.65 	3.97E+01	-221.3588234	19.58459745
91.188	15	5.86E+02	-245.94 	24.31316496	4.08E+01	-241.14 	23.54119204	1.22E+02	-217.0907586	23.38193779	7.32E+01	-189.53 	 14.75 	5.60E+01	-215.8359875	14.68104333
89.847	15	5.72E+02	-247.09 	19.05895763	4.09E+01	-246.00 	18.39713705	1.23E+02	-221.9180337	18.25567945	7.44E+01	-192.08 	 13.01 	5.00E+01	-218.3747104	12.94277007
88.506	15	7.50E+02	-250.60 	17.67045504	5.19E+01	-250.25 	20.53540916	1.56E+02	-226.1532845	20.38713677	8.82E+01	-197.93 	 14.75 	6.06E+01	-224.2093193	14.68104333
87.165	15	8.52E+02	-234.34 	27.31298629	7.41E+01	-247.87 	14.86471464	2.22E+02	-223.7851873	14.73163184	1.21E+02	-200.61 	 11.03 	9.00E+01	-226.8816592	10.96031595
85.824	15	3.25E+03	-207.80 	0	8.35E+01	-243.02 	7.563683178	2.51E+02	-218.9579122	7.41667998	1.60E+02	-196.99 	 3.31 	1.13E+02	-223.2740003	3.147694356
84.483	15	8.46E+02	-236.90 	7.035230331	8.61E+01	-239.17 	8.453230391	2.58E+02	-215.1325244	8.31287208	1.95E+02	-193.51 	0	1.41E+02	-219.8444974	0
83.142	15	4.45E+02	-234.98 	8.846531926	4.61E+01	-238.58 	10.25122366	1.38E+02	-214.5405001	10.11818499	1.04E+02	-191.54 	0	6.42E+01	-217.8402425	0
81.801	15	2.02E+02	-233.20 	10.8205768	1.94E+01	-233.63 	10.58169601	5.83E+01	-209.6221443	10.44937116	4.89E+01	-191.14 	 6.93 	1.93E+01	-217.4393915	6.842876639
80.46	15	1.31E+02	-232.33 	15.25997463	7.09E+00	-216.28 	105.8796366	2.13E+01	-192.3623588	105.309129	3.60E+01	-185.34 	 5.43 	2.64E+01	-211.6493216	5.323178402
79.119	15	1.21E+02	-225.16 	15.93903483	1.20E+01	-235.24 	23.80401738	3.61E+01	-211.2160559	23.64374272	2.97E+01	-183.60 	 14.20 	1.99E+01	-209.9123007	14.1330397
77.778	15	1.19E+02	-229.13 	12.33151881	1.18E+01	-229.24 	26.63751848	3.53E+01	-205.2502725	26.46576958	3.38E+01	-180.29 	 13.84 	1.82E+01	-206.6164148	13.77071903
76.437	15	1.40E+02	-231.78 	7.531325298	1.53E+01	-230.84 	14.35688317	4.59E+01	-206.8441841	14.22458108	5.16E+01	-192.35 	 12.84 	2.92E+01	-218.6419444	12.76771082
75.096	15	1.02E+02	-233.93 	12.72932566	5.56E+00	-242.56 	58.52738863	1.67E+01	-218.5025089	58.20251023	3.25E+01	-184.54 	 6.07 	2.36E+01	-210.8476197	5.971131924
73.755	15	5.59E+01	-233.24 	16.91956701	3.38E+00	-251.81 	59.89770387	1.02E+01	-227.7016558	59.56585348	-1.28E+01	-103.70 	0	-1.15E+01	-130.1874931	0
72.414	15	6.02E+01	-231.33 	15.61489093	5.87E+00	-249.52 	56.02151512	1.76E+01	-225.4246392	55.7093466	1.79E+01	-190.56 	 15.95 	1.07E+01	-216.8603845	15.87790505
71.073	15	7.33E+01	-238.13 	17.33561367	3.44E+00	-270.12 	191.1964799	1.03E+01	-245.9177882	190.1757462	2.50E+01	-195.92 	 11.06 	1.34E+01	-222.2050643	10.99248142
69.732	15	6.69E+01	-239.09 	11.05393489	4.40E+00	-252.50 	62.15897965	1.32E+01	-228.3847607	61.81559392	1.91E+01	-191.86 	 18.08 	1.52E+01	-218.1520155	18.00719355
68.391	15	4.22E+01	-248.14 	20.36033339	6.43E+00	-260.51 	35.49210696	1.93E+01	-236.3543187	35.28080175	1.44E+01	-214.89 	 38.28 	8.54E+00	-241.1341388	38.17678987
67.05	15	4.51E+01	-249.00 	24.72469286	3.63E+00	-136.07 	263.5100192	1.09E+01	-112.5756986	262.1059654	1.10E+01	-202.97 	 34.25 	1.06E+01	-229.2422261	34.15813687
65.709	15	8.50E+01	-244.57 	19.77501642	7.53E+00	-249.38 	53.86955362	2.26E+01	-225.2880182	53.56825438	4.13E+01	-200.83 	 7.50 	2.06E+01	-227.1043542	7.418679579
64.368	15	5.25E+01	-249.10 	12.17644708	4.56E+00	-258.36 	47.52643569	1.37E+01	-234.2139231	47.25687315	2.34E+01	-197.97 	 11.25 	1.86E+01	-224.2538583	11.18420368
63.027	15	2.15E+01	-250.60 	25.63258261	4.17E+00	-298.33 	23.14576975	1.25E+01	-273.9706322	22.98803455	4.55E+00	-185.38 	 27.40 	1.77E+00	-211.6938606	27.32305616
61.686	15	2.76E+01	-240.01 	8.846531926	4.43E+00	-280.79 	35.28629049	1.33E+01	-256.5286854	35.07594762	1.22E+01	-197.08 	 38.80 	3.91E+00	-223.3630783	38.70521699
60.345	15	2.11E+01	-246.99 	18.45832363	3.57E+00	-271.86 	49.0312856	1.07E+01	-247.6483208	48.75424036	-7.82E+00	-93.34 	 29.70 	6.54E+00	-119.8544454	29.61450307
59.004	15	3.13E+01	-237.95 	7.960488049	5.39E+00	-250.94 	45.23324958	1.62E+01	-226.8363895	44.9750233	1.83E+01	-201.41 	0	2.48E+01	-227.6833612	0
57.663	15	2.04E+01	-254.30 	7.218843713	3.56E+00	-263.49 	70.07086632	1.07E+01	-239.3144402	69.68687249	1.01E+01	-237.88 	 50.40 	6.69E+00	-264.0717231	50.28104575
56.322	15	3.18E+01	-247.59 	14.81737994	4.15E+00	-275.57 	50.25321503	1.25E+01	-251.3370877	49.97007104	-9.44E+01	-120.75 	0	1.76E+01	-147.2013906	0
54.981	15	2.38E+01	-250.24 	0	3.02E+00	-274.66 	54.2883078	9.05E+00	-250.426281	53.98489704	3.07E+00	-196.45 	 12.60 	1.89E+01	-222.7395323	12.53209401
53.64	15	2.94E+01	-260.10 	0	4.23E+00	-303.64 	75.47453155	1.27E+01	-279.2533106	75.06262755	-1.42E+01	-73.47 	0	7.50E+00	-100.07913	0
52.299	15	1.71E+01	-255.35 	0	3.52E+00	-96.33 	265.6125254	1.06E+01	-73.04669117	264.1973172	-1.64E+01	-164.98 	0	-2.27E+02	-191.3395383	0
50.958	15	2.56E+01	-252.80 	10.65182293	3.73E+00	-261.43 	57.75227082	1.12E+01	-237.2651253	57.43132953	1.18E+01	-240.65 	 29.70 	7.97E+00	-266.833141	29.61450307
49.617	15	2.55E+01	-243.98 	13.23875404	5.03E+00	-268.52 	41.51449397	1.51E+01	-244.3238767	41.27445006	1.03E+01	-159.63 	 7.24 	-1.35E+01	-185.9948584	7.157631762
48.276	15	2.30E+01	-253.30 	24.15259658	3.54E+00	-176.27 	280.6600324	1.06E+01	-152.5601094	279.1649827	1.32E+01	-200.03 	 4.25 	1.78E+01	-226.3026522	4.118239406
46.935	15	2.11E+01	-253.07 	11.05393489	4.60E+00	-276.40 	34.21390457	1.38E+01	-252.1568136	34.00855019	-4.33E+00	 22.90 	 122.79 	9.33E-01	-3.874892884	122.5140337
45.594	15	2.25E+05	-254.81 	0	3.56E+00	-244.44 	149.7832184	1.07E+01	-220.3696625	148.9815078	-1.56E+01	-132.13 	0	2.19E+01	-158.5588352	0
44.253	15	2.32E+01	-276.60 	28.2210315	4.39E+00	-254.47 	69.34028172	1.32E+01	-230.342995	68.96005159	1.17E+01	-213.42 	 36.25 	1.01E+01	-239.6643518	36.15526033
42.912	15	2.86E+01	-245.81 	22.43517139	4.61E+00	-296.13 	54.74676352	1.38E+01	-271.7846963	54.44103904	1.24E+01	-211.59 	 11.19 	1.85E+01	-237.8382529	11.1205348
41.571	15	2.77E+01	-248.59 	17.90068137	5.10E+00	-249.34 	63.66476394	1.53E+01	-225.2424779	63.31367762	-8.31E+02	-86.15 	0	-4.14E+01	-112.6836666	0
40.23	15	3.94E+01	-256.31 	19.00919396	4.25E+00	-167.06 	278.1879155	1.27E+01	-143.4065028	276.7059839	4.22E+00	-159.49 	 68.55 	4.41E+00	-185.8612414	68.38885051
38.889	15	4.12E+01	-249.83 	17.18011948	6.68E+00	-276.35 	26.23019033	2.00E+01	-252.1112733	26.06013873	1.12E+01	-222.17 	 54.86 	1.04E+01	-248.3939955	54.72995514
37.548	15	4.34E+01	-252.98 	0	5.44E+00	-265.32 	45.63610802	1.63E+01	-241.1360535	45.37589647	1.43E+01	-244.17 	 52.85 	1.69E+00	-270.3517219	52.72559355
36.207	15	3.32E+01	-249.74 	9.561143363	4.02E+00	-279.05 	40.25569676	1.21E+01	-254.7981528	40.02174101	1.27E+01	-200.07 	 44.65 	8.11E+00	-226.3471912	44.54248819
34.866	15	5.88E+01	-245.17 	9.670434836	7.15E+00	-265.32 	53.70998621	2.15E+01	-241.1360535	53.4094911	2.49E+01	-203.73 	 13.33 	4.25E+00	-229.9993891	13.2602336
33.525	15	1.95E+02	-240.96 	4.362026703	1.90E+01	-245.49 	9.538764648	5.70E+01	-221.4170901	9.403597192	5.03E+01	-200.43 	 0.73 	4.17E+01	-226.7035032	0
32.184	15	2.70E+02	-241.65 	5.206487507	2.58E+01	-246.09 	7.147728924	7.73E+01	-222.0091144	6.99662515	5.47E+01	-203.19 	 2.94 	4.59E+01	-229.4649211	2.753224692
30.843	15	3.53E+02	-240.37 	6.10140151	2.94E+01	-242.97 	10.06831007	8.81E+01	-218.9123719	9.934805732	7.67E+01	-200.25 	 6.07 	4.89E+01	-226.5253472	5.971131924
29.502	15	2.29E+02	-240.51 	5.942642102	1.96E+01	-244.03 	17.9042449	5.87E+01	-219.9597995	17.76420335	5.16E+01	-200.47 	0	4.12E+01	-226.7480422	0
28.161	15	1.13E+02	-244.76 	8.044134955	9.64E+00	-267.33 	31.0766289	2.89E+01	-243.139828	30.88558547	3.93E+01	-201.01 	 5.65 	2.89E+01	-227.2825102	5.546545933
26.82	15	1.82E+02	-241.79 	6.752125299	1.30E+01	-235.83 	28.63762417	3.90E+01	-211.8080802	28.45734736	5.19E+01	-201.14 	 7.11 	3.18E+01	-227.4161272	7.024158199
25.479	15	2.05E+02	-237.31 	8.962145766	2.00E+01	-239.86 	10.93559569	6.01E+01	-215.8156293	10.80386793	3.46E+01	-194.00 	 13.81 	2.47E+01	-220.2898874	13.74263485
24.138	15	1.84E+02	-236.31 	7.035230331	9.83E+00	-265.04 	48.34943893	2.95E+01	-240.8628115	48.0757881	3.11E+01	-196.41 	 11.44 	2.55E+01	-222.6949933	11.37382717
22.797	15	1.19E+02	-239.41 	9.634103027	1.11E+01	-241.74 	22.66044854	3.32E+01	-217.6827829	22.50454985	3.47E+01	-192.08 	 13.67 	1.63E+01	-218.3747104	13.60173881
21.456	15	1.44E+02	-236.49 	8.127106259	1.25E+01	-237.80 	16.61577224	3.74E+01	-213.7663144	16.47909345	2.13E+01	-194.45 	 15.71 	1.42E+01	-220.7798164	15.64215281
20.115	15	1.57E+02	-239.14 	9.450946588	1.32E+01	-242.93 	20.19488562	3.96E+01	-218.8668315	20.04776325	2.90E+01	-206.45 	 8.36 	2.79E+01	-232.716268	8.279953606
18.774	15	1.66E+02	-235.62 	12.45473016	1.64E+01	-235.88 	15.53940703	4.91E+01	-211.8536205	15.40509194	3.45E+01	-193.42 	0	2.95E+01	-219.7108804	0
17.433	15	1.98E+02	-234.11 	9.850657237	1.46E+01	-239.91 	12.91785752	4.39E+01	-215.8611697	12.78694251	4.82E+01	-195.78 	 7.92 	3.08E+01	-222.0714473	7.838107336
16.092	15	1.79E+02	-238.32 	8.729775141	8.48E+00	-254.65 	41.71723201	2.54E+01	-230.5251563	41.47620415	3.95E+01	-193.28 	 6.56 	3.52E+01	-219.5772634	6.467738627
14.751	15	1.85E+02	-238.82 	8.690594276	1.57E+01	-237.53 	12.62124355	4.70E+01	-213.4930725	12.49043561	4.43E+01	-194.85 	0	4.53E+01	-221.1361284	0
13.41	15	2.16E+02	-242.84 	6.703975418	2.26E+01	-247.92 	4.509792228	6.77E+01	-223.8307276	4.304310529	6.33E+01	-199.00 	 5.02 	3.74E+01	-225.3227942	4.910690881
12.069	15	2.63E+02	-246.26 	6.10140151	2.55E+01	-249.48 	5.949460554	7.66E+01	-225.3790989	5.78145767	7.23E+01	-205.69 	 2.94 	4.55E+01	-231.959105	2.753224692
10.728	15	3.63E+02	-246.35 	6.655533766	2.58E+01	-248.51 	15.76177369	7.75E+01	-224.4227519	15.62700807	8.15E+01	-206.50 	 1.06 	5.82E+01	-232.805346	0.306930643
9.387	15	2.83E+02	-244.35 	7.876144016	3.09E+01	-250.30 	7.600667011	9.28E+01	-226.1988249	7.453994228	6.87E+01	-203.28 	 6.12 	5.80E+01	-229.5539991	6.022368145
8.046	15	2.58E+02	-240.51 	4.290803074	2.14E+01	-245.72 	13.02491349	6.41E+01	-221.6447917	12.89394328	7.83E+01	-197.79 	0	5.47E+01	-224.0757023	0
6.705	15	1.43E+02	-242.61 	12.20755733	1.82E+01	-243.16 	8.140849975	5.47E+01	-219.0945332	7.998446738	5.13E+01	-198.55 	 13.01 	3.90E+01	-224.8328653	12.94277007
5.364	15	1.23E+02	-243.07 	8.492643719	9.35E+00	-260.10 	37.6458951	2.80E+01	-235.9444557	37.42443273	3.96E+01	-206.10 	 7.63 	2.58E+01	-232.359956	7.546457906
4.023	15	1.05E+02	-241.19 	9.26518566	7.27E+00	-253.60 	57.85166963	2.18E+01	-229.4777287	57.53022373	4.44E+01	-206.14 	 13.95 	2.17E+01	-232.404495	13.88274545
2.682	15	2.00E+03	-232.06 	0	7.74E+00	-223.70 	48.40962492	2.32E+01	-199.7398925	48.13567473	2.94E+01	-206.63 	0	2.47E+01	-232.894424	0
1.341	15	9.08E+01	-239.23 	6.307702852	4.94E+00	-61.49 	264.3860678	1.48E+01	-38.39049916	262.9773664	4.94E+01	-201.23 	0	2.95E+01	-227.5052052	0
0	15	7.94E+01	-237.54 	16.33983838	6.88E+00	-237.62 	44.22501288	2.06E+01	-213.5841531	43.97174267	-2.92E+00	-379.43 	0	2.16E+03	-405.3048878	0
199.809	14	5.27E+01	-233.02 	11.60775385	7.20E+00	-242.24 	42.48693141	2.16E+01	-218.1837266	42.24215978	2.35E+00	-159.67 	 23.00 	1.13E+01	-186.0393974	22.92802269
198.468	14	3.58E+01	-226.99 	8.044134955	4.48E+00	-247.51 	47.46618152	1.34E+01	-223.4208647	47.1969179	8.24E+00	-203.64 	 27.25 	5.73E-01	-229.9548501	27.17166935
197.127	14	4.07E+01	-230.32 	0	5.12E+00	-281.89 	69.14278663	1.54E+01	-257.6216533	68.76357348	1.18E+01	-168.91 	 21.21 	-1.28E-02	-195.2589701	21.13907525
195.786	14	6.34E+01	-228.86 	7.443130675	5.11E+00	-229.70 	101.6890565	1.53E+01	-205.7056758	101.1405168	1.25E+01	-181.72 	 9.55 	-4.86E+00	-208.0416628	9.474585983
194.445	14	6.76E+01	-225.89 	6.941927982	6.23E+00	-271.22 	52.67221564	1.87E+01	-247.0107562	52.37694375	7.94E+00	-38.66 	 51.97 	5.42E+00	-65.29417204	51.83951375
193.104	14	6.19E+01	-231.28 	6.458717547	2.31E+00	-172.97 	300.9026702	6.94E+00	-149.2812055	299.3001882	8.31E+00	-60.57 	0	1.67E+01	-87.16282038	0
191.763	14	4.41E+01	-231.10 	8.768823872	3.37E+00	-81.13 	302.9657271	1.01E+01	-57.92730123	301.3522945	4.39E+00	-268.63 	 97.91 	-4.18E+00	-294.7590932	97.68765929
190.422	14	3.61E+01	-237.36 	4.290803074	2.86E+00	-151.22 	278.577228	8.57E+00	-127.6495482	277.0932307	-1.22E+00	-216.05 	 230.18 	1.09E+00	-242.2921527	229.6615538
189.081	14	4.06E+01	-232.38 	15.14994177	3.94E+00	-270.44 	78.17249005	1.18E+01	-246.2365706	77.74660856	1.97E+01	-182.79 	 9.19 	9.54E+00	-209.1105987	9.113773751
187.74	14	5.38E+01	-231.05 	9.26518566	3.69E+00	-162.26 	267.4035212	1.11E+01	-138.624768	265.978811	6.59E+00	-154.36 	 5.49 	-7.63E+00	-180.7392566	5.379790005
186.399	14	6.38E+01	-227.49 	0	5.46E+00	-243.25 	39.93031387	1.64E+01	-219.1856139	39.69792563	-7.54E+00	-69.73 	 2.39 	-1.45E+01	-96.29331511	2.164875153
185.058	14	6.50E+01	-234.02 	8.291103029	1.15E+01	-228.32 	7.747325069	3.46E+01	-204.3394659	7.601911956	3.87E+01	-186.68 	0	1.46E+01	-212.9854916	0
183.717	14	8.55E+01	-229.73 	6.703975418	7.27E+00	-238.72 	23.69458181	2.18E+01	-214.6771211	23.53473304	8.81E+00	-282.25 	 83.46 	1.37E+00	-308.3434877	83.26346841
182.376	14	9.65E+01	-227.53 	8.044134955	3.55E+00	-154.52 	272.6206281	1.07E+01	-130.9284521	271.1682374	3.54E+00	-509.46 	 505.28 	-1.03E+00	-535.0469909	504.148241
