RA	DE	Hbeta	RVHbeta	SigmHbeta	[OIII]4959	RV[OIII]4959	Sigm[OIII]4959	[OIII]5007	RV[OIII]5007	Sigm[OIII]5007
161.6352	19.6	-14.09	-287.2723999	0	9.57E-01	-270.59 	35.50515871	2.87E+00	-290.0942556	34.53475553
160.2048	19.6	18.28	-116.9318313	0	-2.87E+00	-700.18 	19.9673093	-8.61E+00	-715.4780319	18.64163812
158.7744	19.6	-3.566	-208.3927521	35.94947383	1.72E+00	-341.69 	3.489264791	5.15E+00	-360.4926965	0
157.344	19.6	4.573	-441.8247044	150.0843143	3.40E+00	-211.77 	0	1.02E+01	-231.9077891	0
155.9136	19.6	-8.404	-308.5495528	1.652041362	1.04E+01	-6,335.95 	0	3.13E+01	-6296.110901	0
154.4832	19.6	3.125	-204.1373215	54.17964691	-2.00E+00	-137.65 	38.13936351	-5.99E+00	-158.4563546	37.18691224
153.0528	19.6	7.281	-243.1762715	41.10455894	1.38E+00	-668.74 	71.60993997	4.13E+00	-684.3494696	70.60246081
151.6224	19.6	3.883	-175.2127282	34.20960658	-3.20E+08	-328.02 	0	-9.60E+08	-346.9637444	0
150.192	19.6	-6.462	-344.3198387	36.18402968	-1.44E+01	-293.02 	0	-4.32E+01	-312.3032875	0
148.7616	19.6	2.833	168.9220918	95.50656688	3.48E-01	-501.16 	191.0569304	1.04E+00	-518.4102875	189.0727774
147.3312	19.6	13.99	-241.3877573	6.556691557	9.84E+00	-452.32 	0	2.95E+01	-470.1011534	0
145.9008	19.6	-7.226	-336.7340712	24.02524894	2.03E+00	-218.30 	36.1672307	6.08E+00	-238.3130895	35.20195427
144.4704	19.6	7.493	-8790.547772	14302.32762	-4.19E+01	-408.91 	0	-1.26E+02	-427.0599297	0
143.04	19.6	20.64	-166.5168484	0	1.16E+00	-379.95 	77.92563782	3.49E+00	-398.3857348	76.88132621
141.6096	19.6	15.13	-225.4761473	10.13883446	-1.35E+00	 378.50 	152.8654208	-4.06E+00	352.6506933	151.2262444
140.1792	19.6	4.368	-321.1924987	110.1110285	7.06E-01	-321.92 	93.91175215	2.12E+00	-340.9176198	92.75913989
138.7488	19.6	5.314	-205.6174713	47.53145497	5.61E+03	-309.04 	0	1.68E+04	-328.1668818	0
137.3184	19.6	4.726	-294.1180926	101.1005242	4.71E+00	-283.77 	0	1.41E+01	-303.1443067	0
135.888	19.6	17.14	-231.2734005	0	3.87E+01	-286.67 	0	1.16E+02	-306.0177125	0
134.4576	19.6	8.391	-208.7011166	47.55949074	4.48E+00	-350.03 	0	1.34E+01	-368.753738	0
133.0272	19.6	13.84	-186.9922534	13.85139983	1.17E+01	-170.96 	0	3.51E+01	-191.4406581	0
131.5968	19.6	-27.22	-286.1006147	0	-2.54E+00	-355.11 	19.61885814	-7.62E+00	-373.7821981	18.27526833
130.1664	19.6	23.98	-2048.773964	23489.82595	1.57E+00	-257.29 	97.41405159	4.70E+00	-276.9244792	96.23559552
128.736	19.6	9.692	-134.5702827	14.78147278	1.27E+00	-278.03 	62.02909504	3.82E+00	-297.4573578	61.06771067
127.3056	19.6	1.803	654.3495412	506.8511485	-1.16E+00	 112.75 	46.74724703	-3.48E+00	89.49461661	45.81846488
125.8752	19.6	6.373	-215.3617906	52.54730961	6.72E+00	-307.89 	0	2.02E+01	-327.029492	0
124.4448	19.6	8.543	9.004244394	50.29737311	1.19E+00	-459.27 	232.8349557	3.58E+00	-476.925492	230.4626377
123.0144	19.6	17.97	-246.2599169	10.13883446	1.11E+01	-296.59 	0	3.34E+01	-315.8351821	0
121.584	19.6	15.96	-209.6878832	16.73896728	5.38E+00	-319.26 	8.756541808	1.61E+01	-338.2836645	5.63603293
120.1536	19.6	17.03	-227.9430636	0	1.44E+01	-312.97 	0	4.33E+01	-332.0579521	0
118.7232	19.6	16.36	-222.7625394	29.99605791	6.44E+00	-258.20 	0	1.93E+01	-277.8822812	0
117.2928	19.6	13.28	-174.9660366	19.91109479	7.01E+00	-299.85 	0	2.10E+01	-319.1276262	0
115.8624	19.6	15.52	-218.1987443	12.04756033	4.30E+00	-288.43 	19.23223015	1.29E+01	-307.7537284	17.86776472
114.432	19.6	4.117	-331.9235844	134.6356747	2.66E+00	-279.96 	58.2200465	7.98E+00	-299.3729617	57.27259171
113.0016	19.6	-3.415	-327.7914997	45.64807865	1.35E+01	-254.21 	0	4.06E+01	-273.8714856	0
111.5712	19.6	8.551	-210.0579206	29.65884482	4.64E+00	-252.52 	28.92588358	1.39E+01	-272.1953323	27.87462211
110.1408	19.6	18.66	-235.8371956	37.26497657	6.46E+00	-265.88 	28.77418487	1.94E+01	-285.4249712	27.72024493
108.7104	19.6	24.46	-209.9962477	26.22244199	6.61E+00	-276.21 	21.63768707	1.98E+01	-295.6614792	20.38758051
107.28	19.6	26.3	-217.9520527	26.95171983	9.68E+00	-276.82 	21.97183185	2.90E+01	-296.2601054	20.73503253
105.8496	19.6	39.74	-208.0227147	16.23275085	6.59E+00	-266.36 	27.73639216	1.98E+01	-285.9038722	26.66285301
104.4192	19.6	25.74	-220.9740251	23.59721484	8.09E+00	-294.71 	0	2.43E+01	-314.0393035	0
102.9888	19.6	20.36	-215.731828	0	5.35E+00	-276.58 	15.43352197	1.60E+01	-296.020655	13.78898974
101.5584	19.6	7.445	-248.7885061	60.80023881	6.14E+00	-282.99 	0	1.84E+01	-302.3660927	0
100.128	19.6	7.972	-204.507359	41.8764308	5.31E+00	-309.40 	7.698650331	1.59E+01	-328.5260575	3.833541592
98.6976	19.6	9.208	-222.5775207	22.86615116	2.87E+00	-192.18 	18.51963067	8.62E+00	-212.4524377	17.11370563
97.2672	19.6	174.7	-237.6873828	0	5.21E+00	-289.82 	18.94873598	1.56E+01	-309.1904313	17.56825864
95.8368	19.6	8.361	-188.4724032	0	4.08E+00	-269.32 	19.61885814	1.22E+01	-288.8371406	18.27526833
94.4064	19.6	18.37	-232.3835129	13.32724422	-2.55E+00	-486.60 	44.45316312	-7.66E+00	-503.9833962	43.52222984
92.976	19.6	16.93	-204.3840132	37.7305332	5.05E+00	-284.98 	0	1.52E+01	-304.3415591	0
91.5456	19.6	10.81	-219.740567	45.16856371	-4.75E+00	-449.23 	0	-1.43E+01	-466.9882971	0
90.1152	19.6	15.14	-220.2339502	12.28264296	1.50E+00	-270.77 	45.11815386	4.49E+00	-290.2738435	44.18810584
88.6848	19.6	10.47	-224.1193433	17.31299745	-1.61E+00	-136.57 	62.85808066	-4.84E+00	-157.3788275	61.89328664
87.2544	19.6	12.35	-280.9200905	0	2.88E+00	-257.05 	33.99859388	8.64E+00	-276.6850288	33.01479185
85.824	19.6	-4.474	0.18501872	65.16195829	-3.66E+00	-560.53 	35.96599406	-1.10E+01	-577.2552428	34.99920576
84.3936	19.6	-23.43	623.2047233	0	-1.53E+00	-354.62 	92.60374384	-4.60E+00	-373.3032971	91.46061946
82.9632	19.6	60.72	-245.5815149	0	-2.61E+00	 491.37 	26.59358302	-7.81E+00	464.4142045	25.49564651
81.5328	19.6	3.546	-57.41747624	69.63806439	8.94E+00	-196.72 	0	2.68E+01	-216.9421342	0
80.1024	19.6	5.508	153.1338276	41.10455894	-1.11E+00	-805.49 	148.520306	-3.34E+00	-819.7587157	146.9194416
78.672	19.6	20.18	-392.7330706	0	1.56E+01	-168.12 	0	4.69E+01	-188.627115	0
77.2416	19.6	3.547	-618.0241991	321.9592	-1.46E+00	-134.15 	43.17455661	-4.39E+00	-154.9843227	42.24127004
75.8112	19.6	2.839	-116.9935042	84.73744963	-1.33E+01	-127.38 	0	-4.00E+01	-148.2797093	0
74.3808	19.6	-11.1	-254.770778	0	-5.98E+00	-186.68 	0	-1.79E+01	-207.0049393	0
72.9504	19.6	-11.1	-254.770778	0	-5.98E+00	-186.68 	0	-1.79E+01	-207.0049393	0
71.52	19.6	-1.517	-200.0052368	67.93135682	1.47E+00	-230.39 	23.02775791	4.42E+00	-250.2856134	21.8296251
70.0896	19.6	3.347	-415.5520461	80.28514296	-3.17E+00	-62.57 	26.53137647	-9.51E+00	-84.10698083	25.43201964
67.2288	19.6	4.644	-179.2214672	51.79853192	-4.31E+00	-309.22 	0	-1.29E+01	-328.3464696	0
65.7984	19.6	-4.955	1594.553006	63.03850835	-7.69E-01	 704.83 	1677.499376	-2.31E+00	675.789115	1661.073074
64.368	19.6	-1.18	-311.3865065	83.85322027	-1.54E+01	-489.50 	0	-4.62E+01	-506.8568019	0
62.9376	19.6	-3.127	-744.0219477	72.4227672	1.20E+00	-146.24 	43.98126933	3.60E+00	-166.9568466	43.04956991
61.5072	19.6	-17	-89.61073359	0	-1.11E+00	-332.07 	158.0876411	-3.32E+00	-350.9745399	156.4021128
60.0768	19.6	13.59	-58.03420531	6.784298697	-1.05E+00	-72.12 	144.7685575	-3.16E+00	-93.56527476	143.20057
58.6464	19.6	-9.352	-188.4724032	1.332699142	-1.34E+00	-415.14 	172.9928931	-4.01E+00	-433.2257796	171.1734904
57.216	19.6	5.24	-384.468901	38.4847866	3.42E+00	-137.29 	0	1.03E+01	-158.0971789	0
55.7856	19.6	-2.89	78.32459165	212.802718	1.31E+00	-824.65 	81.34947262	3.93E+00	-838.7351661	80.28356473
52.9248	19.6	4.082	-761.3520346	125.166582	-3.49E+00	-395.73 	20.24409706	-1.05E+01	-414.0697412	18.93208817
51.4944	19.6	-5.963	-216.1635384	40.58867009	-1.05E+00	-443.19 	138.788471	-3.15E+00	-461.0020351	137.2724586
50.064	19.6	8.998	-261.8631623	23.5311098	-2.38E+00	-259.41 	33.70721414	-7.14E+00	-279.0196709	32.72052176
48.6336	19.6	-5.514	-327.9148455	53.87570109	-1.17E+00	 284.13 	185.4331362	-3.50E+00	259.2051438	183.5005249
47.2032	19.6	-2.427	-211.8464349	449.519795	-1.53E+00	 1,955.87 	299.0607404	-4.60E+00	1914.586169	296.0613083
45.7728	19.6	-4.889	-188.7190948	78.29661934	-2.02E+00	-119.40 	98.43256331	-6.06E+00	-140.3778435	97.24647863
44.3424	19.6	5.231	-338.83095	66.03165355	1.54E+03	-237.46 	0	4.62E+03	-257.2895399	0
42.912	19.6	4.818	-303.5540473	43.35679089	2.13E+01	-167.52 	0	6.38E+01	-188.0284888	0
41.4816	19.6	-7.177	202.0404427	25.90333173	7.58E-01	-239.28 	174.6452286	2.28E+00	-259.1452812	172.8108592
40.0512	19.6	172.4	2466.916272	46005.49589	-1.50E+00	-231.42 	67.52295903	-4.49E+00	-251.303278	66.53680892
38.6208	19.6	4.499	-404.8826332	115.9743221	-7.41E-01	-620.92 	262.8560699	-2.22E+00	-636.9981374	260.2007751
37.1904	19.6	28.06	-165.8384464	0	-7.80E-01	 2,498.81 	3946.08219	-2.34E+00	2452.212358	3907.466805
35.76	19.6	7.373	-1225.810696	88.37741831	-1.43E+00	-449.84 	50.63908317	-4.29E+00	-467.5869233	49.70878078
34.3296	19.6	12.96	-248.9735248	0	-8.24E-01	 4,571.72 	5405.889971	-2.47E+00	4504.841728	5352.992823
32.8992	19.6	1.185	-303.3690286	82.19080333	2.19E+01	-341.81 	0	6.57E+01	-360.6124217	0
31.4688	19.6	2.216	-1125.777241	382.9978372	-1.44E+00	-370.52 	85.60662528	-4.33E+00	-389.0471661	84.51253049
30.0384	19.6	-9.557	-279.6866324	14.48953046	4.72E+01	-911.29 	0	1.42E+02	-924.5183003	0
28.608	19.6	-9.557	-279.6866324	14.48953046	4.72E+01	-911.29 	0	1.42E+02	-924.5183003	0
27.1776	19.6	14.64	-210.4896309	0	1.77E+00	-322.04 	108.0534609	5.32E+00	-341.037345	106.793136
25.7472	19.6	13.28	-174.7810179	5.740882345	-2.38E+01	-383.28 	0	-7.13E+01	-401.6781789	0
24.3168	19.6	-35.49	-263.8366953	0	-9.82E-01	-267.69 	100.1293177	-2.95E+00	-287.2208498	98.93041845
22.8864	19.6	2.894	-327.8531726	74.0689397	5.79E+01	 485.51 	0	1.74E+02	458.6075304	0
21.456	19.6	-12.31	-286.0389418	0	6.55E+00	-285.04 	0	1.97E+01	-304.4014217	0
20.0256	19.6	-3.222	-279.6249595	34.86051194	-6.62E+00	-779.68 	0	-1.99E+01	-794.197377	0
18.5952	19.6	-5.751	98.42995927	81.92252773	-2.90E+00	-116.98 	0	-8.70E+00	-137.9833387	0
17.1648	19.6	2.98	202.1637885	110.0579312	-1.54E+01	-214.79 	0	-4.61E+01	-234.8410575	0
15.7344	19.6	8.129	-172.4991203	28.17462904	-2.04E+00	-230.51 	76.36924049	-6.11E+00	-250.4053387	75.33439122
14.304	19.6	19.59	-222.392502	0	-3.45E+00	-1,002.03 	14.00604099	-1.04E+01	-1014.372093	12.20369458
12.8736	19.6	-9.873	-305.4659074	31.36538181	1.31E+00	-119.16 	110.3181285	3.92E+00	-140.138393	109.0398222
11.4432	19.6	4.459	-318.1088533	76.33244527	3.96E+02	-350.09 	0	1.19E+03	-368.8136006	0
10.0128	19.6	6.261	-165.2217173	55.11804322	3.11E+00	-469.49 	0	9.34E+00	-487.0422748	0
8.5824	19.6	-20.22	-314.7168434	0	-4.27E+00	-131.25 	7.431597983	-1.28E+01	-152.1109169	3.276301973
7.152	19.6	40.23	-7823.763285	47127.35387	1.31E+03	 107.97 	0	3.93E+03	84.76546965	0
5.7216	19.6	2.969	-98.30661345	224.8415016	-1.99E+00	-122.00 	58.2200465	-5.98E+00	-142.9519361	57.27259171
4.2912	19.6	16.84	-385.7640321	0	-2.03E+00	-604.48 	90.06422931	-6.08E+00	-620.7155048	88.93925011
2.8608	19.6	12.6	-221.4674084	0	-4.62E+00	-332.98 	0	-1.39E+01	-351.8724792	0
1.4304	19.6	-29.09	-266.5503032	0	6.30E+00	-319.14 	0	1.89E+01	-338.1639393	0
214.56	17.3	-3.507	4.44044929	114.9401687	-4.33E+00	-970.23 	19.16154335	-1.30E+01	-982.8843546	17.79314283
213.1296	17.3	4.22	-330.0733972	81.0637681	1.54E+00	-387.75 	65.23350856	4.61E+00	-406.1080128	64.25827716
211.6992	17.3	22.75	-190.7543008	0	-1.84E+00	-231.72 	22.56818824	-5.51E+00	-251.6025911	21.35383021
210.2688	17.3	3.355	-589.654662	111.1197494	7.40E+00	-332.44 	0	2.22E+01	-351.3337157	0
208.8384	17.3	-2.02	-672.2963571	234.669173	-2.21E+00	 390.23 	124.2201121	-6.64E+00	364.2041789	122.8280794
207.408	17.3	3.722	-170.4639144	110.0048333	2.78E+00	-408.73 	3.99792969	8.35E+00	-426.8803419	0
205.9776	17.3	14.09	-347.2801382	11.07286707	-1.14E+00	-447.12 	79.00625441	-3.41E+00	-464.8931054	77.9552387
204.5472	17.3	-3.304	-466.3088484	103.2555271	-5.27E-01	-225.55 	37.2843865	-1.58E+00	-245.4966038	36.32680271
203.1168	17.3	-2.219	111.3195968	212.5135197	-1.94E+00	-114.14 	40.34635049	-5.82E+00	-135.1697955	39.40444575
201.6864	17.3	-3.587	-160.2878848	290.8365896	-1.08E+00	 62.93 	279.9701666	-3.23E+00	40.10795527	277.1525224
200.256	17.3	51.1	-306.0209636	0	-1.28E+00	-463.92 	82.21747835	-3.83E+00	-481.5349137	81.14593708
198.8256	17.3	-25.82	-299.2369438	0	-2.54E+00	-445.06 	27.30571514	-7.61E+00	-462.8577764	26.22334787
197.3952	17.3	-176.8	-264.700116	0	4.38E+05	-218.66 	0	1.31E+06	-238.6722652	0
195.9648	17.3	1.516	-306.7610385	77.32831062	1.20E+00	-285.83 	21.70468453	3.60E+00	-305.1796358	20.45729019
194.5344	17.3	16.32	-293.0696532	0	-1.37E+00	-474.44 	140.1867821	-4.11E+00	-491.9510096	138.6586665
193.104	17.3	28.18	-558.3864983	0	2.01E+00	-184.51 	47.7101054	6.04E+00	-204.849885	46.78151055
191.6736	17.3	5.702	-341.0511747	46.71748841	-5.51E-01	-226.04 	68.32034786	-1.65E+00	-245.9755048	67.33021289
190.2432	17.3	6.549	-224.8594182	9.812779378	2.12E+00	-223.56 	8.874122917	6.37E+00	-243.5211374	5.8135645
188.8128	17.3	-9.434	-303.3073557	0	-3.01E+00	-318.11 	0	-9.04E+00	-337.1462748	0
187.3824	17.3	-21.28	-258.2244608	0	2.80E+00	-681.02 	56.19951181	8.39E+00	-696.5015815	55.25814874
185.952	17.3	2.203	-299.3602897	172.254529	-8.17E-01	-286.92 	85.08157176	-2.45E+00	-306.2571629	83.99102659
184.5216	17.3	20.09	-213.2032388	0	-3.47E+00	-278.63 	0	-1.04E+01	-298.055984	0
183.0912	17.3	7.105	-158.5610434	71.74747627	-1.63E+00	-649.82 	46.38895849	-4.87E+00	-665.6124696	45.46000324
181.6608	17.3	-7.647	-238.242439	0	-1.00E+00	-174.89 	57.19712537	-3.01E+00	-195.3317284	56.25287661
180.2304	17.3	4.8	-266.673649	49.82373735	-1.39E+00	-166.43 	47.57270784	-4.17E+00	-187.0108243	46.64411041
178.8	17.3	3.856	-353.6941206	91.66421475	3.49E+01	-215.16 	0	1.05E+02	-235.2002332	0
177.3696	17.3	20.17	-161.2746513	0	-1.38E+00	-611.80 	228.739532	-4.13E+00	-627.9588818	226.4055981
175.9392	17.3	16.63	-1067.126307	0	2.78E+00	-257.78 	12.2523208	8.33E+00	-277.4033802	10.18710304
174.5088	17.3	6.114	-319.4656573	57.51232097	1.28E+00	-338.66 	54.44283048	3.85E+00	-357.4995655	53.50592952
173.0784	17.3	5.615	-1157.477115	87.65528313	-5.10E+01	 147.51 	0	-1.53E+02	123.915623	0
171.648	17.3	5.027	-480.0619066	40.24413945	-1.05E+00	-102.59 	148.2616108	-3.15E+00	-123.7360351	146.6630196
170.2176	17.3	2.038	-367.5088517	88.19022119	1.81E+00	-187.89 	0	5.42E+00	-208.2021917	0
168.7872	17.3	7.099	202.0404427	38.3399506	-1.33E+00	-304.08 	22.92957964	-3.98E+00	-323.258147	21.72805519
167.3568	17.3	-2.811	-283.6336984	51.15975281	2.97E+00	-358.98 	0	8.90E+00	-377.6732684	0
165.9264	17.3	2.905	-218.3220901	88.83197342	-1.38E+00	-70.37 	63.12531435	-4.14E+00	-91.82925879	62.15939464
164.496	17.3	6.438	-92.32434149	0	-1.08E+00	-438.53 	43.28595955	-3.25E+00	-456.452476	42.35291356
163.0656	17.3	5.288	-278.3915013	45.28145358	-1.29E+00	 17.05 	41.89023018	-3.86E+00	-5.267910543	40.95364915
161.6352	17.3	2.591	-212.3398181	60.55417708	-4.69E+00	-146.54 	0	-1.41E+01	-167.2561597	0
160.2048	17.3	-4.647	-298.6202148	11.95263459	1.71E+00	-291.63 	54.36161959	5.14E+00	-310.9264473	53.4249048
158.7744	17.3	-17.72	-334.1438091	0	2.65E+00	-237.10 	0	7.95E+00	-256.9303642	0
157.344	17.3	-14.86	-382.8037326	0	2.97E+00	-611.67 	40.96504187	8.92E+00	-627.8391565	40.02545919
155.9136	17.3	-7.101	-759.3168286	58.71972765	-2.68E+00	-217.57 	0	-8.03E+00	-237.594738	0
154.4832	17.3	-1.966	-320.4524238	214.3275353	-5.42E+00	-233.17 	1.919127352	-1.63E+01	-253.0392939	0
153.0528	17.3	3.162	-1934.062358	748.4803021	-1.20E+00	-147.21 	73.67444937	-3.61E+00	-167.9146486	72.65540395
151.6224	17.3	-1.554	68.95030981	809.6376931	-1.25E+00	-355.83 	63.73962569	-3.76E+00	-374.5005495	62.77107054
150.192	17.3	-6.955	-351.7822604	20.36931124	-2.77E+01	-204.52 	0	-8.31E+01	-224.6644121	0
148.7616	17.3	7.471	-348.760288	20.43939793	2.48E+00	-248.29 	23.28878893	7.42E+00	-268.0049489	22.09948322
147.3312	17.3	2.656	162.2614178	101.1537511	2.14E+00	 179.79 	19.89784214	6.41E+00	155.882262	18.56866392
145.9008	17.3	3.039	-426.4064777	62.52044833	2.82E+00	-138.80 	12.83955296	8.45E+00	-159.5937444	10.87312716
144.4704	17.3	3.326	-190.6309549	146.0464269	-6.99E+01	-142.91 	0	-2.10E+02	-163.6644026	0
143.04	17.3	4.646	-235.7755227	63.69243626	-4.06E+00	-234.80 	0	-1.22E+01	-254.6555847	0
141.6096	17.3	2.771	-329.580014	168.8035462	-1.75E+00	-96.24 	60.04661958	-5.26E+00	-117.4504601	59.09285802
140.1792	17.3	7.265	-381.3235828	16.89305558	2.93E+00	-276.21 	0	8.78E+00	-295.6614792	0
138.7488	17.3	7.682	-240.3393178	48.20374215	1.42E+00	-317.57 	68.16091986	4.25E+00	-336.6673738	67.17158881
137.3184	17.3	5.326	-675.1949837	317.1839115	4.37E+00	-283.11 	0	1.31E+01	-302.4858179	0
135.888	17.3	-7.832	-493.3832545	0	3.32E+00	-299.19 	11.40549516	9.97E+00	-318.4092748	9.172412184
134.4576	17.3	7.393	-227.01797	14.15141747	2.70E+00	-249.25 	47.27025494	8.10E+00	-268.9627508	46.34162383
133.0272	17.3	-42000	-288.5058581	0	9.39E+00	-142.61 	0	2.82E+01	-163.3650895	0
131.5968	17.3	4.837	-1095.064133	62.68408184	2.07E+00	-261.16 	33.44448751	6.21E+00	-280.7556869	32.45510062
130.1664	17.3	-7.598	-248.4801415	0	-2.34E+00	 173.08 	49.98390868	-7.00E+00	149.2375112	49.05426623
128.736	17.3	11.62	-151.5920049	20.08788563	2.95E+00	-180.40 	24.61003622	8.84E+00	-200.7792268	23.46147868
127.3056	17.3	-9.628	19.24194692	0	-6.17E-01	-488.05 	204.6977387	-1.85E+00	-505.420099	202.5877727
125.8752	17.3	3.417	-205.6174713	89.90115049	-9.82E-01	-426.20 	49.92926609	-2.95E+00	-444.180639	48.99967177
124.4448	17.3	6.554	-221.4674084	47.9237663	2.75E+00	-325.12 	45.36717067	8.26E+00	-344.1502013	44.43739745
123.0144	17.3	6.214	-543.338309	82.05667063	5.45E+00	-324.58 	0	1.64E+01	-343.5515751	0
121.584	17.3	15.67	-229.3615404	0	1.88E+00	-274.88 	50.28431909	5.63E+00	-294.3445016	49.35439289
120.1536	17.3	10.68	-231.3967463	9.534530752	9.02E+00	-315.39 	0	2.71E+01	-334.4524569	0
118.7232	17.3	15.98	-194.1463106	0	6.13E+00	-281.29 	7.431597983	1.84E+01	-300.6899393	3.276301973
117.2928	17.3	9.416	-208.5160979	44.91441787	1.04E+01	-303.06 	8.990459695	3.11E+01	-322.2404824	5.986265062
115.8624	17.3	25.91	-228.7448114	16.23275085	1.29E+01	-286.13 	21.70468453	3.86E+01	-305.5388115	20.45729019
114.432	17.3	20.44	-203.150555	0	1.24E+01	-282.74 	28.13451645	3.70E+01	-302.1266422	27.06876703
113.0016	17.3	14.01	-217.5203423	28.39244134	4.67E+00	-274.58 	22.03841188	1.40E+01	-294.1050511	20.80419952
111.5712	17.3	15.38	-187.7940012	24.02524894	4.67E+00	-261.16 	15.03402089	1.40E+01	-280.7556869	13.34921131
110.1408	17.3	23.29	-213.4499305	14.0661072	9.49E+00	-280.39 	26.06332038	2.85E+01	-299.792	24.95295024
108.7104	17.3	23.59	-201.1153491	25.61502401	1.08E+01	-277.85 	2.149725902	3.24E+01	-297.27777	0
107.28	17.3	34.4	-205.0007422	22.29502362	1.57E+01	-276.82 	19.09073299	4.70E+01	-296.2601054	17.71835262
