RA	DE	Hbeta	RVHbeta	SigmHbeta	[OIII]4959	RV[OIII]4959	Sigm[OIII]4959	[OIII]5007	RV[OIII]5007	Sigm[OIII]5007
78.672	17.3	2.45E+00	094.98 	140.8176574	02.06E+00	0119.52 	14.89617718	06.19E+00	0140.4975687	13.19645251
77.2416	17.3	04.13E+00	0288.44 	58.74539641	01.49E+00	 247.98 	68.82141065	04.48E+00	223.4072971	67.82865435
75.8112	17.3	01.05E+00	0156.22 	160.3695339	01.95E+00	0120.18 	39.86090777	05.84E+00	0141.1560575	38.91687013
74.3808	17.3	06.19E+00	01,126.89 	34.26589569	01.03E+01	0317.81 	0	03.08E+01	0336.8469617	0
72.9504	17.3	05.49E+00	0368.06 	47.80957252	01.10E+00	0531.75 	149.0359997	03.29E+00	0548.7606358	147.4305681
71.52	17.3	1.19E+01	0264.58 	11.31306868	01.99E+00	0123.75 	65.84255061	05.98E+00	0144.6879521	64.86441813
70.0896	17.3	2.36E+00	0743.65 	244.3101045	01.85E001	079.92 	52.24091234	05.56E001	0101.2875527	51.30828648
68.6592	17.3	02.21E+00	 269.02 	975.5171997	9.94E001	0332.38 	78.5023912	2.98E+00	0351.273853	77.45445193
67.2288	17.3	3.14E+00	0344.38 	51.40781814	4.12E+00	01,125.29 	0	1.24E+01	01136.431974	0
65.7984	17.3	6.54E+00	0548.52 	66.87187083	1.16E+00	01,103.95 	167.4392975	3.48E+00	01115.30047	165.6699953
64.368	17.3	9.07E001	0232.01 	67.82138724	02.14E+00	0102.05 	82.95062058	06.43E+00	0123.1972716	81.8742149
62.9376	17.3	6.80E+00	0913.93 	99.66203578	01.11E+01	0311.64 	0	03.32E+01	0330.7409744	0
61.5072	17.3	5.69E+00	0256.81 	14.44042859	1.25E+03	0116.13 	0	3.74E+03	0137.2051246	0
60.0768	17.3	1.08E+01	0266.92 	20.9222012	02.22E+00	063.72 	8.962617135	06.67E+00	085.24437061	5.944367903
58.6464	17.3	6.13E+03	0284.13 	0	04.76E+00	060.51 	15.33782344	01.43E+01	082.07165176	13.68353298
57.216	17.3	05.10E+00	 192.42 	120.3993503	01.30E+00	0111.36 	81.63579456	03.89E+00	0132.416115	80.56797479
55.7856	17.3	1.51E+01	 55.57 	0	02.16E+00	0182.45 	0	06.48E+00	0202.8145559	0
54.3552	17.3	5.62E+00	0338.95 	18.24277834	1.14E+03	0484.06 	0	3.42E+03	0501.4691661	0
52.9248	17.3	05.36E+00	 210.61 	96.19866629	2.78E+00	0549.89 	4.608237561	8.33E+00	0566.6595591	0
51.4944	17.3	02.07E+00	 332.73 	629.1694058	1.28E+04	0333.77 	0	3.83E+04	0352.6506933	0
50.064	17.3	01.20E+01	0386.75 	0	2.15E001	0224.22 	71.07649433	6.44E001	0244.2394888	70.07185224
48.6336	17.3	4.87E+00	0440.53 	44.54465782	1.09E+00	0401.66 	99.44821521	3.28E+00	0419.8764153	98.25442599
47.2032	17.3	04.21E+00	0117.92 	50.35102308	2.25E+00	 445.37 	35.26719177	6.75E+00	418.8587508	34.29469463
45.7728	17.3	09.26E+00	0342.10 	11.80055869	01.10E+00	0212.19 	168.3174494	03.31E+00	0232.2669649	166.5402392
44.3424	17.3	03.23E+00	0118.60 	82.94052292	02.10E+00	093.34 	70.73189362	06.31E+00	0114.5770543	69.72911009
42.912	17.3	01.77E+01	0172.93 	0	03.23E+00	0399.36 	26.9565928	09.68E+00	0417.6016358	25.86656056
41.4816	17.3	04.19E+00	0327.42 	57.45559943	2.03E+00	0203.43 	34.71745557	6.10E+00	0223.586885	33.74021592
40.0512	17.3	07.65E+00	0145.49 	41.64550326	02.18E+00	 184.51 	37.02041845	06.54E+00	160.5515463	36.06098599
38.6208	17.3	03.26E+00	0444.04 	105.2753058	02.32E+00	0384.91 	37.3348059	06.95E+00	0403.2944696	36.37740856
37.1904	17.3	06.69E+00	0156.65 	76.57340562	01.94E+00	0256.75 	40.28382374	05.80E+00	0276.3857157	39.341546
35.76	17.3	02.56E+00	043.17 	123.021365	01.60E+00	053.26 	97.04577	04.81E+00	074.88813738	95.87000946
34.3296	17.3	4.85E+01	0260.01 	0	02.00E+00	085.97 	76.04919417	06.00E+00	0107.2738147	75.01619636
32.8992	17.3	03.25E+01	0186.01 	0	01.94E+00	0256.51 	67.75855295	05.81E+00	0276.1462652	66.77116202
31.4688	17.3	9.22E+00	0203.95 	0	3.85E+00	0251.55 	0	1.16E+01	0271.2375304	0
30.0384	17.3	2.25E+01	0201.92 	0	08.80E+00	0400.39 	0	02.64E+01	0418.6193003	0
28.608	17.3	06.47E+00	0374.66 	44.12011079	6.40E+01	0254.63 	0	1.92E+02	0274.290524	0
27.1776	17.3	1.38E+01	0380.46 	0	1.30E+01	0366.05 	0	3.91E+01	0384.6173323	0
25.7472	17.3	01.52E+01	0272.22 	13.31954247	5.47E+00	0424.51 	0	1.64E+01	0442.5044856	0
24.3168	17.3	01.49E+01	0253.72 	0	01.86E+00	 7.62 	84.68473788	05.57E+00	014.60647923	83.59680415
22.8864	17.3	02.37E+04	0234.60 	0	1.83E+00	0459.33 	108.2334136	5.50E+00	0476.9853546	106.9716207
21.456	17.3	01.04E+01	0219.25 	60.30633154	1.05E+01	0313.33 	0	3.15E+01	0332.4171278	0
20.0256	17.3	01.23E+01	 292.58 	0	01.92E+00	0137.41 	39.06937587	05.75E+00	0158.2767668	38.12169373
18.5952	17.3	02.76E+01	0262.17 	0	02.04E+00	0438.72 	69.14005731	06.13E+00	0456.5722013	68.14566209
17.1648	17.3	1.67E+01	 511.02 	0	01.79E+00	0125.38 	198.2251633	05.37E+00	0146.3042428	196.1750023
15.7344	17.3	5.58E+00	01,239.50 	179.0483738	1.72E+00	0200.65 	28.8869112	5.14E+00	0220.8332045	27.83479111
14.304	17.3	07.30E+00	0133.34 	59.95063274	1.54E+00	0399.42 	44.14224163	4.63E+00	0417.6614984	43.21070408
12.8736	17.3	01.20E+01	076.54 	0	01.40E001	025.21 	1074.754803	04.20E001	047.17174441	1064.218627
11.4432	17.3	01.56E+01	0185.82 	0	1.33E+01	0238.91 	0	3.99E+01	0258.7262428	0
10.0128	17.3	05.35E+00	0258.04 	67.11611896	02.17E+00	0155.67 	33.78729064	06.50E+00	0176.2954153	32.80125438
8.5824	17.3	05.13E+01	0259.27 	0	07.55E001	0360.91 	794.9128397	02.26E+00	0379.5290096	787.1075511
7.152	17.3	03.25E+01	0405.87 	0	02.42E+00	0646.56 	49.35002858	07.25E+00	0662.3798882	48.4207768
5.7216	17.3	09.93E+00	 501.22 	19.94136441	02.88E+00	0327.72 	17.55827195	08.63E+00	0346.6644313	16.0891509
4.2912	17.3	07.06E+00	0211.17 	58.82763862	07.90E+01	02,317.39 	0	02.37E+02	02316.862974	0
2.8608	17.3	3.37E+00	0354.06 	162.1620729	01.39E+00	093.28 	69.59131137	04.15E+00	0114.5770543	68.59457186
1.4304	17.3	04.05E+00	0270.62 	58.14197796	3.32E+00	0286.85 	30.27321722	9.95E+00	0306.1973003	29.24367595
214.56	15	01.09E+01	0281.35 	20.67891456	01.62E+00	0302.15 	61.89126855	04.85E+00	0321.3425431	60.93035887
213.1296	15	5.30E+00	0257.67 	21.3708459	08.48E001	 349.91 	1024.880579	02.54E+00	324.3356741	1014.831397
211.6992	15	1.09E+01	0214.75 	0	04.14E+00	096.00 	0	01.24E+01	0117.2110096	0
210.2688	15	04.67E+00	0271.92 	47.10848601	6.59E+00	0258.32 	0	1.98E+01	0278.0020064	0
208.8384	15	05.39E+00	0397.85 	75.81943342	03.68E001	01,600.83 	738.8933002	01.11E+00	01607.311342	731.6340345
207.408	15	1.78E+01	0208.33 	0	05.01E+00	0179.00 	0	01.50E+01	0199.4622492	0
205.9776	15	07.69E+00	0307.81 	24.41371049	01.22E+00	0224.95 	112.0851264	03.65E+00	0244.8979776	110.7926287
204.5472	15	5.64E+00	0524.59 	89.31201679	01.44E+01	0316.24 	0	04.31E+01	0335.3503962	0
203.1168	15	02.25E+00	0252.74 	33.37414035	1.42E+00	0306.02 	17.29860851	4.27E+00	0325.1737508	15.81094462
201.6864	15	01.44E+01	0155.85 	0	07.66E001	011.24 	495.2272619	02.30E+00	033.28361661	490.3375049
200.256	15	06.34E+00	0227.14 	38.45315891	1.95E+00	0437.51 	97.51596767	5.84E+00	0455.3749489	96.33669995
198.8256	15	03.08E+00	 273.64 	312.1719017	02.83E+00	074.36 	49.10368642	08.49E+00	095.84005431	48.17458468
197.3952	15	01.33E+00	025.59 	328.8328135	1.14E+01	0236.25 	0	3.41E+01	0256.0922875	0
195.9648	15	5.89E+00	0136.30 	36.00529185	1.73E+00	051.27 	70.20153513	5.19E+00	072.91267093	69.20158283
194.5344	15	05.79E+00	0291.10 	58.27916671	1.58E+02	0262.31 	0	4.73E+02	0281.8930767	0
193.104	15	01.19E+01	0354.43 	10.60383724	5.10E+00	0722.73 	1.498745221	1.53E+01	0737.8067891	0
191.6736	15	3.62E+00	0173.61 	41.87398033	2.77E+00	0226.16 	18.75719977	8.30E+00	0246.09523	17.36526881
190.2432	15	5.67E+00	0313.92 	102.6427534	01.16E+00	055.19 	52.34964749	03.47E+00	076.80374121	51.41684036
188.8128	15	1.84E+01	0675.26 	0	02.13E+01	0311.22 	0	06.38E+01	0330.3817987	0
187.3824	15	3.21E+00	0604.64 	134.2119833	02.59E+00	0360.85 	36.04533305	07.78E+00	0379.469147	35.07900684
185.952	15	2.10E+00	0899.07 	255.5251069	01.94E+00	0386.79 	43.83663656	05.83E+00	0405.2100735	42.90456527
184.5216	15	3.74E+01	0308.36 	0	09.29E+00	0415.14 	0	02.79E+01	0433.2257796	0
183.0912	15	1.19E+00	0291.96 	64.20817364	2.32E+00	0301.00 	19.04216048	6.96E+00	0320.2051534	17.66675249
181.6608	15	2.76E+01	0235.53 	0	2.19E+00	0884.63 	54.5194452	6.58E+00	0898.118885	53.5822761
180.2304	15	07.54E+00	0255.63 	13.53964402	1.34E+01	0165.70 	0	4.03E+01	0186.2326102	0
178.8	15	04.53E+00	046.99 	95.98540046	8.59E001	0363.87 	81.08327208	2.58E+00	0382.462278	80.0190187
177.3696	15	03.56E+00	022.26 	139.4441181	1.26E+01	0383.16 	0	3.79E+01	0401.5584537	0
175.9392	15	1.52E+01	0268.34 	0	05.14E001	0309.10 	80.50424579	01.54E+00	0328.2267444	79.44370264
174.5088	15	3.64E+01	0260.51 	0	5.13E+00	0236.38 	0	1.54E+01	0256.2120128	0
173.0784	15	1.62E+01	0406.98 	0	01.83E+00	 3,650.10 	909.6428206	05.48E+00	3592.236089	900.7184539
171.648	15	06.19E+00	 58.65 	28.82306807	4.94E+00	0206.45 	0	1.48E+01	0226.580016	0
170.2176	15	01.82E+01	0356.04 	0	01.45E+00	0923.01 	104.9252413	04.35E+00	0936.1316486	103.68941
168.7872	15	06.61E+00	021.34 	65.24195438	1.08E+00	0218.18 	38.21812427	3.23E+00	0238.1933642	37.26598412
167.3568	15	07.80E+00	0292.45 	11.70421606	05.59E001	0208.14 	176.3734212	01.68E+00	0228.2561693	174.523346
165.9264	15	01.10E+01	 26.64 	39.43567179	1.56E+00	 301.48 	65.09638927	4.67E+00	276.3857157	64.12171007
164.496	15	2.15E+01	0209.26 	0	9.18E001	0668.50 	230.773338	2.76E+00	0684.1100192	228.4203286
163.0656	15	1.16E+01	0276.79 	15.02214705	2.35E+00	0301.61 	18.61393367	7.05E+00	0320.8037796	17.2134483
161.6352	15	1.57E+01	0283.57 	0	2.47E+00	0288.18 	0	7.42E+00	0307.514278	0
160.2048	15	6.87E+00	0262.11 	11.06359607	4.76E+00	0253.61 	0	1.43E+01	0273.2728594	0
158.7744	15	01.68E+00	0331.31 	66.73615106	7.24E+00	0406.74 	0	2.17E+01	0424.9048754	0
157.344	15	04.40E+00	0278.88 	20.67891456	03.74E001	 48.24 	996.2706198	01.12E+00	25.62120128	986.500753
155.9136	15	02.62E+00	0326.99 	26.02718667	01.30E+00	0148.84 	63.335093	03.89E+00	0169.5908019	62.36820271
154.4832	15	05.24E+00	0125.01 	42.87129565	02.42E+00	0168.43 	44.22553505	07.25E+00	0188.9264281	43.29413438
153.0528	15	04.50E+00	057.91 	67.57731205	07.70E+05	 71,036.13 	12822.3928	02.31E+06	70318.94334	12696.93237
151.6224	15	06.69E+00	0360.97 	0	05.22E+01	0287.46 	0	01.57E+02	0306.7959265	0
150.192	15	06.65E+00	0106.76 	66.51895988	03.06E+00	0484.00 	24.08720049	09.18E+00	0501.4093035	22.92305362
148.7616	15	9.73E+00	0412.47 	0	01.67E+00	0342.47 	64.85642131	05.00E+00	0361.2709105	63.88283374
147.3312	15	5.76E+00	0221.04 	55.77765842	1.19E+00	0270.47 	33.29081899	3.57E+00	0289.9745304	32.2996657
145.9008	15	01.05E+01	0363.50 	0	4.99E+00	0370.46 	0	1.50E+01	0388.9873035	0
144.4704	15	7.12E+00	0278.02 	9.296239207	5.29E+00	0304.57 	22.12683741	1.59E+01	0323.7370479	20.89579554
143.04	15	1.20E+01	0190.82 	0	1.80E+00	0280.02 	20.74656316	5.41E+00	0299.4328243	19.4578923
141.6096	15	1.06E+01	0278.82 	46.91194251	5.20E+00	0308.74 	26.11631614	1.56E+01	0327.8675687	25.00702787
140.1792	15	1.62E+01	0249.84 	27.32600538	8.02E+00	0306.93 	25.48818842	2.41E+01	0326.0716901	24.36325971
138.7488	15	2.29E+01	0239.78 	8.399892061	8.65E+00	0321.56 	22.59007393	2.60E+01	0340.5584441	21.37628136
137.3184	15	4.69E+01	0244.84 	15.5505781	1.77E+01	0318.23 	13.86154389	5.30E+01	0337.266	12.0404342
135.888	15	4.96E+01	0249.96 	14.01601159	2.69E+01	0314.91 	22.52412929	8.06E+01	0334.0334185	21.30793978
134.4576	15	1.04E+02	0246.14 	7.553873795	3.91E+01	0314.48 	18.7214332	1.17E+02	0333.5545176	17.32738242
133.0272	15	1.15E+02	0240.96 	10.18232594	4.93E+01	0310.86 	15.9284102	1.48E+02	0329.9627604	14.32986121
131.5968	15	8.93E+01	0241.02 	8.018721788	4.60E+01	0308.86 	16.88636489	1.38E+02	0327.9872939	15.36775378
130.1664	15	1.16E+02	0236.95 	14.81597037	5.39E+01	0304.81 	16.62120395	1.62E+02	0323.9764984	15.08164358
128.736	15	1.21E+02	0240.77 	14.18672163	6.67E+01	0306.62 	12.86456119	2.00E+02	0325.772377	10.90162636
127.3056	15	1.42E+02	0239.35 	15.06318042	7.28E+01	0303.96 	14.77437421	2.18E+02	0323.1384217	13.06149961
125.8752	15	1.22E+02	0236.08 	19.19124185	7.40E+01	0302.03 	15.0173874	2.22E+02	0321.2228179	13.33047573
124.4448	15	1.64E+02	0230.10 	14.05881021	7.78E+01	0293.99 	18.64980034	2.34E+02	0313.2610895	17.25147247
123.0144	15	5.72E+01	0226.52 	23.26158036	2.95E+01	0284.38 	25.61422249	8.84E+01	0303.7429329	24.49252233
121.584	15	3.34E+01	0236.89 	25.19257729	1.00E+01	0294.71 	40.28382374	3.01E+01	0313.9794409	39.341546
120.1536	15	2.05E+01	0219.31 	45.16629187	9.33E+00	0276.82 	43.83663656	2.80E+01	0296.2601054	42.90456527
118.7232	15	3.82E+01	0216.29 	10.60383724	1.46E+01	0273.62 	29.12930662	4.38E+01	0293.0873866	28.08139271
117.2928	15	6.92E+01	0206.85 	21.81558037	2.23E+01	0271.62 	24.21573408	6.68E+01	0291.1119201	23.05545571
115.8624	15	4.55E+01	0215.30 	28.45097778	1.57E+01	0278.75 	41.54816713	4.70E+01	0298.1757093	40.61042026
114.432	15	5.53E+01	0233.68 	42.47280469	2.99E+01	0307.53 	39.83268614	8.97E+01	0326.7301789	38.88852651
113.0016	15	1.27E+02	0238.67 	26.40941944	6.60E+01	0308.92 	27.60449697	1.98E+02	0328.0471565	26.52811596
111.5712	15	8.93E+01	0236.39 	23.16184845	3.66E+01	0302.75 	27.29656058	1.10E+02	0321.9411693	26.21381532
110.1408	15	6.16E+01	0238.37 	16.8100031	2.01E+01	0296.71 	41.85627186	6.02E+01	0315.9549073	40.91947133
108.7104	15	7.21E+01	0235.10 	25.77134548	3.69E+01	0297.07 	27.78875981	1.11E+02	0316.3140831	26.7160831
107.28	15	1.48E+02	0232.57 	14.18672163	7.47E+01	0299.43 	16.69719646	2.24E+02	0318.6487252	15.16372702
105.8496	15	1.66E+02	0236.64 	15.83084667	6.65E+01	0301.12 	17.55827195	2.00E+02	0320.3847412	16.0891509
104.4192	15	9.39E+01	0245.15 	23.0952698	2.58E+01	0308.26 	20.98490776	7.74E+01	0327.3886677	19.70691138
102.9888	15	4.45E+01	0246.20 	16.8100031	1.50E+01	0308.20 	19.74592233	4.50E+01	0327.3288051	18.40869773
101.5584	15	5.37E+01	0243.24 	16.02932264	1.50E+01	0312.61 	9.305647707	4.50E+01	0331.6987764	6.440501098
100.128	15	3.15E+01	0245.46 	15.42957169	9.86E+00	0312.25 	0	2.96E+01	0331.3396006	0
98.6976	15	1.22E+01	0244.72 	39.69502316	7.30E+00	0308.86 	12.86456119	2.19E+01	0327.9872939	10.90162636
97.2672	15	1.69E+01	0236.82 	26.50469887	2.45E+00	0506.79 	202.6598968	7.36E+00	0523.9775112	200.5687676
95.8368	15	04.33E+03	0382.87 	0	1.77E+00	0327.18 	110.2898388	5.32E+00	0346.1256677	109.0117135
94.4064	15	9.61E+00	0219.80 	3.878131307	2.25E+00	0808.94 	45.19565099	6.75E+00	0823.170885	44.2655818
92.976	15	7.43E+00	0270.44 	5.9789493	1.39E+00	0425.72 	144.7927106	4.17E+00	0443.7616006	143.2244781
91.5456	15	05.23E+00	 516.88 	109.9508014	01.96E+00	0405.41 	45.22332524	05.86E+00	0423.5878978	44.29328711
90.1152	15	09.30E+00	 565.05 	16.88698018	02.87E+00	035.73 	14.40525808	08.60E+00	057.52797764	12.65076425
88.6848	15	8.06E+00	0238.43 	0	2.85E+00	0410.60 	18.0717703	8.56E+00	0428.7360831	16.63732153
87.2544	15	5.97E+00	0324.95 	31.30157422	1.13E+00	0357.71 	78.79228959	3.39E+00	0376.3562907	77.74254718
85.824	15	1.29E+01	0221.16 	0	9.42E+00	0309.22 	0	2.83E+01	0328.3464696	0
84.3936	15	1.87E+01	0243.85 	33.85039624	7.14E+00	0302.81 	21.49180796	2.14E+01	0322.0010319	20.23547703
82.9632	15	5.91E+01	0240.28 	12.27428576	1.04E+01	0307.35 	23.40821453	3.13E+01	0326.4907284	22.22263813
81.5328	15	2.93E+01	0238.06 	17.07860814	3.21E+00	0298.46 	42.02417708	9.63E+00	0317.6909233	41.08786734
80.1024	15	7.34E+00	0241.39 	36.8831099	01.86E+00	0111.36 	98.79556804	05.59E+00	0132.416115	97.60670293
78.672	15	02.19E+01	0255.63 	0	07.35E001	 43.83 	783.3803445	02.20E+00	21.19136741	775.6874877
77.2416	15	5.27E+00	0222.27 	52.29588327	01.10E+00	 59.00 	197.5805124	03.31E+00	36.21688498	195.5362976
75.8112	15	1.18E+01	0339.63 	0	02.61E+00	0219.81 	33.17375712	07.83E+00	0239.809655	32.18135245
74.3808	15	4.67E+00	0628.76 	160.8440538	6.45E001	0121.94 	79.18751892	1.93E+00	0142.8920735	78.13530596
72.9504	15	02.30E+00	0310.77 	81.0893454	2.97E+00	0228.76 	0	8.90E+00	0248.6693227	0
71.52	15	3.01E+01	0405.50 	0	03.41E001	0198.23 	93.59522074	01.02E+00	0218.4386997	92.44486038
70.0896	15	04.46E001	0306.39 	159.5258991	6.94E001	056.83 	640.0497254	2.08E+00	078.47989457	633.7529958
68.6592	15	01.18E+01	0400.13 	9.353528815	6.43E+02	0357.95 	0	1.93E+03	0376.5957412	0
67.2288	15	04.80E+00	0126.55 	145.1481863	4.55E+00	0290.91 	0	1.37E+01	0310.2679585	0
65.7984	15	07.04E+00	0168.12 	32.98604071	7.53E+00	0334.01 	0	2.26E+01	0352.8901438	0
64.368	15	8.05E+00	0608.09 	65.78557444	02.52E+00	0123.02 	68.52923343	07.56E+00	0143.9696006	67.53796773
62.9376	15	05.16E+00	0258.16 	54.31585803	03.52E+00	0314.12 	5.819103891	01.06E+01	0333.1953419	0
61.5072	15	1.09E+06	0283.08 	0	02.22E+00	0341.57 	55.62806584	06.65E+00	0360.3729712	54.68815446
60.0768	15	1.44E+01	0228.68 	0	1.65E+00	0214.43 	44.39205407	4.95E+00	0234.4818818	43.46091615
58.6464	15	01.15E+01	0314.04 	0	1.93E+00	0176.16 	19.95478843	5.80E+00	0196.5888435	18.62822622
57.216	15	02.15E+00	 192.85 	118.2796281	01.62E+00	0229.73 	59.10285054	04.85E+00	0249.6271246	58.15235404
55.7856	15	01.86E+00	0413.58 	89.63275868	01.56E+01	0167.52 	0	04.68E+01	0188.0284888	0
54.3552	15	08.22E+00	018.87 	27.48307018	02.50E+00	0109.91 	11.23779305	07.49E+00	0130.9794121	8.966606346
52.9248	15	01.66E+01	0323.91 	0	08.28E001	 1,144.28 	1170.623497	02.49E+00	1110.930498	1159.15098
51.4944	15	2.92E+00	0332.97 	73.15026203	01.02E+00	0239.22 	42.27583732	03.05E+00	0259.0255559	41.34023085
50.064	15	5.07E+00	 607.60 	153.3550289	02.30E+00	0128.95 	70.06890641	06.91E+00	0149.8361374	69.0696565
48.6336	15	1.29E+01	0123.04 	13.36375009	1.22E+00	0281.41 	77.44775173	3.65E+00	0300.8096645	76.4063066
47.2032	15	7.67E+00	0494.12 	55.2540523	01.19E+00	0474.75 	207.6351611	03.58E+00	0492.2503227	205.4979471
45.7728	15	4.23E+00	0230.22 	20.25891621	01.08E+00	0157.60 	104.0912176	03.23E+00	0178.2708818	102.8618671
44.3424	15	01.67E+01	0453.30 	0	01.44E+00	0288.31 	202.5052101	04.33E+00	0307.6340032	200.4155117
42.912	15	6.16E+00	0266.55 	26.44119145	01.61E+00	073.21 	111.9550583	04.82E+00	094.70266454	110.6636053
41.4816	15	03.32E+00	0161.46 	165.6410157	03.51E+00	0188.50 	9.584022569	01.05E+01	0208.8008179	6.829060474
40.0512	15	1.10E+01	0275.55 	2.32200542	1.77E+00	0712.03 	126.1122457	5.30E+00	0727.2111054	124.7043145
38.6208	15	9.00E+01	0623.33 	0	02.20E+00	0262.25 	104.9252413	06.61E+00	0281.8332141	103.68941
37.1904	15	2.34E+02	0406.12 	0	01.94E+00	0267.27 	18.54209887	05.82E+00	0286.8018115	17.13726004
35.76	15	3.58E+00	0477.66 	112.6049432	2.64E+00	0410.60 	42.24788667	7.92E+00	0428.7360831	41.31220399
34.3296	15	02.03E+01	0287.27 	0	02.17E+00	0150.71 	81.74101682	06.51E+00	0171.3866805	80.67251503
32.8992	15	6.60E+00	0274.20 	0	1.66E+00	 6.23 	96.65387971	4.97E+00	016.04318211	95.48103411
31.4688	15	01.17E+01	0327.73 	0	04.12E+00	088.44 	0	01.24E+01	0109.7281821	0
30.0384	15	03.92E+00	 184.96 	561.9723449	01.32E+00	0378.81 	128.706032	03.97E+00	0397.248345	127.2762336
28.608	15	06.77E+00	0325.45 	14.69143603	1.36E+00	 1,277.76 	214.5423289	4.07E+00	1243.107163	212.3409354
27.1776	15	08.81E+00	0251.69 	36.82471794	2.56E+00	0614.15 	3.553202686	7.69E+00	0630.293524	0
25.7472	15	01.14E+02	0258.35 	0	08.94E001	0269.32 	36.33266164	02.68E+00	0288.8371406	35.36846085
24.3168	15	07.18E+00	0262.91 	36.91229914	02.17E+00	 42.98 	34.16584092	06.51E+00	20.41315335	33.18350569
22.8864	15	04.71E+00	0333.28 	34.97564344	01.46E+00	 121.15 	366.4376244	04.39E+00	97.81552077	362.7924237
21.456	15	04.67E+00	01,108.76 	54.20537678	02.47E+00	0145.03 	0	07.40E+00	0165.7595942	0
20.0256	15	01.56E+00	0187.42 	74.87639572	01.20E+00	069.40 	112.8134369	03.59E+00	090.93131949	111.5150795
18.5952	15	04.16E+00	0387.61 	118.8096387	01.33E+00	0618.14 	591.0603438	04.00E+00	0634.2444569	585.2401033
17.1648	15	04.09E+00	067.22 	105.3284686	03.11E+00	0356.44 	16.92406173	09.33E+00	0375.0991757	15.40836082
15.7344	15	06.01E+00	0189.15 	230.5960772	7.17E+00	0342.41 	0	2.15E+01	0361.2110479	0
14.304	15	3.60E+01	0456.87 	0	02.80E+00	0120.24 	20.54131853	08.41E+00	0141.2159201	19.24319289
12.8736	15	01.53E+01	0386.07 	0	08.54E+05	0301.67 	0	02.56E+06	0320.8636422	0
11.4432	15	5.38E+00	0143.51 	30.90736574	1.88E+00	0250.22 	40.452779	5.65E+00	0269.9205527	39.51116915
10.0128	15	01.86E+01	0250.27 	23.19511048	02.57E+00	 6,660.53 	17947.65597	07.69E+00	6573.214968	17772.04869
8.5824	15	1.14E+01	0211.11 	0	1.63E+00	0233.72 	21.39083405	4.89E+00	0253.5780575	20.1302961
7.152	15	5.48E+00	0648.98 	81.76028766	2.09E+00	01,118.28 	66.10889084	6.26E+00	01129.487911	65.12950452
5.7216	15	02.09E+00	 606.61 	264.0857	02.23E+00	0305.11 	64.00267345	06.69E+00	0324.2758115	63.03289262
4.2912	15	01.83E+01	0343.58 	11.55864174	04.87E001	0376.57 	359.932955	01.46E+00	0395.0932907	356.3503165
2.8608	15	05.71E+00	0307.07 	38.71366839	2.28E+00	0301.55 	42.77846181	6.83E+00	0320.7439169	41.84414635
1.4304	15	07.11E+00	 48.54 	116.7422861	2.54E+00	 47.76 	46.82454036	7.61E+00	25.0824377	45.89568202
214.56	12	05.43E+00	059.82 	118.597641	01.83E+00	0329.41 	94.8504753	05.49E+00	0348.3405847	93.69094542
213.1296	12	08.04E+00	 199.51 	41.15932122	01.70E+00	0239.70 	27.11128729	05.09E+00	0259.5044569	26.0246054
211.6992	12	01.07E+01	 33.12 	28.82306807	3.41E+00	0284.50 	0	1.02E+01	0303.8626581	0
210.2688	12	8.31E+00	0150.36 	30.45090083	01.17E+01	0635.37 	0	03.52E+01	0651.3053035	0
208.8384	12	3.33E+00	0197.60 	81.67978834	3.97E+00	0267.63 	0	1.19E+01	0287.1609872	0
207.408	12	03.23E+00	 317.37 	454.9988728	02.16E+00	0361.70 	40.73410877	06.48E+00	0380.3072236	39.79356742
205.9776	12	05.50E+00	073.64 	136.8813322	1.54E+00	0258.68 	33.61225535	4.63E+00	0278.3013195	32.6244497
204.5472	12	02.37E+01	0137.28 	0	05.01E+00	0122.78 	0	01.50E+01	0143.7301502	0
203.1168	12	03.29E+00	0277.65 	242.9441577	01.14E+00	0155.79 	159.9210661	03.41E+00	0176.4151406	158.2191602
201.6864	12	02.10E+01	0242.81 	0	07.44E001	0289.09 	62.4263208	02.23E+00	0308.4122173	61.46323915
200.256	12	8.48E+00	0223.50 	0	01.32E+00	0240.24 	57.00412796	03.95E+00	0260.0432204	56.06036962
198.8256	12	3.62E+00	0343.89 	204.0197838	2.64E+00	0144.49 	0	7.91E+00	0165.2208307	0
197.3952	12	02.44E+00	017.27 	140.0780869	3.25E+00	0245.14 	7.329525475	9.74E+00	0264.8920927	3.040897232
195.9648	12	4.57E+00	0270.19 	81.57245012	03.96E+00	0365.08 	20.19722104	01.19E+01	0383.6595304	18.88267502
194.5344	12	6.67E+00	0486.97 	29.22463542	02.47E+01	0338.66 	0	07.42E+01	0357.4995655	0
193.104	12	03.04E+00	0388.79 	56.43838602	08.07E001	0106.40 	83.66022722	02.42E+00	0127.5073802	82.57913161
191.6736	12	01.20E+01	 666.50 	36.3276474	1.52E+00	0241.03 	89.06581139	4.56E+00	0260.8214345	87.94780559
190.2432	12	05.31E+00	0415.98 	41.50260373	1.53E+00	0355.95 	7.533023011	4.58E+00	0374.6202748	3.494660523
188.8128	12	01.26E+01	0317.25 	0	02.73E+00	0276.76 	8.727953072	08.19E+00	0296.2002428	5.5915121
