RA	DE	Halpha	RVHalpha	SigmHalpha	[NII]6548	RV[NII]6548	Sigm[NII]6548	[NII]6584	RV[NII]6584	Sigm[NII]6584	[SII]6717	RV[SII]6717	Sigm[SII]6717	[SII]6731	RV[SII]6731	Sigm[SII]6731
81.801	15	94.2	-276.9152045	18.54691678	8.249	-278.0447184	23.50712032	24.75	-253.7962655	23.34786805	25.53	-242.3422823	30.64775242	20.38	-268.5256229	30.56284787
80.46	15	90.51	-280.5239642	19.91902917	6.12	-263.2565669	57.98589246	18.36	-239.0867386	57.66371253	16.05	-232.6110947	25.49838832	12.62	-258.8161212	25.4216031
79.119	15	88.65	-279.4733126	25.40913486	6.818	-273.4205596	40.37058645	20.45	-249.1966921	40.13600117	23.46	-235.2894032	37.14876579	15.34	-261.4884611	37.05228102
77.778	15	433.9	-273.3521253	19.07541695	27.05	-273.6952621	17.98258665	81.14	-249.4699341	17.84215478	57.35	-227.5223085	21.41358951	37.71	-253.7386754	21.3420954
76.437	15	1645	-281.7116572	12.78345492	101.6	-282.2110397	13.84672109	304.9	-257.9404357	13.71483991	273.6	-236.1375342	11.95935779	175.9	-262.3347021	11.89008588
75.096	15	1871	-277.3720095	11.09466498	160.1	-280.0134197	11.45844883	480.3	-255.7544998	11.327053	458.8	-234.6198261	6.822425135	315.5	-260.8203762	6.732230145
73.755	15	592.6	-273.7175693	11.49071731	57.7	-279.0519609	11.17134624	173.1	-254.7981528	11.03965396	186	-231.1826635	8.10683945	129.7	-257.3908733	8.025765677
72.414	15	265.8	-274.3570964	14.91380818	26.36	-276.3507196	17.91188097	79.09	-252.1112733	17.77164764	69.14	-231.227302	12.88475456	59.87	-257.4354123	12.81649127
71.073	15	127.1	-273.6718888	15.6334954	13.86	-275.5723958	11.31539035	41.57	-251.3370877	11.18385848	34.71	-234.4412722	12.32249509	25.79	-260.6422202	12.25367423
69.732	15	73.94	-266.865494	10.55147352	8.218	-283.7219035	17.41437573	24.66	-259.4432666	17.27549848	23.97	-226.3617082	6.868350466	5.541	-252.5806614	6.778560091
68.391	15	61.54	-270.7940172	8.467499008	4.858	-304.5077263	39.23083211	14.57	-280.1185769	39.00172681	5.295	-202.9711471	141.3790343	6.02	-229.2422261	141.0603729
67.05	15	40.03	-275.6361504	4.23339842	6.782	-280.3796897	21.95953506	20.35	-256.1188224	21.8060917	-0.7658	-149.7620846	79.67463162	3.975	-176.1517397	79.49069082
65.709	15	34.08	-277.2806485	0	4.563	-278.5025559	26.90497862	13.69	-254.2516688	26.73199425	19.73	-242.9225825	7.2708578	3.134	-269.1046299	7.184335381
64.368	15	41.46	-265.5864399	0	11.68	-298.2353525	7.525844122	35.04	-273.8795516	7.378087046	100.3	-227.6115855	0	18.79	-253.8277534	0
63.027	15	31.95	-272.4841958	0	1.881	-310.6885327	54.86112675	5.644	-286.2665216	54.55476928	6.014	-262.7420655	225.6347168	0.5437	-288.8799453	225.1296359
61.686	15	36.02	-270.0631292	3.766370448	6.771	-283.996606	18.40500013	20.31	-259.7165086	18.26335363	16.94	-235.6911495	7.904430131	1.514	-261.8893121	7.822180821
60.345	15	31.34	-266.8198135	2.831770166	8.985	-289.4906561	0	26.96	-265.1813483	0	6.481	-177.2593853	60.83638637	1.822	-203.5877629	60.69244873
59.004	15	55.32	-269.6520046	0	6.532	-286.926766	15.64485503	19.6	-262.6310898	15.5101337	3.395	-319.9239524	50.48014738	-5.638	-345.9789416	50.35757233
57.663	15	50.56	-272.3928348	0	4.954	-286.0568748	23.35340612	14.86	-261.7658235	23.1947452	18.97	-235.2894032	0	17.77	-261.5330001	0
56.322	15	47.86	-274.1743744	0	8.619	-280.6543922	16.98415962	25.86	-256.3920644	16.84639391	17.08	-238.9943967	11.46431114	7.724	-265.185198	11.39429498
54.981	15	53.16	-269.7433656	0	3.89	-97.83987538	194.2153577	11.67	-74.5495221	193.178623	3.422	-163.1982656	105.8069306	2.742	-189.5579783	105.5663315
53.64	15	37.98	-266.7284525	0	2.842	-256.9384093	32.36052076	8.526	-232.8021729	32.16358221	16.42	-244.8866754	15.01014656	3.395	-271.0643459	14.94276073
52.299	15	102.2	-269.9717681	0	17.19	-299.3799462	0	51.56	-275.0180599	0	10.3	-257.8318332	4.938542995	11.72	-283.9806555	4.823410122
50.958	15	34.38	-266.4543695	0	8.954	-288.1171436	0	26.86	-263.8151384	0	17.83	-229.4864014	10.26255756	5.387	-255.6983913	10.18998821
49.617	15	34.9	-272.0273907	0	6.498	-292.1003299	16.96015058	19.5	-267.7771472	16.82244514	16.02	-221.6746683	0	6.367	-247.9040666	0
48.276	15	39.65	-271.0681002	0	8.019	-289.2159536	12.16016596	24.06	-264.9081063	12.02912924	6.775	-229.441763	0	15.9	-255.6538523	0
46.935	15		-299792	0		-299792	0		-299792	0	3.729	-294.3014675	8.72996518	-13.32	-320.3690174	8.652031711
45.594	15	28.76	-266.1802865	0	2.898	-66.43222236	265.8450611	8.693	-43.30885493	264.4286078	24.36	-236.494642	0	7.645	-262.6910141	0
44.253	15	-15.42	11.10036204	210.0446207	5.33	-292.2376811	3.63643561	15.99	-267.9137682	3.388498649	-9.012	-41.82625134	62.45663153	-1.972	-68.45644094	62.30930018
42.912	15	-13.9	60.52666545	373.6292662	7.025	-285.3243348	10.5248113	21.08	-261.0371782	10.39208343	12.66	-250.0201001	17.47151866	7.969	-276.1863307	17.40343719
41.571	15	-15.01	-119.3174718	65.88943942	3.442	-211.1546585	76.12087179	10.32	-187.2618417	75.70558162	4.383	-438.3051888	279.6931494	1.069	-464.0518271	279.0680355
40.23	15	-15.37	13.29302615	300.1491049	1.996	-327.3080342	66.17389444	5.988	-302.7976619	65.80989953	4.216	-203.238978	60.07421188	8.026	-229.5094601	59.93186661
38.889	15	-25	157.0495666	311.9029901	4.857	-586.535631	470.8013196	14.57	-560.6470169	468.2964886	5.124	-221.272922	20.57271783	9.962	-247.5032156	20.50212473
37.548	15	-16.5	80.80880844	402.446286	8.718	-295.8545974	0	26.15	-271.5114544	0	-2.864	-204.4442168	4.75235848	14.55	-230.7120131	4.633467619
36.207	15	-13.41	56.78086427	333.6400138	5.114	-136.6187123	0	15.34	-113.1221826	0	-4.667	-246.7614914	33.72696453	-5.951	-272.9349838	33.6367148
34.866	15	-13.04	-140.5589053	42.53734945	2.713	-57.0007697	171.0601594	8.138	-33.92754671	170.1459734	-2.858	-384.69438	65.45685415	-2.581	-410.5604897	65.30321029
33.525	15	-15.75	-123.1089535	61.77561539	6.185	-283.4014172	1.84558966	18.56	-259.1244843	1.329878311	10.69	-198.2394687	0	-10.43	-224.5656313	0
32.184	15	-16.48	-136.9044652	53.02998594	1.623	-41.7547807	210.7950454	4.868	-18.76261644	209.670487	0.7711	-436.2964574	144.982412	-4.962	-462.0475721	144.65581
30.843	15	-10.91	-169.0635387	83.96663536	2.747	-317.5103115	46.35449563	8.24	-293.052031	46.09067142	18.29	-235.5125956	0	3.391	-261.7111561	0
29.502	15	-15.65	-172.3068544	89.09214832	2.522	-248.7431179	51.74779538	7.567	-224.6504536	51.45710742	4.084	-222.4335223	0	17.31	-248.6612295	0
28.161	15	-13.32	114.0185336	509.5745263	2.971	-232.9477239	81.00236777	8.913	-208.9390393	80.56176149	-5.465	-188.5529196	80.25349577	-3.048	-214.8561295	80.06831104
26.82	15	35.37	-270.6112952	0	3.165	-124.0281808	184.0427274	9.496	-100.5985915	183.0598487	3.472	-243.0118594	28.41141964	8.269	-269.1937079	28.33019084
25.479	15	35.17	-275.2707064	0	3.42	-173.1541454	198.1513032	10.26	-149.4633669	197.0937245	-8.988	-381.2572174	67.32354842	-2.343	-407.1309868	67.16596021
24.138	15	-17.81	-137.5439922	48.19896022	2.633	-164.8215027	152.6689209	7.9	-141.1750266	151.8519491	6.733	-315.192274	75.94697254	1.457	-341.2132688	75.77102533
22.797	15	-16.75	-147.0455367	50.51795549	8.333	-286.0568748	0	25	-261.7658235	0	29.12	-230.7362787	3032.56804	-11.18	-256.9900223	3025.80981
21.456	15	40.93	-274.4941379	0	3.591	-198.0147221	168.8374403	10.77	-174.1917667	167.93501	-0.8086	-226.1385158	7.69786725	12.48	-252.4025054	7.614328961
20.115	15	-14.03	-277.5547315	588.5373138	-0.3928	-88.13372022	237.5356813	-1.178	-64.8949719	236.2693803	8.597	-182.5713639	48.6169094	-0.4774	-208.8879037	48.49810015
18.774	15	94.64	-270.9767392	0	3.363	-116.9316995	185.2900728	10.09	-93.53984019	184.3005917	-6.158	-508.7893413	48.23955407	6.226	-534.423445	48.12150387
17.433	15	59.17	-275.4991089	0	2.577	-1.968701283	230.6030978	7.731	20.81193134	229.3735536	4.139	-240.1996355	155.5203518	4.477	-266.387751	155.1705038
16.092	15	53.64	-274.2200549	0	3.561	-15.20020525	259.0507043	10.68	7.650775634	257.6702953	37.06	-243.5921596	0	20.72	-269.7727149	0
14.751	15	64.35	-274.9052624	0	2.461	-209.6437947	193.0656907	7.383	-185.7590108	192.0350437	157.3	-243.4136057	0	31.79	-269.5945589	0
13.41	15	65.43	-273.9002913	0	7.88	-284.2255247	11.37272993	23.64	-259.9442102	11.24125532	16.06	-223.9512305	0	3.67	-250.1755555	0
12.069	15	-16.18	-114.9778241	55.53262359	2.237	5.585617593	100.7067679	6.71	28.32608598	100.1633436	17.4	-246.3597451	0.929504944	10.77	-272.5341328	0
10.728	15	23.9	-280.3869227	0.338934114	2.753	-155.7105363	181.8013088	8.258	-132.1125007	180.8302931	11.51	-235.6911495	28.60452693	8.684	-261.8893121	28.5229888
9.387	15	-13.53	-132.2907344	58.22792533	6.512	-290.0858448	7.710387297	19.54	-265.7733726	7.564264136	2.503	-179.4020322	975.5234192	-1.216	-205.7256348	973.3489486
8.046	15	-11.35	50.02014994	355.1991669	4.985	-275.6639633	25.6166846	14.95	-251.4281683	25.44904229	9.74	-234.709103	0	13.72	-260.9094542	0
6.705	15	-14.13	40.74700798	426.522804	6.215	-294.8931387	18.26453573	18.64	-270.5551074	18.12329844	6.125	-156.2346635	89.7477466	2.857	-182.6098945	89.54207474
5.364	15	-12.96	49.79174742	374.7944437	7.036	-144.0814637	0	21.11	-120.5452566	0	1231	-322.0665992	0	2.889E+15	-348.0722746	0
4.023	15	-18.55	-130.1437508	36.76301981	6.366	-389.5739352	0	19.1	-364.7325122	0	12.61	-121.3720143	21.4599751	2.53	-147.8249366	21.38842907
2.682	15	-15.49	-356.0795148	13.74001357	2.055	-63.27314356	238.9377096	6.164	-40.16657208	237.6639743	-18.56	-325.5484002	0	1.292	-351.5908554	0
1.341	15	49.53	-276.778163	0	5.4	-256.6637068	42.52069818	16.2	-232.5289309	42.2756904	14.1	-239.3961429	11.71346775	6.36	-265.586049	11.6438458
0	15	73.08	-278.4226611	0	8.601	-278.9146097	12.07707937	25.8	-254.6615318	11.94602515	-8.711	-275.9550542	95.20386148	-1.109	-302.0634889	94.98635563
199.809	12	-15.94	-160.0644798	59.79294575	2.872	26.6919267	113.137023	8.617	49.32017864	112.5283888	-0.4795	-186.6781036	65.84596353	8.074	-212.9854916	65.69149848
198.468	12	-17.65	-158.1915792	28.16877129	2.982	-40.83910568	197.3914168	8.946	-17.85180981	196.3378626	13.22	-244.3956522	11.8981804	-8	-270.5744169	11.82882489
197.127	12	-13.54	-181.4429548	22.77627783	1.905	-70.82746243	200.8984924	5.716	-47.68072672	199.8263632	10.86	-241.4048743	9.139580447	17.69	-267.590304	9.06337157
195.786	12	-18.74	-134.346357	55.53262359	5.985	-284.4544435	6.337583139	17.95	-260.1719119	6.175556804	18.45	-238.5033734	0	259.8	-264.6952691	0
194.445	12	-17.58	-131.2400829	74.21749451	16.46	-400.2873329	0	49.39	-375.3889497	0	8.318	-318.4062442	15.01014656	4.104	-344.4200767	14.94276073
193.104	12	-14.69	62.44524654	418.0379953	194.2	-245.2177691	0	582.6	-221.1438481	0	-6.195	-323.4057534	39.63459973	-5.299	-349.4084445	39.53343477
191.763	12	-17.76	-141.8379594	69.11495321	5.056	-289.6737911	20.52150229	15.17	-265.3635096	20.37312868	18.81	-258.6799643	0	-8.321	-284.8268964	0
190.422	12	-15.17	-19.64261596	476.0684495	2.067	-129.6137984	49.70683113	6.202	-106.1545119	49.42635535	-3.708	-282.7847409	0	22.11	-308.8779557	0
189.081	12	-13.71	-133.980913	52.16001134	13.56	-286.1026585	0	40.68	-261.8113638	0	-4.035	-200.8285003	345.885608	0.1004	-227.1043542	345.1133326
187.74	12	-19.4	-342.7864887	24.05710128	-1.477	-287.0183335	38.88425986	-4.432	-262.7221704	38.65681414	-2.886	-418.3517904	126.3432416	5.94	-444.1428947	126.0576591
186.399	12	-15.2	10.186752	551.0951797	5.507	-297.777515	5.946065009	16.52	-273.4241483	5.777476446	8.979	-278.3655319	0	18.78	-304.4685949	0
185.058	12	-12.35	32.38747608	412.1936305	60.46	-244.8514991	0	181.4	-220.7795254	0	-1.079	-278.945832	101.5149707	-1.635	-305.0476018	101.2837329
183.717	12	-15.72	-124.2509661	46.58582928	1.746	-67.25632987	168.7789457	5.239	-44.12858089	167.8768246	-3.58	-316.2635974	39.10660864	6.921	-342.3267437	39.0064469
182.376	12	-12.54	-163.627559	78.73182082	15.18	-284.4086597	0	45.54	-260.1263716	0	2.393	-182.7499178	30.18203497	6.934	-209.0660597	30.09791189
181.035	12	-16.76	-127.8140452	62.91541362	5.25	-1.739782529	20.31723062	15.75	21.03963299	20.16954751	2.548	-228.3704395	66.99317446	-3.435	-254.5849164	66.83628521
179.694	12	-16.37	-117.0334467	69.19449977	2.42	-206.2100134	32.56845415	7.26	-182.3434859	32.37056909	4.097	-282.1598023	41.19317394	-3.189	-308.2544097	41.08902164
178.353	12	-11.92	13.74983117	448.1124587	2.286	-358.2578497	42.05491955	6.857	-333.5829257	41.81217836	1.396	-545.0804217	53.16606975	-5.405	-570.6336509	53.03801848
177.012	12	-12.65	-165.9572646	33.38827043	2.493	-78.24443005	248.537145	7.479	-55.05826037	247.2125023	-0.345	-238.2801811	0	18.11	-264.4725741	0
175.671	12	-14.89	-138.9144073	60.47431221	8.931	-299.6546487	0	26.79	-275.2913018	0	18.45	-229.0400167	0	16.75	-255.2530013	0
174.33	12	-16.15	-139.9193783	60.51437764	9.781	-295.4883274	0	29.34	-271.1471317	0	7.645	-261.4029113	23.51593806	2.379	-287.5437754	23.44188636
172.989	12	-13.34	50.02014994	412.7178805	4.547	-178.3277092	0	13.64	-154.6094243	0	9.733	-232.8789256	0	13.35	-259.0833552	0
171.648	12	-18.62	-149.5122838	44.6179489	1.775	-331.8864093	66.82650291	5.324	-307.351695	66.45915711	2.816	-233.5038642	31.19637295	7.441	-259.7069012	31.110538
170.307	12	-11.36	-147.9134662	53.51505949	2.638	25.73046793	227.7208418	7.914	48.36383169	226.5065775	-17.12	-385.1407647	0	-105	-411.0058797	0
168.966	12	-13.62	-157.2779692	47.50535318	3.06	-24.0822529	72.80960702	9.181	-1.18404861	72.41144086	-0.007716	-22.40851459	557.2093344	-5.924	-49.12651553	555.966683
167.625	12	-16.04	-174.3167965	22.84670714	7.931	-401.7981967	0	23.79	-376.8917806	0	3.183	-196.1860989	42.04032056	4.64	-222.4722983	41.9345294
166.284	12	-14.72	-79.43839337	618.8158788	3778000	-193.619482	0	11330000	-169.8198949	0	-5.566	-78.16197022	19.64792731	-12.47	-104.7557249	19.57822881
164.943	12	-10.9	-142.6602084	69.19449977	1.894	29.942573	272.2886498	5.683	52.55354215	270.8380095	12.78	-243.2796903	0	-7.447	-269.4609419	0
163.602	12	-16.84	-130.6919169	58.5893245	7.921	-296.4040024	0	23.76	-272.0579383	0	-8.135	-79.32257058	15.19783093	-2.279	-105.8691998	15.13044688
162.261	12	-21.58	-172.4438959	16.97394085	1.471	-0.732540012	237.4577902	4.412	22.04152028	236.1919022	6.871	-256.9837022	26.28858353	1.75	-283.1344145	26.21063784
160.92	12	-13.88	-141.7922789	50.94410023	2.707	-93.49041906	203.3727911	8.121	-70.22319064	202.2875555	17.89	-205.3816248	0	-57.02	-231.647332	0
159.579	12	-21.39	-152.6185579	55.93548029	-5.785	-806.7554722	44.31946764	-17.35	-779.6960097	44.0656652	10.59	-174.5364384	8.500378235	-2.23	-200.870884	8.421365828
158.238	12	-17.12	-111.8258694	57.74582723	10.13	-297.4570287	0	30.4	-273.1053659	0	6.168	-189.3117737	33.33186369	0.2632	-215.6132925	33.24231549
156.897	12	-15.24	-151.7506284	65.37101819	0.9671	-345.3010483	37.90416216	2.901	-320.695012	37.68139159	-4.286	-354.2063014	40.68794554	2.866	-380.1403536	40.5847657
155.556	12	18.23	-285.6858609	22.44668176	9.008	-394.7017153	1.709757224	27.02	-369.8330293	1.136119037	3.78	-247.38643	16.27541097	9.121	-273.5585298	16.20784901
154.215	12	40.39	-298.704804	20.09100585	7.935	-296.5871374	22.84677433	23.8	-272.2400997	22.69004087	21.41	-247.1185992	20.28978613	13.06	-273.2912958	20.21947803
152.874	12	47.63	-292.9490608	16.31027675	3.258	-43.03672572	234.2641953	9.775	-20.03774571	233.0152406	15.81	-260.5101418	9.139580447	18.14	-286.6975344	9.06337157
151.533	12	19.54	-262.1147218	14.80150734	2.59	-39.19089065	218.5280539	7.769	-16.21235789	217.3625165	13.71	-227.7901394	8.146850241	9.627	-254.0059094	8.06599916
150.192	12	-16.91	-129.1844603	53.49485497	25.55	-282.6230935	0	76.66	-258.3502986	0	3.613	-250.8235926	509.6947096	-0.8468	-276.9880327	508.5578593
148.851	12	-19	-123.428717	62.95538462	4.13	132.269256	14.5158046	12.39	154.3361823	14.38306222	9.208	-229.3971245	22.03706278	9.228	-255.6093133	21.9648526
147.51	12	40.6	-274.4484574	7.309750804	5.483	-284.362876	14.26005848	16.45	-260.0808312	14.12767533	-4.052	-206.7654175	10.53006005	8.774	-233.028041	10.45816304
146.169	12	82.42	-271.0681002	0	8.237	-280.9290947	18.45174794	24.71	-256.6653064	18.30996411	24.74	-239.3515045	0	7.449	-265.54151	0
144.828	12	49.78	-270.4742537	7.797944279	3.497	-86.21080269	218.7228285	10.49	-62.98227799	217.5562588	12.47	-243.5028827	17.84574816	14.11	-269.6836369	17.77744492
143.487	12	52.33	-277.0979265	0	4.247	-242.2418253	74.28833394	12.74	-218.1837266	73.88252594	0.9173	-50.97713877	414.1780322	-1.809	-77.58693567	413.2538101
142.146	12	58.89	-277.5547315	7.579191957	6.636	-290.5436823	8.45374918	19.91	-266.2287759	8.313029837	9.775	-274.3480691	66.72104266	8.979	-300.460085	66.56472887
140.805	12	73.51	-281.8486987	13.41564905	10.9	-290.8183849	5.091261238	32.7	-266.5020179	4.903523549	19.27	-244.4402906	3.774973303	17.63	-270.6189559	3.629275387
139.464	12	77.19	-282.8536698	13.26672413	3.178	-189.6820794	136.9773749	9.534	-165.9034264	136.2432266	6.591	-238.1462656	17.96975972	12.24	-264.3834961	17.90137735
138.123	12	113	-283.9956823	13.56363274	11.44	-292.1918974	16.76765258	34.32	-267.8682279	16.63042333	23.3	-245.5116141	15.70160741	10.14	-271.6878918	15.63417829
136.782	12	221.1	-285.6858609	12.6302062	21.67	-288.0255761	7.185043039	65	-263.7240577	7.033907244	41.07	-241.8066206	12.53137362	30.28	-267.991155	12.46277896
135.441	12	422.5	-288.2896495	16.20291555	40.71	-290.3147636	6.252274682	122.1	-266.0010743	6.088913752	103	-245.8240834	8.653946815	68.17	-271.9996648	8.575665542
134.1	12	966.9	-289.1575791	10.44750821	76.91	-291.6424924	9.885516078	230.7	-267.3217439	9.751182076	174.1	-245.1545063	2.79298371	111.7	-271.3315799	2.598208703
132.759	12	643.8	-287.969886	17.18379206	51.12	-290.0400611	14.28572	153.3	-265.7278323	14.15330243	107.4	-241.9851745	11.62042805	75.69	-268.1693109	11.55066368
131.418	12	1035	-285.4117779	11.74989994	82.52	-286.8351985	9.122477832	247.6	-262.5400091	8.985295836	177.2	-240.6906587	4.148596027	115.1	-266.87768	4.014833185
130.077	12	1424	-288.7464546	11.62077205	86.9	-287.2472523	8.792321698	260.7	-262.9498721	8.653530296	183.4	-240.0657201	1.608871582	128.4	-266.298673	1.249641336
128.736	12	2183	-288.3810105	10.65474239	116.4	-287.7966573	8.419390155	349.3	-263.4963561	8.278458114	272	-241.4941513	0	188.1	-267.679382	0
127.395	12	2775	-288.6550936	9.513859333	161.9	-288.7581161	7.299945095	485.6	-264.452703	7.150003863	357.1	-242.9225825	0	260.2	-269.1046299	0
126.054	12	2405	-289.7514256	10.79138543	137.5	-290.2231961	8.034852769	412.6	-265.9099936	7.891305283	297.8	-243.9492674	5.350177095	231.9	-270.1290269	5.2422913
124.713	12	2402	-284.4524874	12.93561572	131.4	-286.560496	8.825700275	394.2	-262.2667671	8.687083202	307.4	-239.5746968	4.624461286	204.9	-265.764205	4.502787183
123.372	12	3681	-281.4832547	7.445462747	203.7	-284.4086597	8.034852769	611.1	-260.1263716	7.891305283	453.7	-237.43205	2.213108977	305.1	-263.6263331	1.964867836
122.031	12	5528	-282.6252673	8.426875434	300.3	-284.3170922	7.146437659	900.8	-260.0352909	6.994887162	647.6	-237.4766885	0	455.7	-263.6708721	0
120.69	12	8520	-280.5239642	6.136508909	417.4	-282.0279047	5.436992745	1252	-257.7582743	5.257935906	732.8	-236.3607266	0	564.7	-262.6019361	0
119.349	12	10700	-275.4991089	3.330588911	445.4	-278.7772584	6.831736368	1336	-254.5249108	6.676537175	845.4	-232.923564	0	616.3	-259.1278942	0
118.008	12	7000	-271.3878637	7.490254177	232.7	-277.2206109	12.62575515	698.1	-252.9765396	12.49470379	334	-242.2530054	28.58308468	247.1	-268.4365449	28.50158098
116.667	12	1357	-291.3502432	36.63659815	80.2	-315.3584753	28.18269133	240.6	-290.9116354	28.00427242	213.9	-271.9822299	24.05496343	147.2	-298.0995181	23.980196
115.326	12	401.4	-288.243969	60.41421099	38.15	-313.6644765	24.94638192	114.4	-289.2266432	24.78145741	86.57	-263.4116426	25.45430601	60.53	-289.5480303	25.37758442
113.985	12	503.9	-259.6479746	56.25761585	29.51	-272.8253708	60.68680252	88.54	-248.6046678	60.35088069	90.3	-223.058461	56.98030119	63.83	-249.2847755	56.8443907
112.644	12	628.8	-269.6976851	48.17857361	41.22	-274.7940721	47.70118515	123.7	-250.562902	47.43069153	114.7	-226.8973699	43.8291683	83.92	-253.1596684	43.71988487
111.303	12	977.4	-231.1433413	18.03774512	61.82	-231.1621576	13.4805465	185.5	-207.1629664	13.34902259	133.7	-194.3112829	23.89810854	82.76	-220.6016604	23.82355165
109.962	12	1342	-233.7014494	14.99774554	72.17	-237.6176665	12.59860371	216.5	-213.5841531	12.46755823	180.8	-193.9541751	16.3787205	119	-220.2453484	16.31112608
108.621	12	906.6	-266.682772	39.19499059	40.06	-274.4735858	39.06777378	120.2	-250.2441197	38.8394497	98.94	-229.0846552	40.10092549	71.66	-255.2975403	39.99887068
107.28	12	2388	-259.0084476	17.70349227	124.8	-260.3264068	12.18779768	374.3	-236.1721574	12.05676538	315	-213.193358	8.843072391	221.6	-239.4416568	8.765639793
105.939	12	3899	-272.2557933	25.47733967	163.5	-263.1192156	19.60929799	490.6	-238.9501176	19.46394393	423.7	-214.3985968	12.14175112	316	-240.6442098	12.07271523
104.598	12	4669	-286.4624295	19.52379928	226.4	-292.6497349	16.76765258	679.1	-268.3236312	16.63042333	377.8	-243.6367981	22.24362197	273.2	-269.8617929	22.17116622
103.257	12	3435	-286.0969854	18.77415575	151.2	-296.2666512	16.16097143	453.7	-271.9213173	16.0251573	258.2	-248.5023919	17.89539565	177.3	-274.6720048	17.82706105
101.916	12	4958	-279.5646736	14.57554979	140.5	-286.4231448	18.59177429	421.4	-262.1301461	18.44957575	287.8	-239.9318046	17.0685205	201.2	-266.120517	17.00064775
100.575	12	7398	-275.4991089	10.79138543	253.4	-279.3266634	13.50684905	760.3	-255.0713948	13.37530237	509.4	-232.6110947	9.886726749	381	-258.8606602	9.813095934
99.234	12	6459	-277.6460925	14.80150734	322.1	-282.348391	17.699223	966.2	-258.0770567	17.55957823	707	-238.5033734	16.89089866	479.3	-264.6952691	16.82310744
97.893	12	3926	-285.4117779	17.70349227	297	-292.0087624	17.29523407	891.1	-267.6860665	17.15667053	712.8	-248.6809458	14.8753615	526.5	-274.8501607	14.80796784
96.552	12	1702	-279.1535491	14.60389545	118	-284.362876	14.33698437	353.9	-260.0808312	14.20449694	288.1	-240.8692126	14.90236779	215.1	-267.100375	14.83497615
95.211	12	1197	-278.5597026	13.26672413	82.49	-283.996606	11.0844307	247.5	-259.7165086	10.95262986	193.2	-237.7891578	13.34741123	141.5	-263.9826451	13.27949182
93.87	12	1084	-279.6103541	11.97373364	82.73	-284.2713085	11.37272993	248.2	-259.9897506	11.24125532	205.6	-239.6639738	10.46361943	150.5	-265.853283	10.39156152
92.529	12	701.9	-280.1585201	17.28828508	55.59	-286.011091	14.13145334	166.8	-261.7202832	13.99923707	149.6	-240.0657201	12.76759719	98.21	-266.298673	12.69923093
91.188	12	550	-280.4782837	20.01736963	41.26	-287.0183335	19.3794165	123.8	-262.7221704	19.23479611	127.3	-240.6013818	18.99817926	83.92	-266.788602	18.92904124
89.847	12	504.3	-277.5547315	15.93300158	41.67	-279.6013659	14.41373584	125	-255.3446368	14.28114111	129.9	-235.6018725	15.88524145	81.44	-261.8002341	15.81777886
88.506	12	574.1	-274.0373328	9.916463443	47.48	-277.8157996	12.13250248	142.4	-253.5685639	12.00146064	143.3	-231.4504943	6.348030789	112.2	-257.6581073	6.2532191
87.165	12	525.9	-269.4236021	10.23740328	33.74	-272.779587	15.24723959	101.2	-248.5591274	15.11328352	97.34	-229.7095938	14.98323856	68.73	-255.9210863	14.91585161
85.824	12	297.2	-268.8754361	13.91513272	23.02	-276.9001246	18.7547345	69.07	-252.6577573	18.6120471	70.36	-230.289894	14.24705377	52.76	-256.5000933	14.17954638
84.483	12	217	-269.0124776	11.91005236	16.9	-274.2446671	15.54582076	50.7	-250.016418	15.41129651	63.84	-229.3078475	11.3699915	34.95	-255.5202353	11.2998152
83.142	12	128.6	-278.3313001	25.61360129	10.5	-284.4544435	20.43078192	31.51	-260.1719119	20.28271596	35.52	-227.3437546	22.47242514	20.53	-253.5605194	22.39969275
81.801	12	114	-294.2737953	36.65767303	10.01	-300.6161075	34.74233959	30.03	-276.2476488	34.53444489	30.7	-242.967221	34.49418114	28.95	-269.1491689	34.40255743
80.46	12	125.6	-268.8754361	14.71698796	5.746	-289.6280073	34.43277384	17.24	-265.3179693	34.22631648	27.83	-238.3248195	22.85974395	20.95	-264.5171131	22.78653261
79.119	12	124.7	-268.9211166	19.00028198	9.792	-285.3701185	17.3190843	29.38	-261.0827185	17.18045832	23.62	-219.1302752	18.43784245	17.56	-245.3653436	18.36913744
77.778	12	725.3	-277.1892875	15.6334954	44.46	-277.1290434	13.21621579	133.4	-252.8854589	13.08489467	86.25	-227.7455009	16.50743821	63.12	-253.9613704	16.43979986
76.437	12	2065	-279.9757981	13.97323361	129.3	-280.9748784	16.18539491	387.9	-256.7108467	16.04952644	350.5	-234.8876569	13.54699147	236	-261.0876102	13.47919129
75.096	12	1180	-276.3670385	14.37629853	97.27	-281.2953647	16.40460732	291.8	-257.029629	16.26824106	292.6	-233.8163335	12.08114028	199.1	-260.0186742	12.01202812
73.755	12	279.6	-274.0373328	13.17690413	24.08	-277.9531509	20.20350907	72.23	-253.7051849	20.0562069	81.34	-231.8522406	9.921300325	58.28	-258.0589583	9.847773213
72.414	12	248.7	-275.0423039	13.08672657	22.07	-277.1748271	18.05320394	66.22	-252.9309992	17.91257239	86.8	-233.5485027	8.305398887	50.58	-259.7959792	8.22540037
71.073	12	141.8	-276.4583995	17.15762423	13.51	-279.5555822	19.3103003	40.52	-255.2990965	19.16589821	53.82	-236.6285575	11.74437841	43.88	-262.8246311	11.67480254
