,Y,X,RV,I,Sig
1214,16,70,-3.9250000000000003,5.657499999999999,17.4525
1215,16,71,-3.835,5.407500000000001,16.8775
1216,16,72,-3.6325,5.4925,16.355
1217,16,75,-1.8775,3.9450000000000003,17.802500000000002
1236,17,17,11.7925,3.9524999999999997,19.0925
1269,17,61,-7.882499999999999,5.0575,18.155
1270,17,62,-5.887499999999999,6.085,18.44
1271,17,63,-3.44,6.7925,18.412499999999998
1272,17,64,-2.5850000000000004,7.37,18.245
1273,17,65,-2.2125000000000004,8.030000000000001,17.564999999999998
1274,17,66,-2.2824999999999998,8.0275,16.6725
1275,17,67,-2.0675,7.4624999999999995,16.5325
1276,17,68,-2.42,6.515,17.0975
1298,18,17,12.782499999999999,4.2925,19.3125
1299,18,18,11.865,4.3175,18.785
1334,18,61,-6.492500000000001,4.35,17.4825
1335,18,62,-6.154999999999999,5.2025,16.225
1336,18,63,-5.555,5.4275,16.905
1337,18,64,-3.635,5.7075,17.595
1338,18,65,-1.3275,6.1125,18.134999999999998
1339,18,66,-0.7525,6.18,16.787499999999998
1340,18,77,-4.805,3.0175,19.7975
1362,19,16,12.309999999999999,4.1675,18.5825
1363,19,17,12.1375,4.720000000000001,18.3725
1364,19,18,11.2675,4.5649999999999995,17.7875
1393,19,62,-5.4825,4.1175,16.49
1418,20,17,12.665000000000001,5.13,17.335
1478,21,16,12.1375,4.68,18.479999999999997
1479,21,17,13.14,5.3425,17.285
1480,21,18,12.9725,4.995,17.145
1533,22,16,11.434999999999999,4.8625,18.465
1534,22,17,13.175,5.38,17.555
1535,22,18,12.954999999999998,4.8525,18.2125
1536,22,19,12.442499999999999,4.285,17.8875
1541,22,30,4.7924999999999995,2.8875,27.35
1542,22,31,2.84,3.2624999999999997,28.9825
1543,22,32,-1.3525,3.1775,32.0875
1584,23,16,10.185,4.7575,18.9075
1585,23,17,11.135,5.58,17.794999999999998
1586,23,18,10.482500000000002,5.1675,18.5125
1587,23,19,11.1275,4.922499999999999,17.835
1594,23,30,3.645,3.39,27.43
1595,23,31,0.05499999999999999,3.7175000000000002,28.877500000000005
1596,23,32,-3.8950000000000005,3.76,30.6525
1597,23,33,-7.95,3.61,32.3425
1602,23,57,3.5425,4.2275,18.63
1634,24,16,8.602500000000001,4.6850000000000005,18.597499999999997
1635,24,17,9.75,5.584999999999999,18.362499999999997
1636,24,18,10.315,5.45,18.6575
1637,24,19,11.162500000000001,5.33,18.0775
1638,24,20,11.7175,4.557500000000001,19.362500000000004
1642,24,30,1.635,3.685,28.189999999999998
1643,24,31,-2.4925,4.0424999999999995,29.2775
1644,24,32,-3.8825,4.085,30.277500000000003
1645,24,33,-7.015000000000001,3.6225,31.777500000000003
1646,24,34,-5.922499999999999,2.93,35.7275
1650,24,54,7.8475,3.8525,18.95
1651,24,56,4.0175,4.8774999999999995,17.057499999999997
1652,24,57,2.92,5.2575,17.142500000000002
1653,24,58,3.045,5.67,15.65
1654,24,59,2.8175,5.047499999999999,17.2075
1655,24,63,0.8,3.78,15.055
1683,25,16,7.6025,4.8774999999999995,19.2025
1684,25,17,8.295,5.652500000000001,20.247500000000002
1685,25,18,9.217500000000001,5.78,19.9875
1686,25,19,9.805,5.6274999999999995,18.7425
1687,25,20,10.285,5.029999999999999,18.879999999999995
1688,25,21,11.58,4.012499999999999,21.725
1690,25,29,3.9075,3.525,27.240000000000002
1691,25,30,0.10250000000000004,4.03,28.060000000000002
1692,25,31,-4.430000000000001,4.21,29.740000000000002
1693,25,32,-4.0275,4.045,30.275
1694,25,33,-4.2700000000000005,3.425,32.072500000000005
1698,25,46,19.104999999999997,2.765,24.377499999999998
1699,25,50,15.107500000000002,3.0275,20.6375
1700,25,53,10.535,4.335,19.185000000000002
1701,25,54,7.8575,4.7,18.165
1702,25,55,5.64,5.0725,17.315
1703,25,56,4.18,5.609999999999999,16.605
1704,25,57,3.3874999999999997,5.8925,17.255
1705,25,58,3.6525000000000003,6.2124999999999995,16.392500000000002
1706,25,59,2.5725000000000002,5.84,17.397499999999997
1707,25,60,1.5175,5.217499999999999,17.880000000000003
1708,25,66,-1.8250000000000002,3.7874999999999996,18.845
1735,26,15,5.6175,3.5900000000000003,21.4675
1736,26,16,5.507499999999999,5.0825,19.172500000000003
1737,26,17,5.9925,5.842499999999999,20.5225
1738,26,18,7.9375,6.2875,19.5325
1739,26,19,9.0125,6.145,18.85
1740,26,20,8.8525,5.2325,20.6
1741,26,21,9.540000000000001,4.234999999999999,23.5875
1742,26,28,6.89,3.435,28.77
1743,26,29,1.3475000000000001,3.9725,29.459999999999997
1744,26,30,-2.37,4.265,29.970000000000002
1745,26,31,-4.9775,4.22,31.0775
1746,26,32,-2.09,3.7350000000000003,32.07
1747,26,33,0.9375,3.075,34.615
1757,26,51,16.259999999999998,4.109999999999999,22.1525
1758,26,52,13.112499999999999,4.9775,19.9875
1759,26,53,10.76,5.1925,20.037499999999998
1760,26,54,7.9325,5.455,18.465
1761,26,55,5.8475,5.5675,17.607499999999998
1762,26,56,4.295,5.76,17.235
1763,26,57,3.2475,5.8125,17.73
1764,26,58,3.6175,6.0125,16.9525
1765,26,59,2.92,5.914999999999999,17.0725
1766,26,60,3.0075000000000003,5.522500000000001,17.6675
1767,26,61,2.0,4.9375,17.54
1768,26,62,2.3200000000000003,4.115,17.6825
1769,26,64,2.665,4.0425,19.0325
1770,26,69,-0.9925,3.7775,19.265
1798,27,15,4.8100000000000005,3.455,21.892500000000002
1799,27,16,4.295,4.880000000000001,20.235
1800,27,17,4.3925,5.835,20.509999999999998
1801,27,18,6.1225000000000005,6.532500000000001,18.689999999999998
1802,27,19,7.4975000000000005,6.625,18.3475
1803,27,20,7.215000000000001,5.672499999999999,20.950000000000003
1804,27,21,8.342500000000001,4.885,22.677500000000002
1805,27,22,10.3825,4.4350000000000005,22.6225
1807,27,28,2.6549999999999994,3.7325,30.707499999999996
1808,27,29,-1.1099999999999999,4.2875000000000005,30.835
1809,27,30,-2.25,4.4125,31.9
1810,27,31,-1.0,4.015000000000001,33.2675
1811,27,32,2.1375,3.33,35.2375
1812,27,33,5.1975,2.6825,38.195
1822,27,50,18.815,3.25,25.8125
1823,27,51,18.015,4.4025,23.4375
1824,27,52,14.754999999999999,5.46,20.9
1825,27,53,11.902500000000002,6.06,19.9075
1826,27,54,8.745000000000001,6.415,17.905
1827,27,55,6.635000000000001,5.862499999999999,18.8625
1828,27,56,3.8474999999999993,5.6625000000000005,18.7675
1829,27,58,3.5725,5.9925,17.7225
1830,27,59,3.5525,6.0375,16.935
1831,27,60,3.5875,5.745,17.7425
1832,27,61,2.725,5.3075,17.9625
1833,27,62,3.0525,4.6825,17.905
1834,27,64,2.1149999999999998,4.522499999999999,17.815
1835,27,66,0.1275,4.15,19.165
1836,27,68,-2.08,4.17,18.1325
1863,28,16,2.8400000000000003,4.44,21.792499999999997
1864,28,17,3.95,5.6049999999999995,21.0075
1865,28,18,5.655,6.535,19.259999999999998
1866,28,19,6.805,7.1000000000000005,18.5625
1867,28,20,6.2325,6.5075,20.7875
1868,28,21,7.305,5.7825,21.8825
1869,28,22,9.38,5.055,22.435
1870,28,23,10.36,4.234999999999999,23.6975
1871,28,24,8.1625,3.2825,28.055
1872,28,27,2.925,3.4725,29.9075
1873,28,28,0.040000000000000036,4.0025,30.41
1874,28,29,-0.965,4.425000000000001,30.4075
1875,28,30,0.36000000000000004,4.33,32.56
1876,28,31,4.2225,3.7874999999999996,33.65
1877,28,32,6.5025,3.0200000000000005,36.695
1886,28,50,19.6575,2.9499999999999997,26.990000000000002
1887,28,51,18.487499999999997,4.305,23.12
1888,28,52,15.53,5.555,20.950000000000003
1889,28,53,12.7575,6.47,19.35
1890,28,54,9.4175,6.8375,18.2125
1891,28,55,7.2825,6.0875,19.6625
1892,28,56,4.449999999999999,5.975,18.99
1893,28,57,3.435,6.415,17.5675
1894,28,58,3.8125,6.7124999999999995,17.2925
1895,28,59,3.58,6.595000000000001,16.825
1896,28,60,3.205,6.220000000000001,17.5275
1897,28,61,2.2625,5.905,17.46
1898,28,62,2.2325,5.387500000000001,17.802500000000002
1899,28,63,1.4375,5.1325,17.5625
1900,28,65,1.1125,4.935,16.849999999999998
1901,28,68,-2.5275,4.255,17.765
1902,28,70,-3.1574999999999998,4.245000000000001,16.66
1929,29,16,1.6800000000000002,4.03,22.060000000000002
1930,29,17,3.1399999999999997,5.195,22.482499999999998
1931,29,18,4.955,6.507499999999999,20.79
1932,29,19,6.31,7.525,19.017500000000002
1933,29,20,5.632499999999999,7.6375,19.197499999999998
1934,29,21,5.965,7.007499999999999,20.4225
1935,29,22,7.7175,6.245000000000001,21.5925
1936,29,23,8.895,5.37,22.3925
1937,29,24,7.1625000000000005,4.404999999999999,23.895000000000003
1938,29,25,3.9475,3.5825000000000005,25.88
1939,29,26,2.2775,3.4825,29.202499999999997
1940,29,27,1.9049999999999998,3.8175,29.674999999999997
1941,29,28,0.3275,4.407500000000001,29.85
1942,29,29,0.6325,4.6899999999999995,30.502499999999998
1943,29,30,2.3,4.545,32.085
1944,29,31,6.4825,3.8899999999999997,33.53
1945,29,32,9.372499999999999,2.9925,36.7325
1958,29,51,15.69,3.7125000000000004,23.852500000000003
1959,29,52,13.1025,5.3325,20.7375
1960,29,53,11.47,6.6725,18.9425
1961,29,54,9.072500000000002,7.1975,18.294999999999998
1962,29,55,7.82,6.887499999999999,18.3175
1963,29,56,6.467499999999999,7.0075,17.525000000000002
1964,29,57,5.1875,7.4799999999999995,16.675
1965,29,58,4.2124999999999995,7.56,16.8675
1966,29,59,3.17,7.37,16.695
1967,29,60,2.8025,6.595000000000001,17.252499999999998
1968,29,61,2.4025,6.090000000000001,17.2675
1969,29,62,2.3525,5.575,17.7575
1970,29,63,1.0899999999999999,5.4725,16.957500000000003
1971,29,64,1.8675,5.3425,16.544999999999998
1972,29,65,1.595,4.9775,17.564999999999998
1973,29,66,1.4275,4.4825,19.112499999999997
1974,29,70,-3.4875,4.3975,15.942499999999999
2000,30,16,0.5275,3.7824999999999998,21.464999999999996
2001,30,17,1.84,4.9975000000000005,21.855
2002,30,18,4.265000000000001,6.355,20.39
2003,30,19,5.654999999999999,7.35,19.0675
2004,30,20,5.1975,7.7675,19.417499999999997
2005,30,21,4.59,7.8275,20.215
2006,30,22,6.022500000000001,7.3999999999999995,21.145
2007,30,23,7.180000000000001,6.8175,21.51
2008,30,24,5.37,5.93,22.322499999999998
2009,30,25,2.52,5.1525,23.2725
2010,30,26,0.8925000000000001,4.720000000000001,26.4175
2011,30,27,1.3650000000000002,4.720000000000001,27.755
2012,30,28,1.2774999999999999,5.1575,28.675
2013,30,29,2.21,5.3100000000000005,29.924999999999997
2014,30,30,3.9875,4.7575,32.165
2015,30,31,9.48,4.02,33.245000000000005
2016,30,32,15.2075,3.2325000000000004,33.3375
2028,30,52,11.442499999999999,5.035,20.815
2029,30,53,10.927499999999998,6.315,19.552500000000002
2030,30,54,9.122499999999999,7.307500000000001,18.5975
2031,30,55,8.430000000000001,7.869999999999999,17.4925
2032,30,56,7.5600000000000005,8.065,17.4725
2033,30,57,5.605,7.975,17.2425
2034,30,58,4.0775,7.935,17.0125
2035,30,59,3.2125,8.0375,16.7175
2036,30,60,3.045,7.0275,17.59
2037,30,61,1.6025,6.26,17.8425
2038,30,62,1.1875,5.4325,18.195
2039,30,63,0.765,5.335,17.03
2040,30,64,2.09,4.9750000000000005,17.642500000000002
2041,30,65,1.0925,4.775,17.737500000000004
2042,30,67,-0.65,4.1274999999999995,19.14
2043,30,68,-1.5999999999999999,4.007499999999999,18.355
2069,31,16,0.1,3.845,19.4675
2070,31,17,1.5074999999999998,4.817500000000001,20.5775
2071,31,18,3.7824999999999998,6.039999999999999,19.700000000000003
2072,31,19,4.6975,6.7975,19.6175
2073,31,20,4.2299999999999995,7.33,20.580000000000002
2074,31,21,3.4325,7.8775,20.5975
2075,31,22,4.48,7.8475,21.302500000000002
2076,31,23,4.575,8.087499999999999,20.5275
2077,31,24,2.5549999999999997,7.805,20.84
2078,31,25,1.5025,7.1175,21.7125
2079,31,26,0.5225,6.2275,24.482499999999998
2080,31,27,-0.47750000000000004,5.924999999999999,26.055
2081,31,28,-0.4800000000000001,5.9225,27.2575
2082,31,29,1.26,5.865,29.2625
2083,31,30,5.73,5.109999999999999,31.5125
2084,31,31,13.240000000000002,4.3825,30.7525
2085,31,32,21.3375,3.7800000000000002,27.8825
2086,31,33,24.669999999999998,3.255,26.62
2097,31,52,11.0775,4.75,20.8025
2098,31,53,11.655,6.312499999999999,19.4575
2099,31,54,10.63,8.1625,18.2925
2100,31,55,9.525,9.325,17.415000000000003
2101,31,56,7.85,9.422500000000001,18.1425
2102,31,57,6.0525,8.9025,18.244999999999997
2103,31,58,4.48,8.3725,18.42
2104,31,59,3.3,8.267500000000002,18.405
2105,31,60,2.3274999999999997,7.5125,18.525
2106,31,61,0.74,6.73,18.125
2107,31,62,0.47000000000000003,5.9,17.4575
2135,32,16,1.8175,3.7925,19.805
2136,32,17,3.03,4.5024999999999995,20.3875
2137,32,18,4.055,5.362500000000001,19.335
2138,32,19,3.315,5.8625,19.99
2139,32,20,3.035,6.5,20.81
2140,32,21,3.0324999999999998,7.385,21.157500000000002
2141,32,22,4.085,8.23,21.32
2142,32,23,3.44,9.1175,20.19
2143,32,24,1.17,9.2575,19.9525
2144,32,25,0.33999999999999997,8.3825,21.0775
2145,32,26,-0.7575000000000001,7.255,23.9825
2146,32,27,-1.6349999999999998,6.875,25.735
2147,32,28,-0.28250000000000003,6.52,27.134999999999998
2148,32,29,3.9225000000000003,6.220000000000001,28.549999999999997
2149,32,30,10.4025,5.6274999999999995,28.379999999999995
2150,32,31,16.902500000000003,5.074999999999999,26.500000000000004
2151,32,32,24.4325,4.7775,22.4625
2152,32,33,26.872500000000002,4.38,20.6575
2153,32,34,25.9975,3.1824999999999997,23.6925
2163,32,52,11.035000000000002,4.9825,21.810000000000002
2164,32,53,11.775,6.9225,20.1675
2165,32,54,11.37,9.2475,19.185
2166,32,55,10.1175,10.692499999999999,18.735
2167,32,56,7.9525,10.9025,19.564999999999998
2168,32,57,6.34,10.55,19.2625
2169,32,58,5.2625,9.6475,19.4375
2170,32,59,4.04,8.995000000000001,19.9175
2171,32,60,2.23,8.0825,20.002499999999998
2172,32,61,0.5675,7.609999999999999,18.305
2173,32,62,0.47,6.8325,17.13
2174,32,63,1.6775,6.2625,16.227500000000003
2175,32,64,2.5375,5.25,17.6025
2176,32,66,0.9325000000000001,4.1325,19.4525
2201,33,15,1.5075,2.995,21.6225
2202,33,16,3.8049999999999997,3.575,20.97
2203,33,17,4.545,3.935,22.3325
2204,33,18,4.545,4.395,21.0425
2205,33,19,2.8449999999999998,5.14,19.0775
2206,33,20,2.1375,6.047499999999999,19.2175
2207,33,21,2.2075,7.1475,20.68
2208,33,22,3.025,8.5175,21.052500000000002
2209,33,23,2.7225,9.825,19.6175
2210,33,24,0.515,10.370000000000001,19.189999999999998
2211,33,25,-1.42,9.344999999999999,20.4575
2212,33,26,-3.2074999999999996,8.275,23.1875
2213,33,27,-2.5149999999999997,7.5975,25.5625
2214,33,28,0.5525,7.215,26.2175
2215,33,29,6.2775,6.745,26.885
2216,33,30,12.434999999999999,6.472499999999999,24.6725
2217,33,31,17.1675,5.8875,24.4925
2218,33,32,22.96,5.5,22.335
2219,33,33,25.595,5.0825000000000005,19.5
2226,33,51,8.9125,3.3575,24.402499999999996
2227,33,52,9.9375,5.5,21.7125
2228,33,53,10.285,8.015,20.29
2229,33,54,10.850000000000001,10.5775,19.65
2230,33,55,10.1125,12.2075,19.439999999999998
2231,33,56,8.215,12.52,19.8525
2232,33,57,6.397499999999999,12.38,19.160000000000004
2233,33,58,4.99,11.627500000000001,18.9525
2234,33,59,3.3724999999999996,10.5125,19.625
2235,33,60,1.1575,9.16,19.8875
2236,33,61,0.675,8.535,18.752499999999998
2237,33,62,0.9674999999999998,7.905,17.84
2238,33,63,2.0725,7.445,17.27
2239,33,64,3.1675000000000004,6.2924999999999995,18.175
2240,33,65,4.085,5.53,18.2475
2241,33,66,3.5925,4.6125,19.315
2267,34,15,4.46,2.755,22.267500000000002
2268,34,16,6.0525,3.2,21.560000000000002
2269,34,17,5.3925,3.37,23.972499999999997
2270,34,18,4.4125000000000005,3.6125000000000003,23.650000000000002
2271,34,19,2.125,4.355,20.189999999999998
2272,34,20,0.8649999999999999,5.419999999999999,18.7375
2273,34,21,0.8574999999999999,6.5225,20.14
2274,34,22,2.1825,8.0125,20.720000000000002
2275,34,23,2.8400000000000003,9.469999999999999,20.1425
2276,34,24,0.2825,10.495000000000001,19.839999999999996
2277,34,25,-1.855,10.1,20.5975
2278,34,26,-2.99,9.467500000000001,21.747500000000002
2279,34,27,-1.7325,8.4225,24.404999999999998
2280,34,28,1.545,8.072500000000002,24.477500000000003
2281,34,29,7.4125,7.897499999999999,23.93
2282,34,30,12.8875,7.865,22.4725
2283,34,31,17.0075,7.23,22.4675
2284,34,32,20.6725,6.2625,22.514999999999997
2285,34,33,23.665,5.3675,21.052500000000002
2286,34,34,24.2625,3.75,25.155
2294,34,51,9.6,3.8125,23.1525
2295,34,52,9.3525,6.2975,20.705000000000002
2296,34,53,8.719999999999999,9.012500000000001,20.755
2297,34,54,9.41,11.4275,21.0975
2298,34,55,8.765,13.2675,20.8475
2299,34,56,7.4125,14.165,20.5525
2300,34,57,5.825,13.995,20.0725
2301,34,58,4.5525,12.955,19.635
2302,34,59,2.9575,11.6775,19.345000000000002
2303,34,60,1.1275,10.5075,19.240000000000002
2304,34,61,0.535,9.7725,19.17
2305,34,62,1.1,9.2875,19.035
2306,34,63,1.5225,8.947500000000002,18.387500000000003
2307,34,64,2.4725,7.984999999999999,18.347499999999997
2308,34,65,3.79,7.0649999999999995,17.512500000000003
2309,34,66,3.8575,5.6575,17.9525
2310,34,67,1.6975000000000002,4.387499999999999,17.57
2336,35,16,4.7925,2.9175,21.582499999999996
2337,35,17,3.3575000000000004,3.1100000000000003,23.2975
2338,35,18,3.3099999999999996,3.4099999999999997,23.2025
2339,35,19,1.9175,4.025,20.7825
2340,35,20,0.14250000000000002,4.859999999999999,19.9075
2341,35,21,-1.29,5.869999999999999,20.2275
2342,35,22,0.355,7.17,20.775
2343,35,23,1.7449999999999999,8.96,20.29
2344,35,24,-0.525,10.5225,19.6625
2345,35,25,-2.3075,10.6775,20.439999999999998
2346,35,26,-2.4675,10.33,20.975
2347,35,27,-0.6050000000000001,9.4,22.705000000000002
2348,35,28,2.8525,8.9125,22.7675
2349,35,29,7.785,9.0775,22.68
2350,35,30,12.6425,9.185,23.025
2351,35,31,16.7,8.8075,23.152499999999996
2352,35,32,19.34,7.335,23.4975
2353,35,33,21.142500000000002,5.5725,24.4375
2354,35,34,19.6575,3.81,29.71
2355,35,35,17.512500000000003,2.7150000000000003,34.3775
2364,35,50,8.977500000000001,2.8975000000000004,22.1175
2365,35,51,9.165,4.48,21.65
2366,35,52,8.792499999999999,7.282500000000001,19.5075
2367,35,53,7.42,10.205,20.095
2368,35,54,7.545000000000001,12.469999999999999,21.1875
2369,35,55,7.09,14.0925,21.502499999999998
2370,35,56,6.5024999999999995,15.26,21.13
2371,35,57,5.2025,15.3575,20.400000000000002
2372,35,58,3.69,14.14,19.87
2373,35,59,2.7825000000000006,12.34,19.560000000000002
2374,35,60,1.32,11.28,19.659999999999997
2375,35,61,0.96,10.8275,19.1075
2376,35,62,1.42,11.03,18.82
2377,35,63,1.5224999999999997,11.1475,17.8975
2378,35,64,1.6925,10.3825,17.405
2379,35,65,2.7375,8.697499999999998,17.115000000000002
2380,35,66,3.22,6.7425,17.2825
