,X,Y,Center,Peak,Width,RV,Sig
374,108.7104,15.0,5003.125,153.8,1.081,-200.1274783947864,19.731912448698015
375,107.28,15.0,5003.0509999999995,198.2,0.9640000000000001,-204.55829226487714,15.316326025585411
376,105.8496,15.0,5003.058,120.6,0.889,-204.13916122308376,12.029118646265461
377,104.4192,15.0,5002.969,62.53,0.991,-209.4681130397733,16.39303527029365
380,100.12799999999999,15.0,5002.516,24.07,0.639,-236.59187902813505,
515,121.584,14.0,5002.771,44.84,1.008,-221.32353393535652,17.05028102509824
516,120.1536,14.0,5002.6720000000005,49.94,1.054,-227.25124438309376,18.76334510027792
517,118.7232,14.0,5002.738,76.46,0.752,-223.29943741791743,
519,115.8624,14.0,5002.71,52.28,1.069,-224.97596158498175,19.304422328107098
520,114.432,14.0,5002.791,43.29,1.254,-220.1260166731522,25.507444229830302
521,113.0016,14.0,5002.958,39.04,1.088,-210.12674753399654,19.979210579288818
522,111.5712,14.0,5003.414000000001,42.01,1.125,-182.82335395627143,21.263352148411645
523,110.1408,14.0,5003.321,54.5,1.161,-188.39180922544534,22.480210389145096
524,108.7104,14.0,5003.44,51.55,0.9279999999999999,-181.2665815155038,13.803421808542726
525,107.28,14.0,5003.275,86.49,1.034,-191.1460989284717,18.029210064628984
526,105.8496,14.0,5003.084,167.6,0.996,-202.58238878226172,16.58787639397286
527,104.4192,14.0,5002.996,155.0,0.938,-207.85146473583006,14.233899383937123
528,102.9888,14.0,5003.073,31.21,1.145,-203.24102327643055,21.942999559191563
529,101.5584,14.0,5002.798,26.78,0.9129999999999999,-219.7068856314134,13.140504159610384
530,100.12799999999999,14.0,5002.805,23.76,1.1520000000000001,-219.28775458962008,22.178711778370186
665,121.584,11.0,5002.71,16.87,1.297,-224.97596158498175,26.86224163381785
666,120.1536,11.0,5003.3679999999995,23.59,0.752,-185.5776436593523,
667,118.7232,11.0,5002.853,20.29,1.203,-216.4137131604059,23.865878067399485
668,117.2928,11.0,5002.562,17.3,1.008,-233.8375893251087,17.05028102509824
669,115.8624,11.0,5002.999,15.53,1.41,-207.67183714652123,30.3221500573925
670,114.432,11.0,5002.833,17.83,1.9509999999999998,-217.61123042261028,45.776899109686596
671,113.0016,11.0,5003.27,15.7,0.6659999999999999,-191.44547824396835,
672,111.5712,11.0,5003.52,19.06,-0.706,-176.47651246674093,
673,110.1408,11.0,5003.187,19.48,1.891,-196.4151748820401,44.11827628610452
674,108.7104,11.0,5003.4529999999995,18.54,1.22,-180.4881952950928,24.417674048733236
675,107.28,11.0,5003.183,33.77,1.065,-196.65467833447008,19.16088640911039
676,105.8496,11.0,5003.112,78.17,1.115,-200.9058646151974,20.919886339701797
677,104.4192,11.0,5003.083,114.8,0.9990000000000001,-202.6422646453828,16.704154854044162
678,102.9888,11.0,5003.039000000001,71.59,1.023,-205.27680262211254,17.618657440561748
679,101.5584,11.0,5003.043,47.69,1.105,-205.03729916973703,20.573830609610535
815,121.584,8.0,5003.207,41.94,1.077,-195.21765761983573,19.589923988419304
816,120.1536,8.0,5003.37,70.56,1.112,-185.45789193311003,20.81634742079527
817,118.7232,8.0,5003.332,49.86,0.955,-187.73317473122205,14.947201117388582
818,117.2928,8.0,5003.155,26.07,1.64,-198.33120250153434,37.05628995131575
819,115.8624,8.0,5003.144,19.8,1.28,-198.98983699570317,26.329527381245125
820,114.432,8.0,5003.284000000001,18.53,1.6019999999999999,-190.60721616043622,35.96504499539639
822,111.5712,8.0,5003.398,19.53,0.852,-183.78136776604578,10.150579383485272
823,110.1408,8.0,5003.345,16.37,1.3459999999999999,-186.954788510811,28.37862214020068
824,108.7104,8.0,5003.407999999999,17.85,0.883,-183.18260913499807,11.73979694511934
825,107.28,8.0,5003.156,52.98,0.985,-198.27132663841326,16.157445628485025
826,105.8496,8.0,5003.1320000000005,97.26,1.06,-199.70834735299314,18.9807068505317
827,104.4192,8.0,5003.146,146.1,0.9470000000000001,-198.8700852695154,14.614273505372154
828,102.9888,8.0,5003.049,103.6,0.9390000000000001,-204.67804399106484,14.276482422685481
829,101.5584,8.0,5002.907,36.5,0.985,-213.1804165525196,16.157445628485025
830,100.12799999999999,8.0,5002.959,27.24,1.021,-210.06687167087546,17.543458573944903
965,121.584,5.0,5003.161,83.31,1.021,-197.9719473228622,17.543458573944903
966,120.1536,5.0,5003.2,139.1,1.085,-195.6367886616291,19.873407200362927
967,118.7232,5.0,5003.293,138.1,-1.0959999999999999,-190.0683333925096,20.260056403332044
968,117.2928,5.0,5003.24,140.6,1.416,-193.24175413727488,30.502459921265935
969,115.8624,5.0,5003.196,77.65,1.412,-195.87629211405903,30.382287087827468
970,114.432,5.0,5003.173,48.61,1.413,-197.25343696557223,30.412342912103316
971,113.0016,5.0,5003.26,21.84,1.181,-192.0442368750705,23.14425085818882
972,111.5712,5.0,5003.340999999999,42.62,1.425,-187.19429196329543,30.77236253608256
973,110.1408,5.0,5003.406,54.25,1.147,-183.30236086118583,22.010456553993208
974,108.7104,5.0,5003.411,28.56,0.991,-183.00298154563473,16.39303527029365
975,107.28,5.0,5003.348,31.91,0.878,-186.77516092150216,11.49468083552042
976,105.8496,5.0,5003.236,66.59,0.965,-193.4812575897048,15.357002820647175
977,104.4192,5.0,5003.193,107.0,1.0959999999999999,-196.05591970336792,20.260056403332044
978,102.9888,5.0,5003.165,93.99,0.9520000000000001,-197.73244387043218,14.822902294771945
979,101.5584,5.0,5003.21,45.26,0.927,-195.0380300305269,13.75989188577644
980,100.12799999999999,5.0,5003.1720000000005,18.99,1.047,-197.3133128286389,18.50812020414874
1115,121.584,2.0,5003.13,76.17,0.976,-199.8280990792353,15.80023841970557
1116,120.1536,2.0,5003.129,115.4,1.008,-199.88797494235644,17.05028102509824
1117,118.7232,2.0,5003.081,118.9,1.018,-202.7620163715706,17.430330287981537
1118,117.2928,2.0,5003.045999999999,137.6,1.073,-204.8576715804282,19.44743100561935
1119,115.8624,2.0,5003.181,151.3,0.972,-196.7744300607123,15.639936248688873
1120,114.432,2.0,5003.143,229.8,1.022,-199.0497128588243,17.5810798179108
1121,113.0016,2.0,5003.167,255.1,1.04,-197.61269214418996,18.251062840786705
1122,111.5712,2.0,5003.253,293.0,0.997,-192.46336791686383,16.62668733355189
1123,110.1408,2.0,5003.274,179.1,0.9059999999999999,-191.20597479153838,12.823300775581322
1124,108.7104,2.0,5003.295999999999,58.09,0.973,-189.88870580320076,15.680103555240017
1125,107.28,2.0,5003.125,111.3,0.889,-200.1274783947864,12.029118646265461
1126,105.8496,2.0,5003.189,97.66,0.894,-196.2954231557979,12.266457886961858
1128,102.9888,2.0,5003.311,62.54,0.8859999999999999,-188.9905678565475,11.885093293151389
1129,101.5584,2.0,5003.164000000001,33.19,-0.731,-197.79231973349886,
1130,100.12799999999999,2.0,5002.851,13.74,0.884,-216.53346488664818,11.788373175349975
1265,121.584,0.0,5003.254,43.43,1.008,-192.4034920537427,17.05028102509824
1266,120.1536,0.0,5003.223,46.42,0.826,-194.2596438101159,8.649584995940579
1267,118.7232,0.0,5003.197,46.77,0.773,-195.81641625093795,4.472167208448803
1268,117.2928,0.0,5003.188,40.24,1.172,-196.35529901891897,22.846419717315797
1269,115.8624,0.0,5003.23,61.72,0.748,-193.84051276837704,
1270,114.432,0.0,5003.253,59.34,0.95,-192.46336791686383,14.739673492038262
1271,113.0016,0.0,5003.21,51.14,0.8370000000000001,-195.0380300305269,9.308457449996665
1272,111.5712,0.0,5003.103,60.76,1.078,-201.44474738317854,19.62546797405561
1273,110.1408,0.0,5003.094,86.92,1.099,-201.98363015115956,20.36489912611991
1274,108.7104,0.0,5003.1320000000005,59.43,1.136,-199.70834735299314,21.63832034558864
1275,107.28,0.0,5003.113,28.16,0.8640000000000001,-200.84598875207638,10.78672021531072
1276,105.8496,0.0,5003.405,21.72,0.946,-183.36223672430697,14.572322480235018
1277,104.4192,0.0,5003.42,24.63,0.9890000000000001,-182.4640987776537,16.31472480706357
1278,102.9888,0.0,5003.141,22.22,1.024,-199.16946458506646,17.65619172041513
1279,101.5584,0.0,5003.04,21.16,-0.696,-205.21692675904592,
1280,100.12799999999999,0.0,5003.2029999999995,13.21,-0.509,-195.45716107232016,
