,X,Y,Center,Peak,Width,RV,Sig
71,104.598,22.0,6557.855,214.1,1.402,-199.9865245112652,18.258007913697686
73,101.916,22.0,6557.635,742.5,0.9690000000000001,-210.03625038738573,
74,100.575,22.0,6557.598000000001,1045.0,0.948,-211.726431557436,
75,99.234,22.0,6557.569,1549.0,-0.929,-213.05116815022188,
76,97.89299999999999,22.0,6557.528,1264.0,0.973,-214.92407160896664,
77,96.552,22.0,6557.576999999999,779.9,1.114,-212.6857235729575,7.78195554367444
78,95.211,22.0,6557.564,583.0,1.208,-213.27957101104846,11.947009821009832
79,93.87,22.0,6557.556,434.3,1.205,-213.64501558839595,11.832402498638858
80,92.529,22.0,6557.589,365.5,1.208,-212.13755670695707,11.947009821009832
81,91.18799999999999,22.0,6557.6269999999995,385.2,1.189,-210.40169496473317,11.206484350836817
82,89.84700000000001,22.0,6557.53,470.6,1.115,-214.83271046466092,7.8356871091131435
83,88.506,22.0,6557.606,403.7,1.058,-211.36098698017162,3.8428576771381007
84,87.165,22.0,6557.545999999999,527.6,1.003,-214.1018213100491,
85,85.824,22.0,6557.543000000001,884.7,0.8740000000000001,-214.2388630264869,
86,84.48299999999999,22.0,6557.524,771.2,0.868,-215.10679389761964,
87,83.14200000000001,22.0,6557.557,557.3,0.857,-213.5993350162223,
88,81.801,22.0,6557.613,401.8,-0.862,-211.04122297499777,
89,80.46,22.0,6557.624,194.8,0.9229999999999999,-210.53873668121253,
90,79.119,22.0,6557.655,115.6,-0.885,-209.12263894412092,
93,75.096,22.0,6557.67,165.9,-0.741,-208.4374303616412,
221,104.598,18.0,6557.682,390.5,1.3259999999999998,-207.88926349568226,15.978149648271637
222,103.257,18.0,6557.7480000000005,610.4,1.045,-204.87434573280456,2.1154513410193805
223,101.916,18.0,6557.6990000000005,854.8,1.035,-207.1126937688553,
224,100.575,18.0,6557.664000000001,1088.0,1.024,-208.71151379459985,
225,99.234,18.0,6557.585,1672.0,0.9740000000000001,-212.32027899561007,
226,97.89299999999999,18.0,6557.56,1836.0,-0.948,-213.46229329970146,
227,96.552,18.0,6557.531,1195.0,0.997,-214.78702989248734,
228,95.211,18.0,6557.5019999999995,832.2,1.036,-216.11176648527322,
229,93.87,18.0,6557.568,572.7,1.111,-213.09684872239552,7.618783932248384
232,89.84700000000001,18.0,6557.4980000000005,410.9,1.131,-216.2944887738846,8.656036020708914
233,88.506,18.0,6557.51,402.8,1.0859999999999999,-215.74632190792573,6.112940212756524
234,87.165,18.0,6557.544,599.6,1.023,-214.19318245435477,
235,85.824,18.0,6557.592,1150.0,-0.8690000000000001,-212.00051499047777,
236,84.48299999999999,18.0,6557.576999999999,918.1,-0.8190000000000001,-212.6857235729575,
237,83.14200000000001,18.0,6557.573,620.4,-0.8370000000000001,-212.8684458615689,
238,81.801,18.0,6557.651999999999,329.6,0.9,-209.25968066064178,
240,79.119,18.0,6557.691999999999,110.0,0.991,-207.43245777407066,
241,77.778,18.0,6557.661999999999,138.0,0.91,-208.80287493898862,
242,76.437,18.0,6557.649,125.0,-0.863,-209.39672237707958,
370,105.939,15.0,6557.524,625.2,1.8119999999999998,-215.10679389761964,28.800166812822756
371,104.598,15.0,6557.843000000001,799.2,1.652,-200.53469137718258,24.915711868702164
372,103.257,15.0,6557.920999999999,1948.0,1.129,-196.97160674842905,8.557178123178595
373,101.916,15.0,6557.821,2938.0,1.078,-201.53966396483617,5.554324565809049
374,100.575,15.0,6557.611999999999,6491.0,0.961,-211.08690354721296,
375,99.234,15.0,6557.596,5793.0,-0.9079999999999999,-211.81779270182483,
376,97.89299999999999,15.0,6557.554,5925.0,-0.88,-213.73637673270161,
377,96.552,15.0,6557.495,2838.0,0.922,-216.43153049040552,
378,95.211,15.0,6557.471,1467.0,0.9990000000000001,-217.52786422236477,
386,84.48299999999999,15.0,6557.6140000000005,845.5,-0.867,-210.99554240282419,
387,83.14200000000001,15.0,6557.656,444.7,-0.91,-209.07695837194728,
388,81.801,15.0,6557.695,202.4,0.965,-207.2954160575498,
389,80.46,15.0,6557.714,130.6,1.113,-206.42748518641707,7.727899109291418
390,79.119,15.0,6557.871,120.9,1.138,-199.25563535661183,8.994803778257927
391,77.778,15.0,6557.784000000001,118.8,1.012,-203.22984513488638,
392,76.437,15.0,6557.726,140.1,0.878,-205.8793183204582,
393,75.096,15.0,6557.679,102.1,1.025,-208.02630521216162,
506,124.713,14.0,6557.844,300.4,1.111,-200.4890108050505,7.618783932248384
507,123.37200000000001,14.0,6557.691,195.8,1.5090000000000001,-207.47813834620274,21.22776066907289
508,122.031,14.0,6557.557,232.0,1.3769999999999998,-213.5993350162223,17.527102634068573
521,104.598,14.0,6557.892,980.4,1.444,-198.29634334117338,19.45136331166287
522,103.257,14.0,6558.0419999999995,1776.0,1.057,-191.444257516542,3.737821928138328
524,100.575,14.0,6558.025,2643.0,0.9840000000000001,-192.2208272433275,
525,99.234,14.0,6557.906999999999,4389.0,1.051,-197.6111347587352,3.0347438952727
526,97.89299999999999,14.0,6557.688,9767.0,1.0,-207.6151800626821,
527,96.552,14.0,6557.654,9059.0,0.857,-209.168319516253,
528,95.211,14.0,6557.637,1381.0,1.0070000000000001,-209.94488924308,
529,93.87,14.0,6557.523,907.5,1.232,-215.15247446979328,12.83656328452103
530,92.529,14.0,6557.49,886.7,1.278,-216.65993335123204,14.430697724761973
531,91.18799999999999,14.0,6557.521,1057.0,1.012,-215.2438356141405,
532,89.84700000000001,14.0,6557.485,923.9,0.985,-216.88833621205868,
534,87.165,14.0,6557.544,825.3,0.9590000000000001,-214.19318245435477,
535,85.824,14.0,6557.5830000000005,1025.0,-0.871,-212.41164013991573,
536,84.48299999999999,14.0,6557.62,1103.0,-0.8690000000000001,-210.72145896986547,
537,83.14200000000001,14.0,6557.688,645.8,0.877,-207.6151800626821,
538,81.801,14.0,6557.725,301.1,0.961,-205.92499889259028,
539,80.46,14.0,6557.776999999999,185.1,1.074,-203.54960914010178,5.254506047171192
540,79.119,14.0,6557.828,138.4,1.217,-201.2198999596623,12.286072894468383
542,76.437,14.0,6557.815,136.5,1.0090000000000001,-201.81374739783638,
543,75.096,14.0,6557.755,151.4,0.919,-204.55458172767226,
656,124.713,11.0,6557.696999999999,359.1,1.413,-207.20405491324408,18.574508558625734
657,123.37200000000001,11.0,6557.594,308.1,1.495,-211.9091538461305,20.851494801496095
