pc,S
0.003453937,0.74
0.007008085,1.76
0.010817864,2.57
0.013916359,3.31
0.017800932,3.86
0.020778623,5.49
0.026221008,4
0.034848997,7.69
0.042554122,6.69
0.055900127,10.17
0.070400226,10.65
0.083262898,12.43
0.09848338,14.66
0.113041497,15.99
0.127968729,19.43
0.142385923,17.08
