pc,S,ErrX,ErrY
0.08831758012857908,6.358022263898517,7.816892775296677,0.6115500373777669
0.2253136745314803,11.224188721713809,4.608602255378047,0.9290273043858962
0.3571218431219682,13.494870476584403,7.336807017365773,0.6871280350547434
0.5659556072282029,19.020530742911525,11.636547640987818,0.6165920909809427
0.8970249907549038,26.383894373576013,18.449555639123986,0.4877084163214155
1.4217325403936074,32.66266832878125,29.238552664221878,0.3470554193438777
2.253267398705207,37.80895568447169,46.34105578077808,0.25719043482381315
3.5711218516691616,38.462151747410594,73.45642783227233,0.18697451159099152
5.659852596092656,37.83042531113506,116.42445066680378,0.15720156587632067
8.970285332338939,32.48035835903286,184.51634012633622,0.16156338061694114
14.203496628922833,35.90670468807914,291.2084244366622,0.49816715551185436
18.050205093395398,32.793069036430225,52.46021789740416,12.251383382892291
