pc,S,ErrX,ErrY
0.08831758012857908,28.240737101449273,7.816892775296677,6.78615344504523
0.2253136745314803,37.279754128440366,4.608602255378047,5.666631807236564
0.3571218431219682,38.7115007807417,7.336807017365773,3.3391037112183635
0.5659556072282029,49.55192904019688,11.636547640987818,2.201561539176237
0.8970249907549038,66.5295984408221,18.449555639123986,1.7456028178425576
1.4217325403936074,78.89046310461192,29.238552664221878,1.1272035929749107
2.253267398705207,91.34695586016826,46.34105578077808,0.7389066533452957
3.5711218516691616,112.85628651556272,73.45642783227233,0.5665132246087506
5.659852596092656,104.43202830583901,116.42445066680378,0.43383170128331333
8.970285332338939,99.6792184081397,184.51634012633622,0.4530314647533695
14.203496628922833,101.09558403811154,291.2084244366622,1.2412315419098878
18.050205093395398,60.99686666666668,52.46021789740416,40.44760527777813
