X,Y,RV,I,Sig,SigDisp
64,195,-8.412322902403844,2.456878667516322,19.05886651680591,8.399047142707644
64,196,-7.407897805003728,2.316911701963676,20.807655349575377,11.843231026485672
64,198,-7.162383924115318,2.106526379111749,18.268571872086078,6.4065839763148835
64,205,-1.671539161547713,2.088088993921146,17.102552421117178,
64,209,-0.13143914547185886,2.467557911215602,18.080142992062747,5.847663688468726
64,210,0.6497498594289084,2.612826352361167,16.183410655358706,
64,213,-0.8233947188748232,2.557537081134602,15.177951825268556,
64,214,-3.8366393132544374,2.013779642685403,19.543090830442814,9.446480784235895
65,161,-1.2921141997784673,1.6414814035448835,31.659799570686026,26.639191220005365
65,163,-3.7026976372211493,1.7437992124715542,33.29579162046814,28.564196814082415
65,165,-3.41253649676554,1.9361658139644025,31.167224878040276,26.051861864333855
65,168,-0.3323363619455222,1.9693832440433736,31.512147898357515,26.463542188602755
65,169,-0.24304184281115226,2.105375295031034,29.481061938075072,24.009094381017764
65,170,-3.3678893398666503,2.1728119872821665,29.64488983077545,24.209979204427533
65,171,-5.532989388905065,2.2712507292507205,30.12070846188735,24.790334371403954
65,172,-6.113342162300455,2.381791119765813,26.98725890848117,20.871409712652287
65,173,-6.73828110762642,2.57780075600446,25.26513863721675,18.59114924790242
65,174,-9.394439616262446,2.422055246509615,27.703975678996265,21.79022414805356
65,175,-6.916839448074427,2.4864807157135482,27.008619313771874,20.899021920564874
65,178,-4.037536529728101,2.423945432068421,24.532522215559922,17.58261204306519
65,181,-3.2786254158847328,2.722782139135141,20.69769478604448,11.64895572385151
65,183,-4.550872675046492,2.6142597221504102,24.319372186055944,17.283965503434434
65,185,-7.2962951076644345,2.809929373224154,20.883691796274817,11.976317591054277
65,186,-8.010528469456489,2.6209373528819215,19.95017434439714,10.262214983708045
65,188,-8.479278442844247,2.750144960589215,15.027627958831667,
65,189,-8.09982288592255,2.7227401769271067,15.489354148729925,
65,193,-9.617614621125199,2.6317667992424525,21.75086213759753,13.431440865699173
65,194,-10.242584161603617,2.659515385914549,20.439199462915905,11.183222911346347
65,195,-8.680175659317939,2.5495719957744676,19.22267533799254,8.7644079748644
65,196,-7.407897805003728,2.3835916541409228,19.743543634897485,9.85449721006105
65,199,-4.305389286642196,2.0772457154472708,16.679380426084073,
65,206,-1.2251280641856113,2.435114386363221,13.56215001363994,
65,211,1.1631470923838663,2.488742830589488,17.58756447736685,4.077502206686872
65,213,0.04711919497614758,2.5483102850873562,15.56529713597338,
66,137,19.354278648973946,1.4395184552657447,23.352392207376173,15.894584669223773
66,162,-1.3144224806516718,1.7228045490444117,31.930246354241106,26.960048817510092
66,165,-2.4304503780593905,2.027343753152235,27.36961937484211,21.3635124622271
66,166,-1.0689085997632617,2.048998835603302,27.612499234334717,21.673802480555533
66,168,0.4042359785404699,2.1689691595520006,28.371700287341312,22.63309473303912
66,169,0.8952943354697709,2.4006528879804785,26.841733935901065,20.682898266096625
66,170,-1.202819680644069,2.5095529610499705,27.443809513073425,21.458478058563692
66,171,-3.1447142323355877,2.6283359579024577,27.6125926937907,21.673921548099766
66,172,-4.550872675046492,2.7037220020529267,26.018321988476288,19.602466148319927
66,174,-8.256103437981494,2.7048177766179897,25.347063081292514,18.702331588521844
66,175,-6.961486707641626,2.653651240252029,25.444049850543973,18.83356771291533
66,177,-6.760619983652106,2.5370578798195798,24.492483154212266,17.526703371124064
66,179,-4.372344827082628,2.5963001281520706,22.442310340334597,14.524492879680487
66,180,-4.997314367561046,2.5791320855512048,22.271629343858525,14.259350392995472
66,183,-4.327697670183738,2.6486582791148736,24.77175904146956,17.914900111600648
66,184,-5.332122664915545,2.7076420805453507,24.441160212893177,17.454910843436366
66,186,-7.162383924115318,2.7620511074395617,21.82173158569147,13.54590600137048
66,187,-7.965942297525885,2.807057384108675,19.540676134050823,9.441484193486923
66,188,-8.680175659317939,2.937615399225505,17.128030788458737,0.8203893529236322
66,190,-9.863128604681918,2.6018877072986015,18.042366042084787,5.729796889644018
66,191,-10.59970084249963,2.7702207618779635,16.58746911991954,
66,198,-4.974975491535361,2.309446337679775,16.83259965045606,
66,211,1.0738526759178058,2.406766894181116,19.38412667732842,9.113065732382019
66,212,1.6318665732875104,2.4332175309381503,18.388595596673063,6.741220068947758
66,214,-2.095641978036582,2.0535044722981155,18.539600382003552,7.1428553341353815
67,162,-0.3546446428187551,1.7508983666308593,30.616516118289717,25.390444250179907
67,167,3.082702768049728,2.1971206690197347,29.155471802919006,23.6081582519858
67,168,2.4800416111128243,2.336330894498496,28.886211391477268,23.2748106018741
67,169,2.3907471946467354,2.606322293441875,27.46930885004147,21.491080212473424
67,170,-0.04217522148991293,2.757355218585551,27.64967727163695,21.72114760379103
67,171,-1.8724669731738288,2.958587651750496,27.726945877577517,21.819420883655752
67,172,-5.01962275110256,3.0382928869190318,26.773685457799985,20.59450977792893
67,173,-6.291870010264319,3.2185421026169996,23.96367837017498,16.77979383154609
67,174,-7.876647881059824,2.962271694243058,25.629341137291743,19.083152966207518
67,175,-6.247222750697119,2.8745613128538077,26.136966701875075,19.759671767894485
67,176,-5.8901060698011065,2.743531229524798,24.94019127792679,18.147086294487483
67,177,-5.5552977724466075,2.7052240400280763,24.50702668772969,17.547021316254657
67,178,-3.479522632358396,2.6773347877323523,24.66114236363403,17.7616311942182
67,179,-2.6090392109915683,2.841959002763822,22.37695694990579,14.423307607408818
67,180,-3.3902282158923356,2.7866487523270127,21.20632363879166,12.530433443148482
67,181,-3.680419848832088,2.909987453428063,20.724369067712416,11.69628459190162
67,182,-3.6357725892648887,2.89531422108855,20.834089294015595,11.88961213459107
67,183,-4.528564394173259,2.7701349285393535,23.258108156984953,15.755735306294339
67,184,-6.358856145857175,2.848284725139628,23.109352118760974,15.535306734946763
67,185,-7.6311034050189335,3.10884857680258,21.03484917953993,12.237993299801714
67,187,-8.568572859310336,3.1417999318644565,18.274997719722084,6.424884563620373
67,191,-10.64434799939852,3.0830597907613777,14.942409527320233,
67,192,-8.680175659317939,2.8626456289658364,18.152439136585418,6.067507446014217
67,193,-9.506011821117596,2.6556839965694605,20.281995790001613,10.893252646737023
67,195,-6.849914400118166,2.5228524244040695,18.778614056998805,7.74208924656085
67,205,0.47122201146504494,2.4461193134585137,15.423953073060588,
67,207,-0.8456725072639131,2.3403163005623764,18.302917499069675,6.503874920211102
67,211,0.381927594998956,2.3234386490157553,19.30670930841571,8.947213215279145
68,160,2.279174887123304,1.612397673268502,29.12283707278224,23.56784332873544
68,162,0.24798591896569633,1.8512663891948948,28.305299758470603,22.549802536094987
68,164,-0.7117919188672204,2.0543165256751994,28.214048388660846,22.43515380998525
68,165,-0.1983946859122625,2.087051396043096,28.808938976398885,23.178838731607648
68,166,0.20336925455094956,2.187690262143038,28.495986940725814,22.78870052736698
68,168,1.7434387781426608,2.5488252661812965,28.117431635183177,22.31352867117166
68,169,2.7255860871536868,2.8234024083904723,26.87291526690739,20.723348545599098
68,170,1.2524415088499552,3.0198230765580183,27.016366958054842,20.9090335408473
68,171,-1.2474669402112681,3.147480968677135,27.908504480424153,22.049676241021203
68,172,-3.903594853694841,3.2508983662264086,27.163032528532835,21.098197462013975
68,173,-5.399078308024258,3.4591970473620677,24.019283311805328,16.859109431187935
68,174,-6.8722227836597085,3.210587504968216,25.4908714368629,18.89677556120813
68,175,-6.091003286274798,3.107502464468765,25.654468547460926,19.116886683052286
68,176,-5.644592188912668,3.0810251255214034,24.576030742929436,17.64326747168485
68,177,-5.778533864945956,2.9979519866436064,24.15742303760062,17.055341914414882
68,178,-4.216094870176136,3.01743126478798,24.605012910182523,17.68361558930324
68,179,-3.680419848832088,3.202493196157075,21.83846665177417,13.572848842474174
68,180,-4.126800453710047,3.159958841616527,20.566665661741272,11.414523049249478
68,181,-4.126800453710047,3.1701197673949624,20.476423274433593,11.251111505703147
68,182,-4.149108734583251,3.20097685262549,20.293928153089713,10.915453260527812
68,183,-5.220489372423799,3.0176420265018775,21.60303689770791,13.190708972747801
68,184,-6.849914400118166,3.1657218977102755,20.94446183839792,12.081973419111085
68,186,-8.456970161971043,3.4950389883840334,17.941885002222506,5.405075155164531
68,187,-9.796172961573205,3.4591064492921895,16.699110042633077,
68,188,-9.751556297158459,3.5945956734169395,16.608806618734015,
68,189,-9.238189556687644,3.513950350709358,15.651681912571872,
68,190,-8.568572859310336,3.223709109009464,17.39717675790567,3.1567957085964937
68,192,-6.20257559379823,2.980972294854486,18.25075532075947,6.355601448976341
68,193,-5.845458912902217,2.826612477535856,18.05395127005066,5.766173467852306
68,197,-3.9259337297205263,2.4726328878462818,15.983437556934605,
68,198,-1.8724669731738288,2.4254550981586513,15.106409089468983,
68,199,0.06942757851768988,2.3510222464519845,15.333556189705542,
68,200,0.24798591896569633,2.228829387469747,15.898887648478453,
68,203,0.04711919497614758,2.568788531941107,12.918945329000175,
68,205,-0.06451409751559822,2.4770040553406414,14.13422872089424,
68,209,0.31494145940609997,2.2044172337977725,19.878206263482955,10.121594946132403
68,211,-2.698272642489343,2.2493281400906513,18.956554430851437,8.164224145001977
69,159,5.046875108130308,1.597099306671744,26.884006494891633,20.737729027484555
69,163,-1.6268920046488233,1.9393158012877771,25.058549892794733,18.30941076959286
69,164,-3.189361491902787,2.005338671268005,27.98983001182419,22.152520942114332
69,166,-0.7564390757661386,2.2354249989201875,27.68491554101508,21.765986045046024
69,167,2.636291568019317,2.465174678234372,26.541315074104563,20.291500828250484
69,168,1.7434387781426608,2.604088308660625,27.499488829733682,21.529642028994527
69,169,3.127319432464475,2.898203375356733,26.05522536757346,19.65142155048951
69,170,1.4309693568138186,3.138231280709557,25.52674295280643,18.945136731590317
69,171,-1.6492308806744802,3.2981672312145527,27.031299591772136,20.928324290782108
69,172,-4.662505967538237,3.395565038478151,26.0949764193652,19.70409587692939
69,173,-6.068695005401565,3.7663579028166168,22.662086500649735,14.861822383642288
69,174,-8.456970161971043,3.793789388669052,21.71828843113982,13.378626700008551
69,175,-8.345336766810988,3.66047716571513,22.253126153475428,14.23043300825706
69,176,-6.916839448074427,3.7512891333936844,21.6445846746145,13.258644189228281
69,177,-7.474853448112441,3.5614185352387775,22.12051202755831,14.022148635688891
69,178,-6.582031150719928,3.3823337585042337,23.56538202066989,16.205888737743194
69,179,-3.970580989287697,3.5095357931026028,21.949691784498466,13.751093390508242
69,180,-3.970580989287697,3.5313448960600073,20.593536391621885,11.462867927052764
