X,Y,RV,I,Sig,SigDisp
50,207,-3.2786254158847328,1.5614776644012984,19.433601386241982,9.217833955943568
51,179,0.33728033543178526,1.458737377585562,18.64651300257706,7.415931981570174
51,187,1.0292054163506066,2.026065831773691,15.561230668300869,
51,210,-3.41253649676554,1.7011222871723808,20.380271920123104,11.075156140576901
52,180,-3.3902282158923356,1.6754684475622676,18.61537362373604,7.33728390831972
52,184,-3.479522632358396,1.9390702282502916,22.30504227439502,14.31148178430693
52,187,-1.9840391780289792,2.236778262138448,17.138305673015758,1.0124827611984888
52,189,-2.586700334965883,2.217783929858326,15.947339068026544,
52,194,-4.126800453710047,1.7103462274109011,20.76222421477043,11.763228908101704
52,209,-3.100067075436698,1.9107203537025539,21.754259126702223,13.436941249842056
53,185,-2.586700334965883,2.42191314919408,17.905059833117722,5.281549737295451
53,186,-1.359069740218871,2.4093465833198078,17.4754657866741,3.563075141112942
53,187,-2.4304503780593905,2.586277012188539,15.158489235736651,
53,188,-2.1626281136294665,2.6593160663732736,15.056684501114663,
53,192,-3.680419848832088,2.1348953277347347,19.650325794461914,9.66638007883485
53,203,-3.7696531776615814,1.4487152122957578,21.677572260036378,13.31242799376202
53,210,-3.99288927016093,2.2608871508916497,18.101686494215272,5.9139372616604255
53,212,-4.684814351079751,2.16495228277898,18.76459122616472,7.7080142634181685
53,214,-6.604370026745613,1.8466215185683605,16.130025872932748,
54,168,-7.586486740604187,1.7346262980356002,22.26162530836875,14.243720067812484
54,170,-7.76501458856805,1.718907358684775,20.57157899759286,11.423373514606078
54,171,-6.73828110762642,1.5625939409459697,22.21166230672412,14.165505371427772
54,172,-5.041961524459936,1.5153813399347502,22.56566431018433,14.714374120564113
54,183,-4.416961594165656,2.1394534143489317,20.274633423868362,10.879538614860474
54,184,-3.2563170323431905,2.2571840305362967,21.248502738326245,12.601685150036797
54,186,-2.8545530918799784,2.622555736656005,18.209226615366628,6.2353455341124775
54,188,-3.970580989287697,2.8565645251662453,15.891305940568632,
54,189,-5.01962275110256,3.084532740393021,11.50515653176351,
54,190,-4.19375599415045,2.8450160058641414,13.533184064275316,
54,191,-4.640167091512552,2.861326222609894,14.036136643147108,
54,194,-2.4527586589326233,2.190624242003069,17.756496446880934,4.753605586088862
54,195,-2.7429197993882326,1.9645276117029429,18.44907189616503,6.904480706748795
54,198,-3.903594853694841,1.5910058062382602,17.36865998981976,2.9956551607229103
54,206,-1.9840391780289792,1.7991681130384665,18.874654778452307,7.972213808331567
54,207,-2.9215087349886915,2.164727215508649,16.51723099445359,
54,209,-2.6536253829221437,2.1552562743282797,20.925916682937185,12.049796223224225
54,211,-3.3455809563251364,2.4389424350938604,19.076168072699737,8.438233721454319
54,213,-4.774078275061669,2.324888710514611,18.761119849117787,7.6995595973381095
55,164,-10.733642518532918,1.705629351771556,22.04254532932314,13.898827453971267
55,166,-13.188903708026942,2.02324200128942,17.42595101079564,3.311701772601144
55,168,-9.81848134511472,1.9652900747569113,19.539920814302654,9.439920838080058
55,169,-9.32745348066959,1.913529401399753,19.731735243104897,9.83081765185317
55,174,-4.640167091512552,1.6294269591682822,22.224361429886166,14.185409439498455
55,177,-0.7341001997404533,1.8503203438479927,21.605148322168052,13.1941666664811
55,179,-0.4216307784116111,1.8969740888471502,22.64604760292423,14.83735394313657
55,183,-2.1179808540622673,2.399704937498578,19.424427045530283,9.198476289425786
55,186,-3.033080939843842,2.9429068605501643,17.246408474840422,2.1776605063800734
55,187,-4.528564394173259,3.0922465373106762,16.507804889100726,
55,188,-5.153533831983367,3.1186976475108015,15.183688180222793,
55,189,-5.9794004862671954,3.3154940628405667,10.940261858430992,
55,190,-5.443725464923148,3.101347927752,12.01849365962444,
55,191,-5.532989388905065,3.0251522088025355,12.914647110800448,
55,192,-5.287475508016655,2.874072079488924,13.635127077056206,
55,193,-3.881286470153327,2.7014532135231777,14.995720877316492,
55,194,-3.680419848832088,2.4370880153199144,16.17229463569783,
55,208,-2.6536253829221437,2.376867773700747,16.532377249784563,
55,209,-1.8947752540470617,2.41595411796105,19.33887102110966,9.016403516431318
55,211,-3.814300437228752,2.640623097664471,18.159128202100703,6.087490210286103
55,212,-3.99288927016093,2.489249232894621,19.0375290050791,8.350515590023655
56,167,-11.247009156335423,2.196660046767721,16.32987214643606,
56,168,-10.175628518494904,2.1650013958714602,17.350061428955605,2.885867562542158
56,169,-11.068450815887417,2.228133206448507,16.205020914265504,
56,182,-3.658080972806431,2.144887927450398,22.050424589001917,13.911320014839006
56,184,-3.2116697727760197,2.5374031107339308,20.06127168377578,10.476555806669667
56,185,-3.3902282158923356,2.974342349311092,17.430030829819003,3.333102867965662
56,186,-3.3232725727836225,3.0225105327068365,16.977252976092778,
56,187,-5.086608784027135,3.0394253779426803,17.198856360449962,1.7618910600233297
56,189,-6.358856145857175,3.3230495479637083,11.644216545255247,
56,190,-6.715972826753216,3.1480274242677586,11.411417975732265,
56,191,-6.849914400118166,3.102378848188696,11.19677258202021,
56,192,-6.247222750697119,2.943410876702119,12.2171917040419,
56,193,-5.108917167568649,2.758332257410956,13.765945446283345,
56,209,-1.3814086162445562,2.7747626340131832,16.99321557485097,
56,210,-4.149108734583251,2.8077535651299153,16.36384583370846,
56,212,-5.622253312887011,2.546197895642032,19.335626617027266,9.009442639425222
57,163,-10.510436918517712,1.7320056011501448,19.591384900318257,9.545991950154693
57,166,-12.742462015512388,2.3912835173870617,12.871855747239284,
57,168,-11.403259215910225,2.373349193887143,15.248559010995752,
57,175,-0.5778502428339607,1.8405060806758158,23.589065561009342,16.240308311161986
57,178,-1.671539161547713,1.791561605900303,25.734483735452113,19.2241320514152
57,179,-2.1626281136294665,1.8529338860614573,27.92552184881221,22.071211351633785
57,181,-3.970580989287697,1.949999813505869,25.600992216604055,19.045062417188905
57,183,-3.3232725727836225,2.358317379538115,20.990753192732804,12.162044219547239
57,184,-1.5599364642083913,2.5407085464680037,19.19350244268967,8.700237698909975
57,185,-1.5822752375657672,2.9912891424867105,17.252698910855138,2.226930557656002
57,186,-2.251892037611384,3.0356626529959536,17.24628831268273,2.176708653949104
57,187,-5.01962275110256,2.901483540592386,18.332597745705034,6.586937080755309
57,188,-5.26513663199097,2.903648379957094,17.830022826707324,5.021286090326291
57,190,-8.233764561955837,2.870260241449717,12.852598205532885,
57,193,-4.997314367561046,2.667288306405398,13.119002357579555,
57,194,-4.528564394173259,2.457266811312434,13.796474472122858,
57,196,-3.3009642919103896,2.109295373523458,17.436824808028387,3.368450591276974
57,207,-3.7696531776615814,2.296105389348278,14.878567706075637,
57,210,-5.01962275110256,2.83540106223324,17.480323806097193,3.5868259458758645
57,212,-5.689239448479867,2.589457515759782,20.05960275200659,10.47335966002841
58,168,-12.139831453727936,2.1925869022302322,17.04008484641043,
58,169,-11.403259215910225,2.44039154591899,16.635782248396396,
58,171,-9.751556297158459,2.00985289053917,20.762344376928127,11.763440994290702
58,172,-9.394439616262446,1.9787673974238604,20.718597423355966,11.686054902793009
58,175,-1.4930114162521306,2.047467235841556,21.47809220608137,12.985070073470276
58,178,-0.2207335619379478,1.973261360327764,23.950552003785575,16.761042368720304
58,179,-2.4304503780593905,2.0209932375086437,25.946203233564884,19.506641490463004
58,181,-3.7026976372211493,2.107849126082141,23.629768380761927,16.299372801689522
58,182,-3.055419815869527,2.308828835325156,22.623369235949042,14.802717169022907
58,184,-1.9840391780289792,2.6706008930239165,17.617309582643742,4.2039501579717875
58,185,-2.1626281136294665,2.8636312541551394,18.07070161142162,5.818406717395742
58,186,-3.2786254158847328,2.869658472555895,18.329080594442647,6.577141889724903
58,188,-7.474853448112441,2.6671524093005816,18.501068125189754,7.042238406423937
58,190,-9.57296746422631,2.7169423132973147,12.034704226798315,
58,191,-9.171203523763097,2.6768622422895367,10.9016981213528,
58,208,-2.8099059349810886,2.5352206251983382,15.465435035813107,
58,210,-4.283050410616539,2.611909868800862,19.474178323673982,9.303075909732954
58,211,-4.796386658603211,2.8010759381859494,18.610746399327628,7.325536262969848
58,213,-6.291870010264319,2.4036517181813304,21.041160598093462,12.248838284292956
58,215,-8.523925702411447,2.184843066295344,17.226318371818337,2.012372889711546
59,164,-8.50158682638579,1.8611269020757373,20.58894731024096,11.454621396793458
59,168,-13.300506508034545,2.175155644208541,19.06295586512998,8.408322443620575
59,169,-12.675506475071984,2.3938560518537644,18.497196207617176,7.032059978632665
59,172,-8.568572859310336,1.937740330395454,23.38596154498511,15.943863941451658
59,173,-4.305389286642196,2.1738004720677377,23.173149121302654,15.630049270495919
59,174,-2.586700334965883,2.1194071824218685,22.284553541872366,14.27952823312368
59,175,-1.9393920211300895,2.098204616877098,23.494857796673106,16.10316561691803
59,178,-2.22958365406987,2.19101238579918,21.998586665162378,13.829006300694928
59,182,-3.94824211326204,2.230322842868544,24.262723940946174,17.20416731593141
59,184,-4.350005951056943,2.5751218824319935,18.569326415766696,7.2196595165763044
59,186,-5.532989388905065,2.6740951568003712,18.58486749146042,7.259538530453737
59,187,-9.104247983322665,2.6079964677497918,17.178615583430656,1.5519128078879227
59,188,-9.863128604681918,2.624007229846768,16.875951783665464,
59,193,-6.113342162300455,2.5859193846402952,11.203236598508369,
59,195,-3.4348753727912253,2.5177736337158496,11.799551029049857,
59,209,-1.5822752375657672,2.5433950443680065,20.088869106765447,10.529304914796379
59,210,-3.3902282158923356,2.5102047974975434,20.950771345926384,12.092907838451843
59,211,-4.171447610608936,2.669999127917639,19.65178872289306,9.669353650023709
59,213,-5.376739431998573,2.364529611923711,21.37806702317323,12.818944950630172
59,216,-8.345336766810988,1.8989009908645436,19.181394588103053,8.673494010173128
60,164,-6.961486707641626,1.5852861440444528,24.41886712406771,17.42368134530917
60,165,-10.220275778062103,1.6789784485870642,24.489215869478308,17.522137252684338
60,168,-11.849670313272327,1.9570612929577713,22.801401145320256,15.073403537018836
60,171,-8.389984026378187,1.9570612929577713,23.33029175762556,15.862096755975582
60,172,-7.541839481037016,1.9706053786756295,24.453685768494115,17.47244538306678
60,177,-2.8322142158543215,2.4291000418269926,20.27912522374315,10.887907045904447
60,178,-3.8589476967959513,2.1447587039993907,25.112602242763437,18.383318291408848
60,181,-6.515106102763667,2.2297530219144974,23.757404338010588,16.483866684723107
60,182,-6.20257559379823,2.259298328904163,25.250114455068548,18.570726426127266
60,184,-5.599944929345497,2.6071634313749197,19.108619705974682,8.511342260041243
60,186,-7.184722800140975,2.710096841308757,17.782596594637447,4.850189856862443
60,190,-9.863128604681918,2.287604813339505,17.866014491896216,5.147627980404726
60,195,-3.524139296773143,2.2425413182321963,15.196263332089332,
60,210,-1.9393920211300895,2.6183261892465453,20.89614678598366,11.998022774664802
60,212,-3.970580989287697,2.632107738868628,19.716648113340238,9.800500641563328
60,213,-4.952667107993847,2.5055127189135273,20.402450579866102,11.11591605149475
60,215,-9.014984059340748,2.317233567514604,16.63968088158301,
61,161,-3.457183756332739,1.8037290592489335,23.982698454103602,16.806945740986475
61,166,-11.403259215910225,1.8792295478508834,25.3906059425517,18.761302463580233
61,167,-10.465820254102965,1.8440527943716543,26.141017920083986,19.76503017701091
61,168,-11.358611956343026,1.8448457774610354,26.29248810458165,19.964932525044194
61,170,-9.193542399788754,1.992048267720893,23.559165972597416,16.196848499766613
61,173,-4.662505967538237,2.1994476342364964,23.99310113200628,16.82178652612977
61,175,-5.0642699080014495,2.2781338721591364,24.899356855690733,18.09092512358152
61,176,-4.751800384004326,2.3580274619269614,23.829814924528062,16.588058335358614
61,177,-4.126800453710047,2.4437122378832257,22.253772751391686,14.231444117537162
61,179,-3.725006020762663,2.310494427056721,23.37418366503205,15.926583500759072
61,180,-4.037536529728101,2.4613866827892235,21.36821557270575,12.80250900259885
61,182,-4.550872675046492,2.33994579536206,23.470659273813204,16.067838894743556
61,183,-5.399078308024258,2.4664225605956833,20.75822640196494,11.75617128810372
61,186,-7.787353361925426,2.6174154324538677,17.79106904682906,4.881161524579898
61,187,-10.39883411851011,2.664242272034609,15.08551884799581,
61,190,-10.041717437614096,2.219456199031246,19.37714578020707,9.098207438138385
61,191,-8.434631285945358,2.196326735256627,20.10441400450932,10.558932827928704
61,193,-4.439269875038889,2.422420505960484,15.783131617339338,
61,199,-3.479522632358396,1.9578185102622925,19.3159065426913,8.96704218602682
61,201,-4.863372691527758,1.6997356443224385,20.307706850470595,10.941049196701856
61,207,-2.9438475083460673,2.0832781833850182,18.411438001908657,6.8032822444851
61,208,-1.2921141997784673,2.2631902735143523,18.82837868649336,7.862025436361637
61,210,-1.2474669402112681,2.53019381098641,20.243888865390097,10.822136406193797
61,212,-1.336761356677357,2.6193647415858674,19.096443183608717,8.483969723236632
61,213,-3.41253649676554,2.4822053958260586,18.860811248254556,7.9393829068943145
61,214,-7.541839481037016,2.2714071321226905,19.46543122618964,9.284751629500851
62,161,-5.041961524459936,1.7442665121649226,25.49135018738093,18.897421368421824
62,171,-7.2962951076644345,1.8859472318678856,26.111019139140854,19.725337018276264
62,173,-4.104461577684361,2.1353788419070803,26.277086262559365,19.944644956729263
62,174,-6.024047745834366,2.142322543868141,27.120100020275153,21.042894884253172
62,175,-5.800842145819161,2.270662311452062,26.170150761334295,19.803544906681882
62,176,-5.644592188912668,2.3380956668762902,25.65777398813471,19.121322287598264
62,179,-4.863372691527758,2.3586978952191453,23.189971939590777,15.654979992290238
62,180,-4.707153227105437,2.572045331813337,21.079765331824426,12.315035787393676
62,181,-4.394653210624142,2.544366364000874,21.6619854101272,13.287031719257833
62,182,-5.354431048457059,2.44073248175762,23.098234188075022,15.518763565669714
62,184,-6.671325567186017,2.7771291752848004,19.44241525339293,9.23640140343446
62,185,-6.961486707641626,2.659297946759298,19.24970437305834,8.823532084723293
62,186,-8.367675642836673,2.5306277310480967,18.054950723252034,5.769302004494061
62,187,-9.282836816254843,2.5485324889738745,16.349180239920596,
62,189,-7.876647881059824,2.203167919744554,21.455791486067938,12.948149995023437
62,190,-7.76501458856805,2.118020062341291,22.638177885458493,14.825339725404676
62,194,-5.242828248449456,2.4595012695367746,16.921178826157437,
62,198,-3.3009642919103896,2.146722318687825,17.564823162775205,3.97826755505011
62,201,-3.99288927016093,1.6788091680630215,22.201911933988253,14.150211783735607
62,208,-1.9170531451044326,2.3303546943252167,18.040342344005406,5.723421344695367
62,210,-0.86801138328957,2.600354198614313,17.429323208223696,3.3294004710646
62,211,-1.202819680644069,2.567097192480486,18.45611763901558,6.923285224890137
62,214,-5.9794004862671954,2.235527997411502,18.692012805161355,7.529604419112341
63,163,-6.448119967170811,1.8369998974961046,28.52014542244548,22.81890214093215
63,164,-6.961486707641626,1.8254365954069298,30.046264647989787,24.69983034955991
63,165,-7.318603388537639,1.8408994702213741,29.53294181407992,24.072769931892548
63,167,-5.823181021844846,1.7279892016077607,31.703308110967868,26.690885057992382
63,169,-7.162383924115318,1.775007728827152,27.961509704863285,22.11672726637383
63,173,-5.756194988920271,2.133301737228436,27.699493408422178,21.78452512870601
63,176,-5.95706171290982,2.3183879884222245,25.798461923830537,19.30969284155846
63,177,-6.091003286274798,2.4378886265243764,23.660892497227017,16.344461868331237
63,178,-6.247222750697119,2.3176074057542806,24.16971590007413,17.072749242295345
63,179,-2.8322142158543215,2.2895574592984094,22.84831239486968,15.144272161234936
63,182,-3.568786556340342,2.403906351025803,24.653226859040505,17.7506392719619
63,183,-3.546478172798828,2.5455217393697653,24.00568200403571,16.839725902724304
63,185,-6.04635612937588,2.6891260166881272,21.295063030703297,12.680035862789438
63,187,-8.434631285945358,2.564774518551901,18.628345506990406,7.370132721180106
63,191,-7.586486740604187,2.476139071025993,20.864343661650047,11.942547317529728
63,194,-7.006133967208825,2.525624755642683,20.151073463592915,10.647504953514632
63,195,-6.582031150719928,2.5779399899361817,17.662464161130885,4.389332550995984
63,201,-3.7919920536872382,1.8246202507416704,20.464090357907516,11.228650594644192
63,205,-3.2563170323431905,2.0611791666040062,18.601345072739065,7.301618896868961
63,218,-10.532745302059226,1.6256551782021118,19.45924951200684,9.271784702555296
64,163,-4.7294616106469505,1.742924217676192,31.642457960739634,26.61857895901235
64,165,-4.461608751064546,1.9131808336584974,28.796905522666837,23.163880669728027
64,166,-3.680419848832088,1.785842420937131,29.88483429119273,24.503202252196523
64,169,-3.658080972806431,1.8016366983401273,30.1760616259642,24.857560122706914
64,172,-6.291870010264319,2.126328473480778,28.162521367941117,22.370319841248136
64,173,-6.604370026745613,2.2870488207112576,28.198307042704297,22.41535456053789
64,175,-7.318603388537639,2.34571361997462,28.6332817093671,22.960148550215795
64,176,-5.8901060698011065,2.297308927135922,27.997285837413425,22.161940670027757
64,181,-2.9215087349886915,2.5981102033523484,21.91013528280666,13.687864264043872
64,182,-3.8589476967959513,2.5438041711619075,23.17194748681338,15.628267668927256
64,183,-3.568786556340342,2.5597705886852156,23.712007537095317,16.418370852166337
64,184,-4.394653210624142,2.6680769944190583,22.499305733478927,14.612404267900535
64,185,-5.577606053319812,2.7258567846187995,21.002162942112488,12.181725996222502
64,186,-7.474853448112441,2.612159733126523,19.43072702375804,9.211772504344694
64,187,-8.568572859310336,2.7122530980971122,16.69094087528564,
64,189,-7.876647881059824,2.575542455186061,18.6503925513376,7.425681269687587
64,192,-6.559722767178414,2.465393071850894,23.095441831808948,15.514607098037342
64,193,-8.434631285945358,2.412422183264738,21.825071347342593,13.55128552265779
64,194,-8.769439583299885,2.4574317967607557,20.908630389419287,12.019751443409623
