pc,S,ErrX,ErrY
0.3277548662495174,21.53146593333333,9.624710530550919,1.8559923319952254
0.5947285630483536,44.290254733333306,5.205662269423613,3.2457434709051296
0.7771403642023703,40.76510726666668,4.247172383595322,2.2417303327750537
0.9335564370692383,48.487235266666694,3.8956390329864625,2.4355664148463836
1.068471395011282,53.61964893333343,3.346614858968143,2.4979073698225833
1.189507760762705,62.1226222666667,3.016794786469267,2.6505329088765155
1.3000326877921258,60.90912199999993,2.859344234217113,2.6638880416950697
1.4013406518698979,68.74459600000013,2.525504607880587,2.7541228012773673
1.5008520314146045,69.31929659999996,2.6102140866877646,2.877212190072725
1.5945532762304457,76.3514251333333,2.3435939231872647,2.839985468259424
1.6831403017523736,75.8151417333334,2.302394082638362,2.9041966895425633
1.7664166796127887,73.30465706666672,2.0443791037936627,2.93107155920695
1.8423455066151704,84.63259959999996,1.9983706032406188,3.034072503696739
1.9207894730248272,79.80200019999991,2.151011479066416,2.9151192587279335
1.999342178905617,79.85865360000005,2.041385375032692,2.999625670232533
2.07788878467949,90.02220599999995,2.033232876755532,3.6319287453379787
2.1510255084971877,96.46118919999974,1.8579453977528693,3.302073143787348
2.2224399144867473,89.57854259999996,1.9226205280978843,3.060247616403794
2.2983728344142467,85.1892882666667,2.0671709964533367,3.1161139015363744
2.37518462703336,92.9978136,1.975871879155936,3.4096784322146707
2.450999770205954,82.95461826666664,1.8479544840716178,3.027716632884961
2.5253710809446903,85.96925913333338,2.023403814077323,3.302572697856353
2.5966733166983835,91.31503693333319,1.8290618492156567,3.3863707052379914
2.6648910879462027,83.91785040000008,1.7495224016642172,3.0128914463442955
2.733463999051257,88.73541086666664,1.9037634994491457,3.3886885939408575
2.797753244043639,86.41571153333336,1.628669751767949,3.2092911687233636
2.8621869743590547,83.27669759999996,1.6355038810499705,3.103539149223813
2.925320059153341,89.64789153333344,1.6670715325869805,3.3109721009174344
2.986315526660369,88.20569613333328,1.7179633133574659,3.3466393560490295
3.0521639339063835,85.22742019999998,1.7680433623882865,3.159248445443583
3.1146022431270577,90.55640560000012,1.5420131907393673,3.610346378181231
3.1733327358132546,82.32061353333326,1.571306916990478,3.2922653577184526
3.234540703453059,87.16779506666657,1.7710918655492058,3.30931518376796
3.2984225716941937,99.87014646666664,1.4961297486721412,3.7363475495526757
3.359221934857731,90.26928113333344,1.5599082256662917,3.5363676574210814
3.4197420145042523,94.95947206666672,1.5684284934930892,3.4047151446360826
3.4767562873512885,98.13420680000004,1.5591762637697442,3.804422723067135
3.5387016807686216,83.39141099999988,1.6018983237176156,3.2722248563304794
3.599126649240938,87.38556359999997,1.5545279858645578,3.2835315657021464
3.6602982312727494,86.48814046666656,1.60805311157086,3.346989246918773
3.7228795613980608,87.11139560000011,1.55480483560046,3.3936381646833764
3.7830554502974296,81.4888077333334,1.6236913248576175,3.0871650672375504
3.8425474840394367,92.83966019999998,1.4959336404199328,3.532587479842839
3.8996140096382104,85.84228413333344,1.618916028004892,3.2868735228907235
3.9620115533229954,84.23265246666672,1.6138997888186621,3.3862079061794623
4.022587628336657,91.80980993333347,1.5414963830724862,3.5812139700982035
4.082664786942751,92.58919353333337,1.6424796375327444,3.763746329913566
4.1428084834703,91.40975719999997,1.5859042857241825,3.5141956332929962
4.203055384109871,100.64905966666653,1.5579382112770679,3.6532190848581703
4.262709483741701,86.44152313333348,1.5277331074821872,3.323183354076759
4.32134979990736,86.11687000000006,1.5554747872780759,3.4341535656029487
4.385444567137229,82.53636793333331,1.757334672069159,3.315878324780059
4.447415291928865,98.1041254000001,1.6481204165865744,3.7990919950804374
4.5097458342755345,94.27314946666668,1.58752591116507,3.7320551653320795
4.570112855690334,111.19161900000026,1.556850505755699,4.104300070607582
4.632319585006153,89.3972955333333,1.6110712373462444,3.4776974244648993
4.693888181855762,113.91426566666661,1.5904435671239003,4.063305314482602
4.756521977313487,106.5534317333333,1.6653088995135208,4.014522552674241
4.819887870203696,102.28779060000008,1.6638809615223231,3.877413879223391
4.882373349446818,104.90002220000022,1.6783297977773142,4.067489930369025
4.947307578855639,99.23553326666665,1.7020266278236094,3.6823432962803193
5.012132235275245,95.40658026666657,1.714899756373277,3.5031264464449396
5.07622517201822,97.43759139999985,1.6927943797015879,3.896896500173812
5.14484216788479,100.17887059999987,1.8495857175146337,4.090987133780007
5.21511914161233,99.0490865333333,1.9359716552921027,3.8441042618079373
5.2876055667366355,96.31087366666684,1.9670439705465328,3.6919668549973115
5.361655379798103,95.05183993333335,1.973707170174305,3.541997079295745
5.436667523217514,96.73627426666671,1.8956449482464732,3.790349797371408
5.508947226881126,90.88801139999993,2.0800891815608273,3.839788127695799
5.585727351141741,91.18146406666663,1.9953226812908567,3.762962942225149
5.663178946381683,102.80105006666639,2.1083698878877226,4.187906447809682
5.739068535044903,92.80110920000003,2.0389574494264484,3.6862835362631037
5.816985316893249,100.86815439999998,2.0019621169857356,4.093121946923814
