Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
58	133.0272	2	9	604a9_795-229232.xlsx	4857.149	0.051	0.871	0.142	43.39	5.965	40.24	5.524	4954.072	0.06	1.403	0.136	16.75	1.448	25	2.174	5002.702	0.06	1.403	0.136	50.24	4.345	75.01	6.523
59	131.5968	2	9	604a9_795-233236.xlsx	4857.358	0.063	0.801	0.151	39.16	5.837	33.39	5.073	4953.938	0.067	1.31	0.167	13.65	1.421	19.05	2.013	5002.568	0.067	1.31	0.167	40.96	4.264	57.14	6.039
60	130.1664	2	9	604a9_795-237240.xlsx	4857.169	0.047	1.108	0.112	53.03	4.822	62.56	5.701	4953.908	0.051	1.108	0.134	17.56	1.648	20.72	1.962	5002.538	0.051	1.108	0.134	52.69	4.944	62.17	5.886
61	128.736	2	9	604a9_795-241244.xlsx	4857.304	0.084	1.302	0.17	36.99	4.665	51.25	6.479	4954.068	0.043	0.978	0.101	18.65	1.734	19.42	1.829	5002.698	0.043	0.978	0.101	55.96	5.201	58.25	5.486
62	127.3056	2	9	604a9_795-245248.xlsx	4857.22	0.041	1.055	0.088	81.21	5.761	91.23	6.499	4953.982	0.03	1.272	0.073	35.55	1.691	48.12	2.308	5002.612	0.03	1.272	0.073	106.6	5.072	144.4	6.923
63	125.8752	2	9	604a9_795-249252.xlsx	4857.274	0.023	0.989	0.052	138.9	6.275	146.2	6.63	4953.986	0.018	1.21	0.042	62.48	1.825	80.49	2.37	5002.616	0.018	1.21	0.042	187.4	5.474	241.5	7.109
64	124.4448	2	9	604a9_795-253256.xlsx	4857.271	0.021	1	0.058	127.9	5.982	136.2	6.405	4953.982	0.023	1.366	0.06	46.94	1.639	68.27	2.407	5002.612	0.023	1.366	0.06	140.8	4.918	204.8	7.222
65	123.0144	2	9	604a9_795-257260.xlsx	4857.242	0.025	0.925	0.061	111.7	6.266	109.9	6.196	4954.041	0.021	1.116	0.059	48.57	1.944	57.68	2.333	5002.67	0.021	1.116	0.059	145.7	5.831	173.1	6.999
66	121.584	2	9	604a9_795-261264.xlsx	4857.241	0.022	0.932	0.047	180.6	7.707	179.2	7.678	4954.026	0.012	0.959	0.031	93.07	2.455	95.06	2.528	5002.656	0.012	0.959	0.031	279.2	7.366	285.2	7.585
67	120.1536	2	9	604a9_795-265268.xlsx	4857.251	0.026	0.947	0.057	283.2	14.58	285.4	14.73	4954.054	0.01	0.935	0.022	237.4	4.655	236.2	4.674	5002.684	0.01	0.935	0.022	712.1	13.96	708.5	14.02
68	118.7232	2	9	604a9_795-269272.xlsx	4857.299	0.022	0.948	0.054	355.8	17.43	359.2	17.67	4954.055	0.01	0.999	0.024	269.2	5.407	286.3	5.795	5002.685	0.01	0.999	0.024	807.7	16.22	859	17.39
69	117.2928	2	9	604a9_795-273276.xlsx	4857.322	0.023	0.98	0.05	259.9	11.22	271.2	11.77	4954.091	0.011	1.047	0.026	169.2	3.459	188.6	3.884	5002.721	0.011	1.047	0.026	507.7	10.38	565.8	11.65
70	115.8624	2	9	604a9_795-277280.xlsx	4857.328	0.034	1.288	0.086	127.3	6.829	174.5	9.4	4954.129	0.015	1.201	0.035	88.27	2.175	112.9	2.802	5002.759	0.015	1.201	0.035	264.8	6.525	338.6	8.407
71	114.432	2	9	604a9_795-281284.xlsx	4857.207	0.044	1.569	0.094	76	4.057	127	6.825	4954.14	0.027	1.728	0.065	38.2	1.237	70.26	2.304	5002.77	0.027	1.728	0.065	114.6	3.712	210.8	6.911
72	113.0016	2	9	604a9_795-285288.xlsx	4857.159	0.103	2.103	0.27	37	3.86	82.82	8.71	4953.986	0.051	2.018	0.11	22.85	1.163	49.07	2.528	5002.616	0.051	2.018	0.11	68.54	3.489	147.2	7.585
73	111.5712	2	9	604a9_795-289292.xlsx	4857.351	0.067	1.602	0.162	47.34	4.159	80.72	7.161	4954.266	0.03	1.543	0.074	32.82	1.348	53.91	2.245	5002.896	0.03	1.543	0.074	98.46	4.044	161.7	6.734
74	110.1408	2	9	604a9_795-293296.xlsx	4857.208	0.039	1.245	0.09	88.92	5.316	117.8	7.084	4953.996	0.018	1.348	0.047	54.87	1.604	78.74	2.326	5002.626	0.018	1.348	0.047	164.6	4.813	236.2	6.977
75	108.7104	2	9	604a9_795-297300.xlsx	4857.239	0.021	0.971	0.053	203.5	9.516	210.2	9.867	4954.07	0.01	1.009	0.026	140	2.978	150.3	3.222	5002.7	0.01	1.009	0.026	420	8.935	450.9	9.666
76	107.28	2	9	604a9_795-301304.xlsx	4857.287	0.024	0.946	0.055	407.8	20.04	410.5	20.26	4954.127	0.009	0.977	0.022	332.2	6.239	345.4	6.533	5002.757	0.009	0.977	0.022	996.5	18.72	1036	19.6
77	105.8496	2	9	604a9_795-305308.xlsx	4857.325	0.024	0.984	0.056	256	12.51	268.1	13.16	4954.134	0.01	1.019	0.024	193.9	3.917	210.4	4.283	5002.764	0.01	1.019	0.024	581.8	11.75	631.2	12.85
78	104.4192	2	9	604a9_795-309312.xlsx	0	510.182	13.03	480.166	-14330	6.2		-12950	4954.135	0.025	1.064	0.055	45.46	2.06	51.47	2.357	5002.765	0.025	1.064	0.055	136.4	6.181	154.4	7.071
79	102.9888	2	9	604a9_795-313316.xlsx	4857.34	0.038	0.878	0.086	59.67	5.232	55.75	4.913	4954.181	0.021	1.057	0.053	36.89	1.555	41.5	1.764	5002.811	0.021	1.057	0.053	110.7	4.664	124.5	5.291
80	101.5584	2	9	604a9_795-317320.xlsx	4857.36	0.051	0.957	0.113	52.42	5.253	53.38	5.355	4954.146	0.026	1.154	0.069	31.67	1.546	38.91	1.911	5002.776	0.026	1.154	0.069	95.01	4.637	116.7	5.732
81	100.128	2	9	604a9_795-321324.xlsx	4857.561	0	1.792	0	27.15	0	51.78	17.35	4954.258	0	-773.114	0	-1.348	0	1109	0	5002.888	0	-773.114	0	-4.044	0	3328	0
82	98.6976	2	9	604a9_795-325328.xlsx	4857.886	0.005	0.464	0.011	713.3	14.03	352.3	4.161	4954.238	0.036	1.012	0.089	23.44	1.725	25.25	1.864	5002.868	0.036	1.012	0.089	70.33	5.174	75.75	5.592
83	97.2672	2	9	604a9_795-329332.xlsx	4857.436	0.043	0.831	0.101	56.55	5.661	50.03	5.086	4954.268	0.038	1.036	0.088	19.99	1.551	22.05	1.718	5002.897	0.038	1.036	0.088	59.97	4.654	66.16	5.155
84	95.8368	2	9	604a9_795-333336.xlsx	4857.466	0.081	0.833	0.158	33.37	5.585	29.57	4.986	4954.38	0.077	1.314	0.179	11.46	1.401	16.02	1.971	5003.01	0.077	1.314	0.179	34.38	4.203	48.07	5.912
85	94.4064	2	9	604a9_795-337340.xlsx	4857.36	0.075	0.762	0.17	31.94	5.872	25.92	4.874	4954.369	0.091	0.923	0.264	10.26	2.044	10.08	1.942	5002.999	0.091	0.923	0.264	30.77	6.131	30.24	5.826
86	92.976	2	9	604a9_795-341344.xlsx	4857.758	0.074	0.847	0.185	23.53	5.015	21.23	4.605	4954.38	0.087	0.807	0.184	8.172	1.701	7.022	1.473	5003.01	0.087	0.807	0.184	24.52	5.103	21.07	4.419
87	91.5456	2	9	604a9_795-345348.xlsx	4857.994	0.031	0.768	0.099	54.64	5.756	44.66	4.597	4954.473	0.167	0.691	0.298	4.065	1.556	2.989	1.321	5003.103	0.167	0.691	0.298	12.19	4.669	8.968	3.963
88	90.1152	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	88.6848	2	9	604a9_795-353356.xlsx	4857.428	0.038	0.669	0.085	45.97	5.524	32.75	4.187	4953.874	1.353	2.877	2.104	1.565	0.8456	4.793	3.045	5002.504	1.353	2.877	2.104	4.694	2.537	14.38	9.134
90	87.2544	2	9	604a9_795-357360.xlsx	4857.666	0.066	-0.626	0.247	22.25	7.014	-14.83	-4.318	4954.253	0.015	-0.227	0.052	20.78	16.6	-5.013	-3.068	5002.883	0.015	-0.227	0.052	62.35	49.81	-15.04	-9.204
91	85.824	2	9	604a9_795-361364.xlsx	4857.745	0.124	0.672	0.19	14.43	5.314	10.32	3.8	4958.262	0.078	0.363	0.333	-6.267	9.296	-2.422	-1.621	5006.892	0.078	0.363	0.333	-18.8	27.89	-7.265	-4.862
92	84.3936	2	9	604a9_795-365368.xlsx	4857.2	0.414	2.169	0.749	10.43	3.354	24.08	7.729	4953.605	0.895	1.86	1.062	1.444	0.933	2.859	2.14	5002.235	0.895	1.86	1.062	4.333	2.799	8.577	6.42
93	82.9632	2	9	604a9_795-369372.xlsx	4857.521	0.242	0.886	0.393	8.901	4.57	8.398	4.386	4955.405	1.194	2.356	1.736	1.027	0.8492	2.574	2.355	5004.035	1.194	2.356	1.736	3.08	2.547	7.723	7.064
94	81.5328	2	9	604a9_795-373376.xlsx	4856.787	0.196	1.321	0.373	13.45	3.932	18.92	5.589	4955.237	0.542	1.978	0.795	1.985	0.8605	4.181	2.153	5003.867	0.542	1.978	0.795	5.955	2.582	12.54	6.458
95	80.1024	2	9	604a9_795-377380.xlsx	4857.586	0.03	0.368	0.317	27.23	37.88	10.68	6.365	4950.847	0.564	1.797	0	1.799	0	3.443	6.467	4999.477	0.564	1.797	0	5.398	0	10.33	19.4
96	78.672	2	9	604a9_795-381384.xlsx	4857.511	0	0.085	0.024	2513	7201	227.9	588.7	4878.355	0	1.104	0	2.794	0	3.285	3.881	4926.985	0	1.104	0	8.383	0	9.855	11.64
97	77.2416	2	9	604a9_795-385388.xlsx	4857.442	0.242	1.016	0.422	9.205	4.374	9.951	4.816	4954.908	0.311	-0.743	0.464	2.153	1.515	-1.703	-1.292	5003.538	0.311	-0.743	0.464	6.458	4.544	-5.11	-3.877
98	75.8112	2	9	604a9_795-389392.xlsx	4857.819	0.072	-0.6	0.127	25.36	5.624	-16.2	-3.939	4956.228	0.653	2.568	1.223	-2.189	0.9996	-5.984	-2.715	5004.858	0.653	2.568	1.223	-6.568	2.999	-17.95	-8.146
99	74.3808	2	9	604a9_795-393396.xlsx	4855.931	0.611	2.424	1.281	6.076	2.744	15.68	8.165	4952.633	0.02	0.243	0.089	-17.52	19.33	-4.535	-3.529	5001.263	0.02	0.243	0.089	-52.57	58	-13.6	-10.59
100	72.9504	2	9	604a9_795-397400.xlsx	4855.625	0.511	1.241	0.553	-5.783	3.73	-7.636	-4.889	4954.331	0	-0.089	0	580.9	0	-54.94	-52.29	5002.96	0	-0.089	0	1743	0	-164.8	-156.9
101	71.52	2	9	604a9_795-401404.xlsx	4856.43	0.029	-0.31	0	18.51	0	-6.106	-9.817	4954.347	0.84	1.768	0.78	-1.205	0.836	-2.268	-1.775	5002.977	0.84	1.768	0.78	-3.616	2.508	-6.803	-5.325
102	70.0896	2	9	604a9_795-405408.xlsx	4850.009	0.038	0.345	0.243	-24.39	30.39	-8.967	-5.538	4954.92	0.412	1.403	0.754	2.479	1.25	3.7	1.933	5003.55	0.412	1.403	0.754	7.436	3.751	11.1	5.8
103	68.6592	2	9	604a9_795-409412.xlsx	4856.962	0.667	3.359	1.107	6.84	2.515	24.46	8.906	4957.516	0.609	2.916	1.208	-2.219	1.041	-6.888	-2.586	5006.146	0.609	2.916	1.208	-6.657	3.124	-20.66	-7.759
104	67.2288	2	9	604a9_795-413416.xlsx	4858	0.021	0.324	0.211	30.46	40.16	10.52	7.577	4954.305	0.094	-0.472	0.27	5.506	3.36	-2.769	-1.083	5002.935	0.094	-0.472	0.27	16.52	10.08	-8.306	-3.249
105	65.7984	2	9	604a9_795-417420.xlsx	4855.072	0.286	-0.829	1.188	11.33	11.17	-9.995	-8.424	4954.484	0.428	0.924	0.858	-3.729	2.709	-3.668	-2.432	5003.114	0.428	0.924	0.858	-11.19	8.127	-11.01	-7.295
106	64.368	2	9	604a9_795-421424.xlsx	4859.095	1.024	2.434	1.371	3.591	2.127	9.306	7.167	4957.008	0.138	0.87	0.37	-5.461	1.796	-5.055	-1.671	5005.638	0.138	0.87	0.37	-16.38	5.389	-15.16	-5.013
107	62.9376	2	9	604a9_795-425428.xlsx	4856.354	2.445	7.407	2.948	-2.616	1.446	-20.62	-12.27	4953.016	0.435	2.364	0.848	-2.7	0.8788	-6.797	-2.441	5001.646	0.435	2.364	0.848	-8.101	2.636	-20.39	-7.322
108	61.5072	2	9	604a9_795-429432.xlsx	4855.902	0.216	0.742	0.53	10.36	5.834	8.176	4.993	4953.226	0.15	0.68	0.222	-4.521	1.758	-3.273	-1.287	5001.856	0.15	0.68	0.222	-13.56	5.274	-9.819	-3.862
109	60.0768	2	9	604a9_795-433436.xlsx	4859.609	0.569	1.748	0.797	5.915	3.479	11.01	6.249	4955.297	0.366	1.021	0.531	2.161	1.358	2.35	1.541	5003.927	0.366	1.021	0.531	6.483	4.075	7.049	4.622
110	58.6464	2	9	604a9_795-437440.xlsx	4857.771	0.416	1.14	0.795	7.445	5.077	9.037	5.715	4952.232	0.182	0.75	0.372	3.79	1.669	3.026	1.427	5000.862	0.182	0.75	0.372	11.37	5.006	9.077	4.281
111	57.216	2	9	604a9_795-441444.xlsx	4856.043	0	0.283	0.118	50.07	42.79	15.07	7.221	4953.209	0.456	1.212	1.22	-2.353	1.812	-3.036	-2.054	5001.839	0.456	1.212	1.22	-7.059	5.435	-9.108	-6.163
112	55.7856	2	9	604a9_795-445448.xlsx	4854.782	0	6.321	0	-1.455	0	-9.789	-41.24	4955.833	0.028	-0.24	0.092	-17.05	20.57	4.359	3.773	5004.463	0.028	-0.24	0.092	-51.15	61.71	13.08	11.32
113	54.3552	2	9	604a9_795-449452.xlsx	4857.181	0.243	1.065	0.414	10.39	4.462	11.77	5.332	4961.972	0.155	-0.613	0.261	-4.352	1.778	2.838	1.352	5010.602	0.155	-0.613	0.261	-13.06	5.334	8.515	4.055
114	52.9248	2	9	604a9_795-453456.xlsx	4864.186	1.427	3.333	5.243	-3.989	4.958	-14.15	-11.85	4955.369	0.181	0.21	0.162	9.979	11.78	2.235	3.502	5003.999	0.181	0.21	0.162	29.94	35.33	6.704	10.51
115	51.4944	2	9	604a9_795-457460.xlsx	4856.125	0.375	1.089	0.806	8.586	5.75	9.954	5.889	4955.371	0.119	0.529	0.338	-6.929	3.748	-3.903	-1.312	5004.001	0.119	0.529	0.338	-20.79	11.25	-11.71	-3.935
116	50.064	2	9	604a9_795-461464.xlsx	4852.835	1.23	-4.735	1.982	-4.401	2.322	22.18	10.89	5948.636	267.273	1635.602	1143.677	-6.812	0	-11860	-11730	5997.266	267.273	1635.602	1143.677	-20.44	0	-35580	-35190
117	48.6336	2	9	604a9_795-465468.xlsx	4858.466	0.246	0.763	0.401	-13.35	6.323	-10.84	-5.161	4954.563	0.039	-0.141	0.06	26.66	16.32	-4.007	-3.634	5003.193	0.039	-0.141	0.06	79.98	48.96	-12.02	-10.9
118	47.2032	2	9	604a9_795-469472.xlsx	4857.986	0	0.138	0.037	2553	7569	374.2	1010	4954.235	2.134	10.507	4.553	-1.347	0.508	-15.06	-5.925	5002.865	2.134	10.507	4.553	-4.04	1.524	-45.19	-17.78
119	45.7728	2	9	604a9_795-473476.xlsx	4860.645	1.485	5.59	2.614	-4.033	1.884	-24	-12.18	4954.311	2.255	5.281	2.61	-0.7924	0.4567	-4.454	-3.322	5002.941	2.255	5.281	2.61	-2.377	1.37	-13.36	-9.966
120	44.3424	2	9	604a9_795-477480.xlsx	4857.527	0.037	-0.262	0.223	27.98	40.28	-7.792	-6.579	4952.784	3.603	9.612	6.167	-0.957	0.3999	-9.791	-6.572	5001.414	3.603	9.612	6.167	-2.871	1.2	-29.37	-19.72
121	42.912	2	9	604a9_795-481484.xlsx	4859.658	0.173	-0.37	0.357	-16.63	20.28	6.542	3.809	4969.655	0.819	3.033	1.17	-1.776	0.7874	-5.734	-2.801	5018.285	0.819	3.033	1.17	-5.329	2.362	-17.2	-8.403
122	41.4816	2	9	604a9_795-485488.xlsx	4856.493	0.427	1.233	0.567	-7.022	4.322	-9.219	-5.677	4969.75	0	0.251	0	-15.3	0	-4.082	-24.98	5018.379	0	0.251	0	-45.9	0	-12.25	-74.94
123	40.0512	2	9	604a9_795-489492.xlsx	4855.613	0.111	-0.228	0	86.61	0	-21	-18.45	4956.633	0.313	0.68	0.659	2.373	1.821	1.719	1.513	5005.263	0.313	0.68	0.659	7.119	5.463	5.156	4.539
124	38.6208	2	9	604a9_795-493496.xlsx	4857.797	0.181	0.181	1.091	20.45	6.996	3.942	24.23	4955.976	0.018	0.061	0.016	63.29	82.52	4.104	4.413	5004.606	0.018	0.061	0.016	189.9	247.6	12.31	13.24
125	37.1904	2	9	604a9_795-497500.xlsx	4856.788	2.782	15.909	4.025	3.507	1.145	59.38	20.52	4952.352	0.537	1.968	0.769	2.018	0.8487	4.229	2.109	5000.981	0.537	1.968	0.769	6.055	2.546	12.69	6.327
126	35.76	2	9	604a9_795-501504.xlsx	4855.233	0.856	2.033	1	5.309	3.415	11.49	7.278	4954.256	0.139	0.206	0.054	32.33	34.23	7.096	5.856	5002.886	0.139	0.206	0.054	97	102.7	21.29	17.57
127	34.3296	2	9	604a9_795-505508.xlsx	4870.871	7.09	28.226	10.834	-1.883	1.057	-56.57	-30.71	4963.347	0.557	2.596	1.433	-2.369	1.018	-6.548	-3.111	5011.977	0.557	2.596	1.433	-7.107	3.054	-19.64	-9.333
128	32.8992	2	9	604a9_795-509512.xlsx	4856.727	1.053	4.882	1.833	5.545	2.178	28.81	12.31	4952.68	8.939	-30.198	2.986	-0.1836	0.09142	5.9	6.085	5001.31	8.939	-30.198	2.986	-0.5507	0.2743	17.7	18.25
129	31.4688	2	9		4860.31	1.798	9.307	3.135	-4.542	1.61	-45	-17.19	4955.862	1.831	7.319	3.545	-1.277	0.5213	-9.951	-5.395	5004.492	1.831	7.319	3.545	-3.832	1.564	-29.85	-16.19
130	30.0384	2	9	604a9_795-517520.xlsx	4860.31	1.798	9.307	3.135	-4.542	1.61	-45	-17.19	4955.862	1.831	7.319	3.545	-1.277	0.5213	-9.951	-5.395	5004.492	1.831	7.319	3.545	-3.832	1.564	-29.85	-16.19
131	28.608	2	9	604a9_795-521524.xlsx	4855.766	0.253	1.145	0.493	-11.26	4.672	-13.73	-5.672	4956.827	0.465	1.656	0.795	-2.571	1.07	-4.533	-2.225	5005.457	0.465	1.656	0.795	-7.714	3.21	-13.6	-6.675
132	27.1776	2	9	604a9_795-525528.xlsx	4852.994	0.359	1.016	0.53	9.144	4.915	9.886	5.486	4949.913	0.307	1.281	0.968	-3.935	1.868	-5.364	-2.69	4998.542	0.307	1.281	0.968	-11.8	5.605	-16.09	-8.071
133	25.7472	2	9	604a9_795-529532.xlsx	4856.538	0	3.21	0	0.6684	0	2.284	0	4957.786	0.929	2.062	1.395	-1.539	0	-3.377	0	5006.416	0.929	2.062	1.395	-4.617	0	-10.13	0
134	24.3168	2	9	604a9_795-533536.xlsx	4857.267	0.251	1.029	0.486	-11.28	5.321	-12.36	-5.866	4952.564	5.61	29.298	10.557	-0.9883	0.3095	-30.82	-12	5001.194	5.61	29.298	10.557	-2.965	0.9285	-92.46	-36
135	22.8864	2	9	604a9_795-537540.xlsx	4857.029	0.103	0.634	0.184	-20.27	5.83	-13.69	-4.342	4954.827	0.261	-0.663	0.54	2.859	1.779	-2.017	-1.522	5003.457	0.261	-0.663	0.54	8.576	5.337	-6.05	-4.566
136	21.456	2	9	604a9_795-541544.xlsx	4854.359	0.335	1.326	0.407	-10.5	4.46	-14.83	-6.674	4953.72	0.104	0.148	0.27	11.67	6.927	1.837	3.912	5002.35	0.104	0.148	0.27	35	20.78	5.511	11.74
137	20.0256	2	9	604a9_795-545548.xlsx	4855.754	0.39	1.03	0.518	8.503	4.971	9.321	5.236	4962.059	0	0.076	0.042	-10.84	10.99	-0.8731	-0.4909	5010.689	0	0.076	0.042	-32.53	32.96	-2.619	-1.473
138	18.5952	2	9	604a9_795-549552.xlsx	4856.816	0.047	0.335	0.292	-24.9	43.06	-8.868	-8.144	4949.875	0.011	0.161	0.035	109	117.6	18.69	16.38	4998.504	0.011	0.161	0.035	327.1	352.7	56.08	49.14
139	17.1648	2	9	604a9_795-553556.xlsx	4854.137	0.719	3.079	1.319	-7.156	2.754	-23.45	-9.112	4958.843	0.859	2.636	1.107	-1.436	0.6971	-4.03	-2.5	5007.473	0.859	2.636	1.107	-4.309	2.091	-12.09	-7.5
140	15.7344	2	9	604a9_795-557560.xlsx	4856.406	0	0.089	0	-7235000	0	-682500	-325000	4956.873	0.205	0.57	0.286	-3.562	1.721	-2.162	-1.309	5005.502	0.205	0.57	0.286	-10.69	5.162	-6.486	-3.926
141	14.304	2	9	604a9_795-561564.xlsx	4856.481	0	1.762	0	-3.754	0	-7.04	-15.95	4960.214	0.151	0.647	0.628	-5.45	3.837	-3.751	-1.787	5008.844	0.151	0.647	0.628	-16.35	11.51	-11.25	-5.36
142	12.8736	2	9	604a9_795-565568.xlsx	4857.824	0.393	1.525	0.489	8.391	3.749	13.62	6.105	4955.942	0.627	1.462	0.744	1.835	1.071	2.856	1.916	5004.572	0.627	1.462	0.744	5.506	3.212	8.568	5.747
143	11.4432	2	9	604a9_795-569572.xlsx	4857.401	0.152	0.707	0.276	-13.92	5.583	-10.48	-4.361	4968.579	0.014	-0.238	0.066	-20.82	18.97	5.286	3.535	5017.208	0.014	-0.238	0.066	-62.47	56.92	15.86	10.61
144	10.0128	2	9	604a9_795-573576.xlsx	4857.341	0.359	1.357	0.51	-9.761	4.374	-14.1	-6.073	4954.887	0.103	0.151	0.37	5.112	4.414	0.8234	1.98	5003.517	0.103	0.151	0.37	15.34	13.24	2.47	5.94
145	8.5824	2	9	604a9_795-577580.xlsx	4855.229	0.218	1.249	0.302	11.73	3.823	15.59	5.343	4956.402	0.325	1.218	0.76	-2.934	1.561	-3.803	-1.907	5005.032	0.325	1.218	0.76	-8.803	4.683	-11.41	-5.721
146	7.152	2	9	604a9_795-581584.xlsx	4857.258	0.479	1.979	0.684	-7.95	3.457	-16.75	-7.292	4953.77	1.141	3.871	1.506	-1.532	0.6851	-6.312	-3.301	5002.399	1.141	3.871	1.506	-4.596	2.055	-18.94	-9.902
147	5.7216	2	9	604a9_795-585588.xlsx	4820.222	0.173	0.79	0.42	-12.01	5.296	-10.1	-4.878	4953.659	1.069	6.06	1.579	-1.803	0.5195	-11.63	-3.873	5002.289	1.069	6.06	1.579	-5.408	1.558	-34.88	-11.62
148	4.2912	2	9	604a9_795-589592.xlsx	4855.694	2.288	2.894	2.046	-1.671	1.738	-5.146	-6.482	4953.975	1.234	2.6	0.982	-0.9583	0.5693	-2.652	-1.798	5002.604	1.234	2.6	0.982	-2.875	1.708	-7.957	-5.393
149	2.8608	2	9	604a9_795-593596.xlsx	4855.317	5.074	2.819	3.81	-0.9311	0	-2.794	-1.344	4953.866	0.63	2.169	1.244	2.086	1.264	4.816	2.497	5002.496	0.63	2.169	1.244	6.258	3.792	14.45	7.491
150	1.4304	2	9	604a9_795-597600.xlsx	4857.12	5.886	16.41	13.593	-2.069	1.328	-36.14	-26.96	4959.595	0.43	1.643	0.631	2.662	1.222	4.654	2.291	5008.225	0.43	1.643	0.631	7.985	3.666	13.96	6.873
1	214.56	0	10	604a10_797-001004.xlsx	4859.682	11.184	59.768	31.763	-4.089	2.2	-260.1	-267.8	4967.39	9.442	145.577	70.145	-1.697	0.8777	-262.9	-249.4	5016.02	9.442	145.577	70.145	-5.09	2.633	-788.7	-748.3
2	213.1296	0	10	604a10_797-005008.xlsx	4765.124	101.312	444.237	234.805	5.803	3.526	2744	3047	4958.076	0.572	2.213	1.353	-2.065	1.245	-4.865	-2.499	5006.706	0.572	2.213	1.353	-6.196	3.735	-14.59	-7.497
3	211.6992	0	10	604a10_797-009012.xlsx	4855.133	0.312	0.618	0.708	7.679	7.923	5.049	4.081	4954.281	0	0.068	0	52450000	0	3804000	909100	5002.911	0	0.068	0	157400000	0	11410000	2727000
4	210.2688	0	10	604a10_797-013016.xlsx	4855.605	0.335	1.11	0.466	7.975	4.202	9.427	5.209	4958.239	1.517	8.53	3.783	-1.729	0.477	-15.7	-6.519	5006.869	1.517	8.53	3.783	-5.188	1.431	-47.11	-19.56
5	208.8384	0	10	604a10_797-017020.xlsx	4857.722	1.384	2.842	1.919	3.285	3.546	9.938	9.033	4949.997	0.72	2.068	1.062	-1.596	1.03	-3.512	-2.295	4998.626	0.72	2.068	1.062	-4.787	3.089	-10.54	-6.886
6	207.408	0	10	604a10_797-021024.xlsx	4864.304	0	-0.331	0.045	17.18	0	-6.051	-5.248	4950.578	1.6	5.426	1.732	-1.171	0.5029	-6.762	-3.59	4999.208	1.6	5.426	1.732	-3.512	1.509	-20.28	-10.77
7	205.9776	0	10	604a10_797-025028.xlsx	4854.322	0	-0.334	0	12.19	0	-4.332	-13.12	4977.565	13.549	-116.176	28.352	-1.053	0.1421	130.2	35.8	5026.195	13.549	-116.176	28.352	-3.158	0.4263	390.5	107.4
8	204.5472	0	10	604a10_797-029032.xlsx	4855.169	1.341	6.502	2.521	4.545	1.727	31.45	13.24	4952.768	0.724	3.025	1.157	-1.89	0.7315	-6.086	-2.767	5001.397	0.724	3.025	1.157	-5.67	2.195	-18.26	-8.3
9	203.1168	0	10	604a10_797-033036.xlsx	4856.619	0.135	-0.564	0.185	-17.05	5.73	10.23	3.972	4954.27	0.617	3.103	1.108	-2.274	0.8167	-7.509	-2.909	5002.899	0.617	3.103	1.108	-6.821	2.45	-22.53	-8.726
10	201.6864	0	10	604a10_797-037040.xlsx	4854.91	1.619	5.25	3.659	4.525	2.207	25.29	14.1	4954.188	0.493	1.717	1.368	-2.514	1.735	-4.596	-2.349	5002.817	0.493	1.717	1.368	-7.542	5.205	-13.79	-7.046
11	200.256	0	10	604a10_797-041044.xlsx	4861.145	1.158	6.017	2.434	-5.349	1.923	-34.26	-13.09	4954.905	0.628	1.102	0.57	-1.233	0.8973	-1.446	-1.36	5003.535	0.628	1.102	0.57	-3.698	2.692	-4.337	-4.08
12	198.8256	0	10	604a10_797-045048.xlsx	4802.535	60.855	51.697	0	1.295	1.821	71.25	196.8	5088.603	58.739	153.138	84.942	-1.502	1.136	-244.8	-215	5137.233	58.739	153.138	84.942	-4.505	3.407	-734.3	-644.9
13	197.3952	0	10	604a10_797-049052.xlsx	4854.361	0.894	3.158	1.581	4.36	2.125	14.66	8.348	4953.238	1.674	5.416	0	-0.9273	0	-5.346	-19.24	5001.868	1.674	5.416	0	-2.782	0	-16.04	-57.73
14	195.9648	0	10	604a10_797-053056.xlsx	4853.288	0.238	0.653	0.492	-10.99	7.689	-7.632	-4.443	4955.398	0.911	2.299	0	1.225	0	2.999	3.769	5004.028	0.911	2.299	0	3.676	0	8.997	11.31
15	194.5344	0	10	604a10_797-057060.xlsx	4858.908	0.531	2.594	0.799	6.538	2.505	18.05	7.107	4944.066	2.48	15.929	6.614	-1.166	0.396	-19.78	-7.762	4992.696	2.48	15.929	6.614	-3.499	1.188	-59.33	-23.29
16	193.104	0	10	604a10_797-061064.xlsx	4852.624	2.28	4.622	8.319	3.991	4.009	19.64	19.96	4953.284	0.623	2.742	1.009	-2.247	0.8311	-6.559	-2.456	5001.914	0.623	2.742	1.009	-6.741	2.493	-19.68	-7.369
17	191.6736	0	10	604a10_797-065068.xlsx	4858.441	0.141	0.459	0.752	16.02	25.52	7.831	3.148	4952.866	1.407	3.338	1.835	-1.074	0.483	-3.817	-2.537	5001.496	1.407	3.338	1.835	-3.223	1.449	-11.45	-7.61
